#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1438   0.854417E+03  -0.378290E+02   0.216574E-05  -0.378290E+02   0.111781E+02  -0.959108E-07   0.216574E-05  -0.959108E-07   0.277144E-08
  1439   0.853762E+03  -0.370570E+02   0.215995E-05  -0.370570E+02   0.110822E+02  -0.931168E-07   0.215995E-05  -0.931168E-07   0.276759E-08
  1440   0.853104E+03  -0.362832E+02   0.215405E-05  -0.362832E+02   0.109893E+02  -0.903240E-07   0.215405E-05  -0.903240E-07   0.276375E-08
  1441   0.852369E+03  -0.355078E+02   0.214805E-05  -0.355078E+02   0.108995E+02  -0.875329E-07   0.214805E-05  -0.875329E-07   0.275991E-08
  1442   0.851557E+03  -0.347292E+02   0.214196E-05  -0.347292E+02   0.108135E+02  -0.847436E-07   0.214196E-05  -0.847436E-07   0.275608E-08
  1443   0.850668E+03  -0.339475E+02   0.213578E-05  -0.339475E+02   0.107321E+02  -0.819566E-07   0.213578E-05  -0.819566E-07   0.275226E-08
  1444   0.849775E+03  -0.331650E+02   0.212950E-05  -0.331650E+02   0.106531E+02  -0.791722E-07   0.212950E-05  -0.791722E-07   0.274844E-08
  1445   0.848731E+03  -0.323815E+02   0.212312E-05  -0.323815E+02   0.105787E+02  -0.763908E-07   0.212312E-05  -0.763908E-07   0.274463E-08
  1446   0.847759E+03  -0.315958E+02   0.211665E-05  -0.315958E+02   0.105066E+02  -0.736125E-07   0.211665E-05  -0.736125E-07   0.274083E-08
  1447   0.846560E+03  -0.308076E+02   0.211009E-05  -0.308076E+02   0.104391E+02  -0.708379E-07   0.211009E-05  -0.708379E-07   0.273703E-08
  1448   0.845433E+03  -0.300217E+02   0.210344E-05  -0.300217E+02   0.103754E+02  -0.680672E-07   0.210344E-05  -0.680672E-07   0.273325E-08
  1449   0.844228E+03  -0.292341E+02   0.209669E-05  -0.292341E+02   0.103141E+02  -0.653008E-07   0.209669E-05  -0.653008E-07   0.272947E-08
  1450   0.842945E+03  -0.284465E+02   0.208986E-05  -0.284465E+02   0.102574E+02  -0.625389E-07   0.208986E-05  -0.625389E-07   0.272569E-08
  1451   0.841660E+03  -0.276603E+02   0.208294E-05  -0.276603E+02   0.102046E+02  -0.597820E-07   0.208294E-05  -0.597820E-07   0.272193E-08
  1452   0.840223E+03  -0.268755E+02   0.207593E-05  -0.268755E+02   0.101549E+02  -0.570302E-07   0.207593E-05  -0.570302E-07   0.271817E-08
  1453   0.838782E+03  -0.260900E+02   0.206883E-05  -0.260900E+02   0.101090E+02  -0.542839E-07   0.206883E-05  -0.542839E-07   0.271441E-08
  1454   0.837339E+03  -0.253051E+02   0.206165E-05  -0.253051E+02   0.100669E+02  -0.515432E-07   0.206165E-05  -0.515432E-07   0.271067E-08
  1455   0.835818E+03  -0.245225E+02   0.205438E-05  -0.245225E+02   0.100280E+02  -0.488084E-07   0.205438E-05  -0.488084E-07   0.270693E-08
  1456   0.834220E+03  -0.237428E+02   0.204702E-05  -0.237428E+02   0.999365E+01  -0.460798E-07   0.204702E-05  -0.460798E-07   0.270320E-08
  1457   0.832470E+03  -0.229640E+02   0.203959E-05  -0.229640E+02   0.996166E+01  -0.433575E-07   0.203959E-05  -0.433575E-07   0.269947E-08
  1458   0.830792E+03  -0.221873E+02   0.203207E-05  -0.221873E+02   0.993426E+01  -0.406420E-07   0.203207E-05  -0.406420E-07   0.269576E-08
  1459   0.829036E+03  -0.214122E+02   0.202448E-05  -0.214122E+02   0.990995E+01  -0.379333E-07   0.202448E-05  -0.379333E-07   0.269205E-08
  1460   0.827203E+03  -0.206408E+02   0.201680E-05  -0.206408E+02   0.989023E+01  -0.352318E-07   0.201680E-05  -0.352318E-07   0.268834E-08
  1461   0.825367E+03  -0.198732E+02   0.200905E-05  -0.198732E+02   0.987213E+01  -0.325376E-07   0.200905E-05  -0.325376E-07   0.268464E-08
  1462   0.823454E+03  -0.191086E+02   0.200121E-05  -0.191086E+02   0.985860E+01  -0.298511E-07   0.200121E-05  -0.298511E-07   0.268095E-08
  1463   0.821390E+03  -0.183471E+02   0.199331E-05  -0.183471E+02   0.984892E+01  -0.271724E-07   0.199331E-05  -0.271724E-07   0.267727E-08
  1464   0.819397E+03  -0.175894E+02   0.198533E-05  -0.175894E+02   0.984233E+01  -0.245019E-07   0.198533E-05  -0.245019E-07   0.267359E-08
  1465   0.817252E+03  -0.168362E+02   0.197727E-05  -0.168362E+02   0.983957E+01  -0.218398E-07   0.197727E-05  -0.218398E-07   0.266992E-08
  1466   0.815179E+03  -0.160869E+02   0.196914E-05  -0.160869E+02   0.984065E+01  -0.191863E-07   0.196914E-05  -0.191863E-07   0.266626E-08
  1467   0.812955E+03  -0.153429E+02   0.196094E-05  -0.153429E+02   0.984482E+01  -0.165416E-07   0.196094E-05  -0.165416E-07   0.266260E-08
  1468   0.810728E+03  -0.146035E+02   0.195268E-05  -0.146035E+02   0.985283E+01  -0.139061E-07   0.195268E-05  -0.139061E-07   0.265895E-08
  1469   0.808499E+03  -0.138695E+02   0.194434E-05  -0.138695E+02   0.986392E+01  -0.112799E-07   0.194434E-05  -0.112799E-07   0.265531E-08
  1470   0.806044E+03  -0.131400E+02   0.193593E-05  -0.131400E+02   0.987811E+01  -0.866330E-08   0.193593E-05  -0.866330E-08   0.265168E-08
  1471   0.803734E+03  -0.124174E+02   0.192746E-05  -0.124174E+02   0.989686E+01  -0.605657E-08   0.192746E-05  -0.605657E-08   0.264805E-08
  1472   0.801348E+03  -0.117002E+02   0.191892E-05  -0.117002E+02   0.991871E+01  -0.345994E-08   0.191892E-05  -0.345994E-08   0.264442E-08
  1473   0.798885E+03  -0.109899E+02   0.191032E-05  -0.109899E+02   0.994364E+01  -0.873645E-09   0.191032E-05  -0.873645E-09   0.264081E-08
  1474   0.796271E+03  -0.102850E+02   0.190165E-05  -0.102850E+02   0.997165E+01   0.170206E-08   0.190165E-05   0.170206E-08   0.263720E-08
  1475   0.793729E+03  -0.958700E+01   0.189292E-05  -0.958700E+01   0.100027E+02   0.426692E-08   0.189292E-05   0.426692E-08   0.263359E-08
  1476   0.791110E+03  -0.889665E+01   0.188413E-05  -0.889665E+01   0.100377E+02   0.682071E-08   0.188413E-05   0.682071E-08   0.263000E-08
  1477   0.788488E+03  -0.821249E+01   0.187528E-05  -0.821249E+01   0.100757E+02   0.936316E-08   0.187528E-05   0.936316E-08   0.262641E-08
  1478   0.785790E+03  -0.753601E+01   0.186637E-05  -0.753601E+01   0.101167E+02   0.118940E-07   0.186637E-05   0.118940E-07   0.262282E-08
  1479   0.783089E+03  -0.686745E+01   0.185740E-05  -0.686745E+01   0.101617E+02   0.144131E-07   0.185740E-05   0.144131E-07   0.261925E-08
  1480   0.780312E+03  -0.620637E+01   0.184838E-05  -0.620637E+01   0.102096E+02   0.169201E-07   0.184838E-05   0.169201E-07   0.261568E-08
  1481   0.777465E+03  -0.555323E+01   0.183930E-05  -0.555323E+01   0.102600E+02   0.194148E-07   0.183930E-05   0.194148E-07   0.261211E-08
  1482   0.774624E+03  -0.490827E+01   0.183016E-05  -0.490827E+01   0.103141E+02   0.218969E-07   0.183016E-05   0.218969E-07   0.260856E-08
  1483   0.771720E+03  -0.427178E+01   0.182097E-05  -0.427178E+01   0.103713E+02   0.243662E-07   0.182097E-05   0.243662E-07   0.260501E-08
  1484   0.768807E+03  -0.364387E+01   0.181173E-05  -0.364387E+01   0.104308E+02   0.268225E-07   0.181173E-05   0.268225E-07   0.260146E-08
  1485   0.765832E+03  -0.302484E+01   0.180244E-05  -0.302484E+01   0.104935E+02   0.292654E-07   0.180244E-05   0.292654E-07   0.259793E-08
  1486   0.762818E+03  -0.241462E+01   0.179310E-05  -0.241462E+01   0.105599E+02   0.316948E-07   0.179310E-05   0.316948E-07   0.259439E-08
  1487   0.759765E+03  -0.181368E+01   0.178371E-05  -0.181368E+01   0.106279E+02   0.341105E-07   0.178371E-05   0.341105E-07   0.259087E-08
  1488   0.756694E+03  -0.122202E+01   0.177427E-05  -0.122202E+01   0.106997E+02   0.365120E-07   0.177427E-05   0.365120E-07   0.258735E-08
  1489   0.753562E+03  -0.640023E+00   0.176479E-05  -0.640023E+00   0.107746E+02   0.388993E-07   0.176479E-05   0.388993E-07   0.258384E-08
  1490   0.750406E+03  -0.676803E-01   0.175526E-05  -0.676803E-01   0.108511E+02   0.412721E-07   0.175526E-05   0.412721E-07   0.258033E-08
  1491   0.747218E+03   0.494666E+00   0.174568E-05   0.494666E+00   0.109306E+02   0.436301E-07   0.174568E-05   0.436301E-07   0.257684E-08
  1492   0.744005E+03   0.104699E+01   0.173606E-05   0.104699E+01   0.110132E+02   0.459731E-07   0.173606E-05   0.459731E-07   0.257334E-08
  1493   0.740753E+03   0.158903E+01   0.172640E-05   0.158903E+01   0.110974E+02   0.483008E-07   0.172640E-05   0.483008E-07   0.256986E-08
  1494   0.737470E+03   0.212065E+01   0.171670E-05   0.212065E+01   0.111847E+02   0.506130E-07   0.171670E-05   0.506130E-07   0.256638E-08
  1495   0.734162E+03   0.264171E+01   0.170696E-05   0.264171E+01   0.112750E+02   0.529094E-07   0.170696E-05   0.529094E-07   0.256290E-08
  1496   0.730823E+03   0.315214E+01   0.169718E-05   0.315214E+01   0.113676E+02   0.551898E-07   0.169718E-05   0.551898E-07   0.255944E-08
  1497   0.727451E+03   0.365169E+01   0.168736E-05   0.365169E+01   0.114618E+02   0.574539E-07   0.168736E-05   0.574539E-07   0.255597E-08
  1498   0.724064E+03   0.414020E+01   0.167751E-05   0.414020E+01   0.115591E+02   0.597016E-07   0.167751E-05   0.597016E-07   0.255252E-08
  1499   0.720644E+03   0.461767E+01   0.166762E-05   0.461767E+01   0.116580E+02   0.619325E-07   0.166762E-05   0.619325E-07   0.254907E-08
  1500   0.717200E+03   0.508385E+01   0.165769E-05   0.508385E+01   0.117598E+02   0.641464E-07   0.165769E-05   0.641464E-07   0.254563E-08
  1501   0.713733E+03   0.553882E+01   0.164773E-05   0.553882E+01   0.118633E+02   0.663431E-07   0.164773E-05   0.663431E-07   0.254219E-08
  1502   0.710241E+03   0.598204E+01   0.163774E-05   0.598204E+01   0.119691E+02   0.685225E-07   0.163774E-05   0.685225E-07   0.253876E-08
  1503   0.706733E+03   0.641367E+01   0.162772E-05   0.641367E+01   0.120772E+02   0.706844E-07   0.162772E-05   0.706844E-07   0.253534E-08
  1504   0.703200E+03   0.683379E+01   0.161767E-05   0.683379E+01   0.121868E+02   0.728288E-07   0.161767E-05   0.728288E-07   0.253192E-08
  1505   0.699644E+03   0.724201E+01   0.160759E-05   0.724201E+01   0.122988E+02   0.749555E-07   0.160759E-05   0.749555E-07   0.252851E-08
  1506   0.696072E+03   0.763841E+01   0.159748E-05   0.763841E+01   0.124123E+02   0.770645E-07   0.159748E-05   0.770645E-07   0.252510E-08
  1507   0.692483E+03   0.802291E+01   0.158735E-05   0.802291E+01   0.125281E+02   0.791557E-07   0.158735E-05   0.791557E-07   0.252170E-08
  1508   0.688878E+03   0.839515E+01   0.157719E-05   0.839515E+01   0.126455E+02   0.812289E-07   0.157719E-05   0.812289E-07   0.251831E-08
  1509   0.685249E+03   0.875527E+01   0.156701E-05   0.875527E+01   0.127636E+02   0.832842E-07   0.156701E-05   0.832842E-07   0.251492E-08
  1510   0.681619E+03   0.910297E+01   0.155680E-05   0.910297E+01   0.128848E+02   0.853212E-07   0.155680E-05   0.853212E-07   0.251154E-08
  1511   0.677957E+03   0.943900E+01   0.154657E-05   0.943900E+01   0.130068E+02   0.873401E-07   0.154657E-05   0.873401E-07   0.250817E-08
  1512   0.674288E+03   0.976112E+01   0.153632E-05   0.976112E+01   0.131304E+02   0.893406E-07   0.153632E-05   0.893406E-07   0.250480E-08
  1513   0.670602E+03   0.100723E+02   0.152605E-05   0.100723E+02   0.132555E+02   0.913226E-07   0.152605E-05   0.913226E-07   0.250144E-08
  1514   0.666915E+03   0.103703E+02   0.151576E-05   0.103703E+02   0.133828E+02   0.932862E-07   0.151576E-05   0.932862E-07   0.249808E-08
  1515   0.663234E+03   0.106567E+02   0.150545E-05   0.106567E+02   0.135110E+02   0.952311E-07   0.150545E-05   0.952311E-07   0.249473E-08
  1516   0.659523E+03   0.109291E+02   0.149512E-05   0.109291E+02   0.136399E+02   0.971573E-07   0.149512E-05   0.971573E-07   0.249138E-08
  1517   0.655811E+03   0.111898E+02   0.148478E-05   0.111898E+02   0.137704E+02   0.990646E-07   0.148478E-05   0.990646E-07   0.248805E-08
  1518   0.652090E+03   0.114389E+02   0.147442E-05   0.114389E+02   0.139024E+02   0.100953E-06   0.147442E-05   0.100953E-06   0.248471E-08
  1519   0.648362E+03   0.116733E+02   0.146406E-05   0.116733E+02   0.140344E+02   0.102822E-06   0.146406E-05   0.102822E-06   0.248139E-08
  1520   0.644639E+03   0.118960E+02   0.145367E-05   0.118960E+02   0.141679E+02   0.104673E-06   0.145367E-05   0.104673E-06   0.247807E-08
  1521   0.640902E+03   0.121063E+02   0.144328E-05   0.121063E+02   0.143030E+02   0.106504E-06   0.144328E-05   0.106504E-06   0.247475E-08
  1522   0.637156E+03   0.123034E+02   0.143288E-05   0.123034E+02   0.144381E+02   0.108315E-06   0.143288E-05   0.108315E-06   0.247144E-08
  1523   0.633417E+03   0.124881E+02   0.142246E-05   0.124881E+02   0.145740E+02   0.110108E-06   0.142246E-05   0.110108E-06   0.246814E-08
  1524   0.629670E+03   0.126596E+02   0.141204E-05   0.126596E+02   0.147114E+02   0.111881E-06   0.141204E-05   0.111881E-06   0.246484E-08
  1525   0.625923E+03   0.128187E+02   0.140162E-05   0.128187E+02   0.148495E+02   0.113634E-06   0.140162E-05   0.113634E-06   0.246155E-08
  1526   0.622182E+03   0.129653E+02   0.139118E-05   0.129653E+02   0.149877E+02   0.115367E-06   0.139118E-05   0.115367E-06   0.245827E-08
  1527   0.618441E+03   0.130981E+02   0.138074E-05   0.130981E+02   0.151258E+02   0.117081E-06   0.138074E-05   0.117081E-06   0.245499E-08
  1528   0.614700E+03   0.132191E+02   0.137030E-05   0.132191E+02   0.152655E+02   0.118774E-06   0.137030E-05   0.118774E-06   0.245171E-08
  1529   0.610966E+03   0.133277E+02   0.135985E-05   0.133277E+02   0.154052E+02   0.120448E-06   0.135985E-05   0.120448E-06   0.244845E-08
  1530   0.607239E+03   0.134231E+02   0.134941E-05   0.134231E+02   0.155449E+02   0.122102E-06   0.134941E-05   0.122102E-06   0.244518E-08
  1531   0.603512E+03   0.135053E+02   0.133896E-05   0.135053E+02   0.156854E+02   0.123735E-06   0.133896E-05   0.123735E-06   0.244193E-08
  1532   0.599800E+03   0.135758E+02   0.132851E-05   0.135758E+02   0.158265E+02   0.125348E-06   0.132851E-05   0.125348E-06   0.243868E-08
  1533   0.596088E+03   0.136346E+02   0.131807E-05   0.136346E+02   0.159670E+02   0.126941E-06   0.131807E-05   0.126941E-06   0.243543E-08
  1534   0.592391E+03   0.136788E+02   0.130763E-05   0.136788E+02   0.161082E+02   0.128513E-06   0.130763E-05   0.128513E-06   0.243220E-08
  1535   0.588701E+03   0.137120E+02   0.129719E-05   0.137120E+02   0.162494E+02   0.130064E-06   0.129719E-05   0.130064E-06   0.242896E-08
  1536   0.585018E+03   0.137320E+02   0.128675E-05   0.137320E+02   0.163898E+02   0.131595E-06   0.128675E-05   0.131595E-06   0.242574E-08
  1537   0.581358E+03   0.137395E+02   0.127633E-05   0.137395E+02   0.165310E+02   0.133105E-06   0.127633E-05   0.133105E-06   0.242251E-08
  1538   0.577714E+03   0.137354E+02   0.126591E-05   0.137354E+02   0.166721E+02   0.134594E-06   0.126591E-05   0.134594E-06   0.241930E-08
  1539   0.574047E+03   0.137187E+02   0.125549E-05   0.137187E+02   0.168118E+02   0.136062E-06   0.125549E-05   0.136062E-06   0.241609E-08
  1540   0.570417E+03   0.136904E+02   0.124509E-05   0.136904E+02   0.169514E+02   0.137509E-06   0.124509E-05   0.137509E-06   0.241289E-08
  1541   0.566803E+03   0.136489E+02   0.123470E-05   0.136489E+02   0.170918E+02   0.138934E-06   0.123470E-05   0.138934E-06   0.240969E-08
  1542   0.563204E+03   0.135965E+02   0.122432E-05   0.135965E+02   0.172314E+02   0.140339E-06   0.122432E-05   0.140339E-06   0.240649E-08
  1543   0.559614E+03   0.135308E+02   0.121395E-05   0.135308E+02   0.173695E+02   0.141722E-06   0.121395E-05   0.141722E-06   0.240331E-08
  1544   0.556045E+03   0.134541E+02   0.120359E-05   0.134541E+02   0.175083E+02   0.143083E-06   0.120359E-05   0.143083E-06   0.240013E-08
  1545   0.552500E+03   0.133658E+02   0.119325E-05   0.133658E+02   0.176455E+02   0.144423E-06   0.119325E-05   0.144423E-06   0.239695E-08
  1546   0.548963E+03   0.132650E+02   0.118293E-05   0.132650E+02   0.177820E+02   0.145741E-06   0.118293E-05   0.145741E-06   0.239378E-08
  1547   0.545449E+03   0.131532E+02   0.117262E-05   0.131532E+02   0.179185E+02   0.147037E-06   0.117262E-05   0.147037E-06   0.239061E-08
  1548   0.541966E+03   0.130297E+02   0.116233E-05   0.130297E+02   0.180542E+02   0.148312E-06   0.116233E-05   0.148312E-06   0.238746E-08
  1549   0.538498E+03   0.128952E+02   0.115206E-05   0.128952E+02   0.181883E+02   0.149564E-06   0.115206E-05   0.149564E-06   0.238430E-08
  1550   0.535060E+03   0.127490E+02   0.114181E-05   0.127490E+02   0.183217E+02   0.150794E-06   0.114181E-05   0.150794E-06   0.238115E-08
  1551   0.531632E+03   0.125911E+02   0.113159E-05   0.125911E+02   0.184543E+02   0.152003E-06   0.113159E-05   0.152003E-06   0.237801E-08
  1552   0.528241E+03   0.124230E+02   0.112138E-05   0.124230E+02   0.185853E+02   0.153189E-06   0.112138E-05   0.153189E-06   0.237488E-08
  1553   0.524866E+03   0.122446E+02   0.111119E-05   0.122446E+02   0.187163E+02   0.154352E-06   0.111119E-05   0.154352E-06   0.237174E-08
  1554   0.521522E+03   0.120546E+02   0.110103E-05   0.120546E+02   0.188465E+02   0.155494E-06   0.110103E-05   0.155494E-06   0.236862E-08
  1555   0.518193E+03   0.118543E+02   0.109090E-05   0.118543E+02   0.189745E+02   0.156614E-06   0.109090E-05   0.156614E-06   0.236550E-08
  1556   0.514903E+03   0.116432E+02   0.108079E-05   0.116432E+02   0.191008E+02   0.157712E-06   0.108079E-05   0.157712E-06   0.236238E-08
  1557   0.511637E+03   0.114218E+02   0.107070E-05   0.114218E+02   0.192264E+02   0.158788E-06   0.107070E-05   0.158788E-06   0.235928E-08
  1558   0.508401E+03   0.111910E+02   0.106064E-05   0.111910E+02   0.193512E+02   0.159842E-06   0.106064E-05   0.159842E-06   0.235617E-08
  1559   0.505203E+03   0.109493E+02   0.105061E-05   0.109493E+02   0.194729E+02   0.160874E-06   0.105061E-05   0.160874E-06   0.235307E-08
  1560   0.502029E+03   0.106975E+02   0.104061E-05   0.106975E+02   0.195946E+02   0.161884E-06   0.104061E-05   0.161884E-06   0.234998E-08
  1561   0.498864E+03   0.104362E+02   0.103063E-05   0.104362E+02   0.197140E+02   0.162873E-06   0.103063E-05   0.162873E-06   0.234689E-08
  1562   0.495730E+03   0.101648E+02   0.102069E-05   0.101648E+02   0.198326E+02   0.163839E-06   0.102069E-05   0.163839E-06   0.234381E-08
  1563   0.492634E+03   0.988477E+01   0.101077E-05   0.988477E+01   0.199489E+02   0.164785E-06   0.101077E-05   0.164785E-06   0.234074E-08
  1564   0.489577E+03   0.959536E+01   0.100088E-05   0.959536E+01   0.200644E+02   0.165708E-06   0.100088E-05   0.165708E-06   0.233766E-08
  1565   0.486558E+03   0.929658E+01   0.991031E-06   0.929658E+01   0.201768E+02   0.166610E-06   0.991031E-06   0.166610E-06   0.233460E-08
  1566   0.483563E+03   0.898992E+01   0.981209E-06   0.898992E+01   0.202885E+02   0.167491E-06   0.981209E-06   0.167491E-06   0.233154E-08
  1567   0.480591E+03   0.867317E+01   0.971421E-06   0.867317E+01   0.203963E+02   0.168350E-06   0.971421E-06   0.168350E-06   0.232848E-08
  1568   0.477658E+03   0.834842E+01   0.961666E-06   0.834842E+01   0.205048E+02   0.169187E-06   0.961666E-06   0.169187E-06   0.232543E-08
  1569   0.474771E+03   0.801523E+01   0.951945E-06   0.801523E+01   0.206103E+02   0.170004E-06   0.951945E-06   0.170004E-06   0.232239E-08
  1570   0.471916E+03   0.767398E+01   0.942260E-06   0.767398E+01   0.207149E+02   0.170799E-06   0.942260E-06   0.170799E-06   0.231935E-08
  1571   0.469099E+03   0.732526E+01   0.932610E-06   0.732526E+01   0.208187E+02   0.171572E-06   0.932610E-06   0.171572E-06   0.231632E-08
  1572   0.466306E+03   0.696791E+01   0.922998E-06   0.696791E+01   0.209180E+02   0.172324E-06   0.922998E-06   0.172324E-06   0.231329E-08
  1573   0.463551E+03   0.660312E+01   0.913422E-06   0.660312E+01   0.210165E+02   0.173056E-06   0.913422E-06   0.173056E-06   0.231027E-08
  1574   0.460851E+03   0.623082E+01   0.903884E-06   0.623082E+01   0.211119E+02   0.173766E-06   0.903884E-06   0.173766E-06   0.230725E-08
  1575   0.458174E+03   0.585133E+01   0.894386E-06   0.585133E+01   0.212065E+02   0.174454E-06   0.894386E-06   0.174454E-06   0.230424E-08
  1576   0.455536E+03   0.546471E+01   0.884926E-06   0.546471E+01   0.212965E+02   0.175122E-06   0.884926E-06   0.175122E-06   0.230123E-08
  1577   0.452937E+03   0.507121E+01   0.875507E-06   0.507121E+01   0.213857E+02   0.175769E-06   0.875507E-06   0.175769E-06   0.229823E-08
  1578   0.450377E+03   0.467113E+01   0.866129E-06   0.467113E+01   0.214726E+02   0.176395E-06   0.866129E-06   0.176395E-06   0.229523E-08
  1579   0.447863E+03   0.426456E+01   0.856793E-06   0.426456E+01   0.215564E+02   0.177000E-06   0.856793E-06   0.177000E-06   0.229224E-08
  1580   0.445373E+03   0.385172E+01   0.847499E-06   0.385172E+01   0.216394E+02   0.177584E-06   0.847499E-06   0.177584E-06   0.228926E-08
  1581   0.442923E+03   0.343284E+01   0.838248E-06   0.343284E+01   0.217194E+02   0.178147E-06   0.838248E-06   0.178147E-06   0.228628E-08
  1582   0.440526E+03   0.300809E+01   0.829041E-06   0.300809E+01   0.217970E+02   0.178689E-06   0.829041E-06   0.178689E-06   0.228330E-08
  1583   0.438153E+03   0.257770E+01   0.819879E-06   0.257770E+01   0.218707E+02   0.179211E-06   0.819879E-06   0.179211E-06   0.228033E-08
  1584   0.435834E+03   0.214175E+01   0.810762E-06   0.214175E+01   0.219437E+02   0.179712E-06   0.810762E-06   0.179712E-06   0.227736E-08
  1585   0.433540E+03   0.170061E+01   0.801691E-06   0.170061E+01   0.220143E+02   0.180192E-06   0.801691E-06   0.180192E-06   0.227440E-08
  1586   0.431299E+03   0.125449E+01   0.792667E-06   0.125449E+01   0.220811E+02   0.180651E-06   0.792667E-06   0.180651E-06   0.227145E-08
  1587   0.429098E+03   0.803340E+00   0.783690E-06   0.803340E+00   0.221463E+02   0.181091E-06   0.783690E-06   0.181091E-06   0.226850E-08
  1588   0.426943E+03   0.347547E+00   0.774762E-06   0.347547E+00   0.222085E+02   0.181509E-06   0.774762E-06   0.181509E-06   0.226556E-08
  1589   0.424820E+03  -0.112640E+00   0.765882E-06  -0.112640E+00   0.222683E+02   0.181907E-06   0.765882E-06   0.181907E-06   0.226262E-08
  1590   0.422737E+03  -0.577043E+00   0.757053E-06  -0.577043E+00   0.223250E+02   0.182285E-06   0.757053E-06   0.182285E-06   0.225968E-08
  1591   0.420707E+03  -0.104544E+01   0.748273E-06  -0.104544E+01   0.223794E+02   0.182642E-06   0.748273E-06   0.182642E-06   0.225675E-08
  1592   0.418710E+03  -0.151754E+01   0.739545E-06  -0.151754E+01   0.224314E+02   0.182979E-06   0.739545E-06   0.182979E-06   0.225383E-08
  1593   0.416759E+03  -0.199342E+01   0.730869E-06  -0.199342E+01   0.224804E+02   0.183295E-06   0.730869E-06   0.183295E-06   0.225091E-08
  1594   0.414840E+03  -0.247261E+01   0.722245E-06  -0.247261E+01   0.225270E+02   0.183592E-06   0.722245E-06   0.183592E-06   0.224800E-08
  1595   0.412975E+03  -0.295474E+01   0.713675E-06  -0.295474E+01   0.225712E+02   0.183868E-06   0.713675E-06   0.183868E-06   0.224509E-08
  1596   0.411157E+03  -0.343988E+01   0.705158E-06  -0.343988E+01   0.226117E+02   0.184124E-06   0.705158E-06   0.184124E-06   0.224219E-08
  1597   0.409372E+03  -0.392771E+01   0.696697E-06  -0.392771E+01   0.226498E+02   0.184360E-06   0.696697E-06   0.184360E-06   0.223929E-08
  1598   0.407633E+03  -0.441787E+01   0.688291E-06  -0.441787E+01   0.226847E+02   0.184576E-06   0.688291E-06   0.184576E-06   0.223639E-08
  1599   0.405934E+03  -0.491040E+01   0.679941E-06  -0.491040E+01   0.227174E+02   0.184771E-06   0.679941E-06   0.184771E-06   0.223351E-08
  1600   0.404281E+03  -0.540501E+01   0.671648E-06  -0.540501E+01   0.227477E+02   0.184947E-06   0.671648E-06   0.184947E-06   0.223062E-08
  1601   0.402668E+03  -0.590140E+01   0.663413E-06  -0.590140E+01   0.227749E+02   0.185103E-06   0.663413E-06   0.185103E-06   0.222774E-08
  1602   0.401088E+03  -0.639932E+01   0.655236E-06  -0.639932E+01   0.227982E+02   0.185239E-06   0.655236E-06   0.185239E-06   0.222487E-08
  1603   0.399569E+03  -0.689892E+01   0.647117E-06  -0.689892E+01   0.228192E+02   0.185356E-06   0.647117E-06   0.185356E-06   0.222200E-08
  1604   0.398082E+03  -0.740004E+01   0.639056E-06  -0.740004E+01   0.228371E+02   0.185452E-06   0.639056E-06   0.185452E-06   0.221914E-08
  1605   0.396643E+03  -0.790141E+01   0.631054E-06  -0.790141E+01   0.228527E+02   0.185530E-06   0.631054E-06   0.185530E-06   0.221628E-08
  1606   0.395243E+03  -0.840434E+01   0.623111E-06  -0.840434E+01   0.228652E+02   0.185587E-06   0.623111E-06   0.185587E-06   0.221343E-08
  1607   0.393882E+03  -0.890810E+01   0.615226E-06  -0.890810E+01   0.228753E+02   0.185626E-06   0.615226E-06   0.185626E-06   0.221058E-08
  1608   0.392561E+03  -0.941119E+01   0.607401E-06  -0.941119E+01   0.228830E+02   0.185645E-06   0.607401E-06   0.185645E-06   0.220773E-08
  1609   0.391294E+03  -0.991507E+01   0.599636E-06  -0.991507E+01   0.228862E+02   0.185646E-06   0.599636E-06   0.185646E-06   0.220490E-08
  1610   0.390066E+03  -0.104190E+02   0.591930E-06  -0.104190E+02   0.228871E+02   0.185627E-06   0.591930E-06   0.185627E-06   0.220206E-08
  1611   0.388871E+03  -0.109222E+02   0.584285E-06  -0.109222E+02   0.228855E+02   0.185590E-06   0.584285E-06   0.185590E-06   0.219923E-08
  1612   0.387730E+03  -0.114255E+02   0.576699E-06  -0.114255E+02   0.228802E+02   0.185533E-06   0.576699E-06   0.185533E-06   0.219641E-08
  1613   0.386613E+03  -0.119280E+02   0.569174E-06  -0.119280E+02   0.228725E+02   0.185458E-06   0.569174E-06   0.185458E-06   0.219359E-08
  1614   0.385550E+03  -0.124298E+02   0.561710E-06  -0.124298E+02   0.228625E+02   0.185365E-06   0.561710E-06   0.185365E-06   0.219078E-08
  1615   0.384527E+03  -0.129301E+02   0.554306E-06  -0.129301E+02   0.228494E+02   0.185253E-06   0.554306E-06   0.185253E-06   0.218797E-08
  1616   0.383536E+03  -0.134289E+02   0.546964E-06  -0.134289E+02   0.228331E+02   0.185123E-06   0.546964E-06   0.185123E-06   0.218516E-08
  1617   0.382592E+03  -0.139262E+02   0.539683E-06  -0.139262E+02   0.228146E+02   0.184975E-06   0.539683E-06   0.184975E-06   0.218236E-08
