#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2192   0.140108E+03  -0.398967E+00   0.313742E-06  -0.398967E+00   0.630009E+01   0.422867E-07   0.313742E-06   0.422867E-07   0.113252E-08
  2193   0.139377E+03  -0.460253E+00   0.311441E-06  -0.460253E+00   0.632779E+01   0.424747E-07   0.311441E-06   0.424747E-07   0.113135E-08
  2194   0.138661E+03  -0.523705E+00   0.309150E-06  -0.523705E+00   0.635516E+01   0.426574E-07   0.309150E-06   0.426574E-07   0.113019E-08
  2195   0.137945E+03  -0.589336E+00   0.306871E-06  -0.589336E+00   0.638205E+01   0.428347E-07   0.306871E-06   0.428347E-07   0.112902E-08
  2196   0.137245E+03  -0.656995E+00   0.304602E-06  -0.656995E+00   0.640846E+01   0.430068E-07   0.304602E-06   0.430068E-07   0.112786E-08
  2197   0.136553E+03  -0.726658E+00   0.302344E-06  -0.726658E+00   0.643446E+01   0.431735E-07   0.302344E-06   0.431735E-07   0.112670E-08
  2198   0.135862E+03  -0.798324E+00   0.300098E-06  -0.798324E+00   0.645998E+01   0.433350E-07   0.300098E-06   0.433350E-07   0.112554E-08
  2199   0.135179E+03  -0.871990E+00   0.297863E-06  -0.871990E+00   0.648502E+01   0.434911E-07   0.297863E-06   0.434911E-07   0.112439E-08
  2200   0.134511E+03  -0.947581E+00   0.295639E-06  -0.947581E+00   0.650957E+01   0.436419E-07   0.295639E-06   0.436419E-07   0.112323E-08
  2201   0.133851E+03  -0.102495E+01   0.293428E-06  -0.102495E+01   0.653370E+01   0.437874E-07   0.293428E-06   0.437874E-07   0.112208E-08
  2202   0.133192E+03  -0.110438E+01   0.291228E-06  -0.110438E+01   0.655721E+01   0.439275E-07   0.291228E-06   0.439275E-07   0.112093E-08
  2203   0.132555E+03  -0.118528E+01   0.289041E-06  -0.118528E+01   0.658030E+01   0.440624E-07   0.289041E-06   0.440624E-07   0.111978E-08
  2204   0.131912E+03  -0.126802E+01   0.286866E-06  -0.126802E+01   0.660283E+01   0.441921E-07   0.286866E-06   0.441921E-07   0.111863E-08
  2205   0.131292E+03  -0.135237E+01   0.284703E-06  -0.135237E+01   0.662472E+01   0.443165E-07   0.284703E-06   0.443165E-07   0.111748E-08
  2206   0.130672E+03  -0.143840E+01   0.282552E-06  -0.143840E+01   0.664613E+01   0.444356E-07   0.282552E-06   0.444356E-07   0.111633E-08
  2207   0.130061E+03  -0.152588E+01   0.280414E-06  -0.152588E+01   0.666697E+01   0.445496E-07   0.280414E-06   0.445496E-07   0.111519E-08
  2208   0.129465E+03  -0.161482E+01   0.278288E-06  -0.161482E+01   0.668733E+01   0.446584E-07   0.278288E-06   0.446584E-07   0.111405E-08
  2209   0.128869E+03  -0.170535E+01   0.276176E-06  -0.170535E+01   0.670698E+01   0.447620E-07   0.276176E-06   0.447620E-07   0.111290E-08
  2210   0.128289E+03  -0.179740E+01   0.274076E-06  -0.179740E+01   0.672606E+01   0.448605E-07   0.274076E-06   0.448605E-07   0.111176E-08
  2211   0.127717E+03  -0.189074E+01   0.271989E-06  -0.189074E+01   0.674465E+01   0.449539E-07   0.271989E-06   0.449539E-07   0.111063E-08
  2212   0.127153E+03  -0.198552E+01   0.269915E-06  -0.198552E+01   0.676246E+01   0.450422E-07   0.269915E-06   0.450422E-07   0.110949E-08
  2213   0.126598E+03  -0.208151E+01   0.267854E-06  -0.208151E+01   0.677978E+01   0.451253E-07   0.267854E-06   0.451253E-07   0.110835E-08
  2214   0.126050E+03  -0.217863E+01   0.265806E-06  -0.217863E+01   0.679646E+01   0.452035E-07   0.265806E-06   0.452035E-07   0.110722E-08
  2215   0.125510E+03  -0.227709E+01   0.263772E-06  -0.227709E+01   0.681258E+01   0.452765E-07   0.263772E-06   0.452765E-07   0.110609E-08
  2216   0.124979E+03  -0.237661E+01   0.261752E-06  -0.237661E+01   0.682791E+01   0.453446E-07   0.261752E-06   0.453446E-07   0.110496E-08
  2217   0.124462E+03  -0.247717E+01   0.259745E-06  -0.247717E+01   0.684268E+01   0.454077E-07   0.259745E-06   0.454077E-07   0.110383E-08
  2218   0.123947E+03  -0.257885E+01   0.257751E-06  -0.257885E+01   0.685673E+01   0.454658E-07   0.257751E-06   0.454658E-07   0.110270E-08
  2219   0.123454E+03  -0.268150E+01   0.255772E-06  -0.268150E+01   0.687015E+01   0.455189E-07   0.255772E-06   0.455189E-07   0.110157E-08
  2220   0.122962E+03  -0.278510E+01   0.253806E-06  -0.278510E+01   0.688300E+01   0.455671E-07   0.253806E-06   0.455671E-07   0.110045E-08
  2221   0.122471E+03  -0.288966E+01   0.251855E-06  -0.288966E+01   0.689513E+01   0.456103E-07   0.251855E-06   0.456103E-07   0.109932E-08
  2222   0.122003E+03  -0.299488E+01   0.249917E-06  -0.299488E+01   0.690656E+01   0.456487E-07   0.249917E-06   0.456487E-07   0.109820E-08
  2223   0.121542E+03  -0.310090E+01   0.247994E-06  -0.310090E+01   0.691726E+01   0.456822E-07   0.247994E-06   0.456822E-07   0.109708E-08
  2224   0.121082E+03  -0.320771E+01   0.246086E-06  -0.320771E+01   0.692741E+01   0.457108E-07   0.246086E-06   0.457108E-07   0.109596E-08
  2225   0.120631E+03  -0.331509E+01   0.244192E-06  -0.331509E+01   0.693683E+01   0.457346E-07   0.244192E-06   0.457346E-07   0.109484E-08
  2226   0.120195E+03  -0.342312E+01   0.242312E-06  -0.342312E+01   0.694547E+01   0.457535E-07   0.242312E-06   0.457535E-07   0.109373E-08
  2227   0.119767E+03  -0.353178E+01   0.240447E-06  -0.353178E+01   0.695347E+01   0.457677E-07   0.240447E-06   0.457677E-07   0.109261E-08
  2228   0.119347E+03  -0.364100E+01   0.238597E-06  -0.364100E+01   0.696068E+01   0.457771E-07   0.238597E-06   0.457771E-07   0.109150E-08
  2229   0.118942E+03  -0.375048E+01   0.236762E-06  -0.375048E+01   0.696724E+01   0.457817E-07   0.236762E-06   0.457817E-07   0.109039E-08
  2230   0.118538E+03  -0.386058E+01   0.234942E-06  -0.386058E+01   0.697309E+01   0.457816E-07   0.234942E-06   0.457816E-07   0.108928E-08
  2231   0.118150E+03  -0.397094E+01   0.233137E-06  -0.397094E+01   0.697823E+01   0.457768E-07   0.233137E-06   0.457768E-07   0.108817E-08
  2232   0.117762E+03  -0.408169E+01   0.231347E-06  -0.408169E+01   0.698265E+01   0.457672E-07   0.231347E-06   0.457672E-07   0.108706E-08
  2233   0.117390E+03  -0.419261E+01   0.229573E-06  -0.419261E+01   0.698635E+01   0.457530E-07   0.229573E-06   0.457530E-07   0.108595E-08
  2234   0.117033E+03  -0.430376E+01   0.227814E-06  -0.430376E+01   0.698933E+01   0.457341E-07   0.227814E-06   0.457341E-07   0.108485E-08
  2235   0.116684E+03  -0.441516E+01   0.226071E-06  -0.441516E+01   0.699168E+01   0.457106E-07   0.226071E-06   0.457106E-07   0.108375E-08
  2236   0.116344E+03  -0.452656E+01   0.224344E-06  -0.452656E+01   0.699323E+01   0.456825E-07   0.224344E-06   0.456825E-07   0.108265E-08
  2237   0.116004E+03  -0.463812E+01   0.222632E-06  -0.463812E+01   0.699399E+01   0.456498E-07   0.222632E-06   0.456498E-07   0.108155E-08
  2238   0.115672E+03  -0.474990E+01   0.220936E-06  -0.474990E+01   0.699410E+01   0.456125E-07   0.220936E-06   0.456125E-07   0.108045E-08
  2239   0.115355E+03  -0.486138E+01   0.219256E-06  -0.486138E+01   0.699350E+01   0.455706E-07   0.219256E-06   0.455706E-07   0.107935E-08
  2240   0.115032E+03  -0.497271E+01   0.217593E-06  -0.497271E+01   0.699218E+01   0.455242E-07   0.217593E-06   0.455242E-07   0.107825E-08
  2241   0.114725E+03  -0.508403E+01   0.215946E-06  -0.508403E+01   0.699007E+01   0.454733E-07   0.215946E-06   0.454733E-07   0.107716E-08
  2242   0.114440E+03  -0.519519E+01   0.214315E-06  -0.519519E+01   0.698723E+01   0.454179E-07   0.214315E-06   0.454179E-07   0.107607E-08
  2243   0.114178E+03  -0.530588E+01   0.212700E-06  -0.530588E+01   0.698368E+01   0.453580E-07   0.212700E-06   0.453580E-07   0.107497E-08
  2244   0.113902E+03  -0.541648E+01   0.211102E-06  -0.541648E+01   0.697941E+01   0.452936E-07   0.211102E-06   0.452936E-07   0.107388E-08
  2245   0.113634E+03  -0.552675E+01   0.209521E-06  -0.552675E+01   0.697435E+01   0.452248E-07   0.209521E-06   0.452248E-07   0.107279E-08
  2246   0.113374E+03  -0.563670E+01   0.207957E-06  -0.563670E+01   0.696864E+01   0.451516E-07   0.207957E-06   0.451516E-07   0.107171E-08
  2247   0.113130E+03  -0.574625E+01   0.206410E-06  -0.574625E+01   0.696221E+01   0.450740E-07   0.206410E-06   0.450740E-07   0.107062E-08
  2248   0.112886E+03  -0.585532E+01   0.204879E-06  -0.585532E+01   0.695499E+01   0.449921E-07   0.204879E-06   0.449921E-07   0.106954E-08
  2249   0.112651E+03  -0.596375E+01   0.203366E-06  -0.596375E+01   0.694712E+01   0.449057E-07   0.203366E-06   0.449057E-07   0.106845E-08
  2250   0.112431E+03  -0.607184E+01   0.201870E-06  -0.607184E+01   0.693846E+01   0.448150E-07   0.201870E-06   0.448150E-07   0.106737E-08
  2251   0.112211E+03  -0.617915E+01   0.200392E-06  -0.617915E+01   0.692915E+01   0.447201E-07   0.200392E-06   0.447201E-07   0.106629E-08
  2252   0.112000E+03  -0.628595E+01   0.198930E-06  -0.628595E+01   0.691904E+01   0.446208E-07   0.198930E-06   0.446208E-07   0.106521E-08
  2253   0.111804E+03  -0.639204E+01   0.197486E-06  -0.639204E+01   0.690829E+01   0.445173E-07   0.197486E-06   0.445173E-07   0.106414E-08
  2254   0.111616E+03  -0.649740E+01   0.196060E-06  -0.649740E+01   0.689683E+01   0.444096E-07   0.196060E-06   0.444096E-07   0.106306E-08
  2255   0.111429E+03  -0.660197E+01   0.194651E-06  -0.660197E+01   0.688472E+01   0.442977E-07   0.194651E-06   0.442977E-07   0.106198E-08
  2256   0.111257E+03  -0.670581E+01   0.193259E-06  -0.670581E+01   0.687181E+01   0.441817E-07   0.193259E-06   0.441817E-07   0.106091E-08
  2257   0.111086E+03  -0.680877E+01   0.191885E-06  -0.680877E+01   0.685827E+01   0.440616E-07   0.191885E-06   0.440616E-07   0.105984E-08
  2258   0.110923E+03  -0.691078E+01   0.190528E-06  -0.691078E+01   0.684400E+01   0.439374E-07   0.190528E-06   0.439374E-07   0.105877E-08
  2259   0.110776E+03  -0.701213E+01   0.189188E-06  -0.701213E+01   0.682903E+01   0.438092E-07   0.189188E-06   0.438092E-07   0.105770E-08
  2260   0.110629E+03  -0.711237E+01   0.187865E-06  -0.711237E+01   0.681341E+01   0.436771E-07   0.187865E-06   0.436771E-07   0.105663E-08
  2261   0.110489E+03  -0.721150E+01   0.186560E-06  -0.721150E+01   0.679708E+01   0.435410E-07   0.186560E-06   0.435410E-07   0.105557E-08
  2262   0.110358E+03  -0.730959E+01   0.185273E-06  -0.730959E+01   0.678018E+01   0.434010E-07   0.185273E-06   0.434010E-07   0.105450E-08
  2263   0.110235E+03  -0.740672E+01   0.184003E-06  -0.740672E+01   0.676257E+01   0.432572E-07   0.184003E-06   0.432572E-07   0.105344E-08
  2264   0.110113E+03  -0.750244E+01   0.182750E-06  -0.750244E+01   0.674425E+01   0.431095E-07   0.182750E-06   0.431095E-07   0.105238E-08
  2265   0.109991E+03  -0.759711E+01   0.181514E-06  -0.759711E+01   0.672537E+01   0.429580E-07   0.181514E-06   0.429580E-07   0.105131E-08
  2266   0.109884E+03  -0.769066E+01   0.180296E-06  -0.769066E+01   0.670585E+01   0.428028E-07   0.180296E-06   0.428028E-07   0.105025E-08
  2267   0.109793E+03  -0.778264E+01   0.179095E-06  -0.778264E+01   0.668569E+01   0.426438E-07   0.179095E-06   0.426438E-07   0.104920E-08
  2268   0.109702E+03  -0.787394E+01   0.177911E-06  -0.787394E+01   0.666482E+01   0.424812E-07   0.177911E-06   0.424812E-07   0.104814E-08
  2269   0.109612E+03  -0.796427E+01   0.176745E-06  -0.796427E+01   0.664340E+01   0.423149E-07   0.176745E-06   0.423149E-07   0.104708E-08
  2270   0.109529E+03  -0.805302E+01   0.175596E-06  -0.805302E+01   0.662141E+01   0.421451E-07   0.175596E-06   0.421451E-07   0.104603E-08
  2271   0.109462E+03  -0.814019E+01   0.174465E-06  -0.814019E+01   0.659879E+01   0.419716E-07   0.174465E-06   0.419716E-07   0.104498E-08
  2272   0.109396E+03  -0.822578E+01   0.173350E-06  -0.822578E+01   0.657562E+01   0.417947E-07   0.173350E-06   0.417947E-07   0.104393E-08
  2273   0.109329E+03  -0.830979E+01   0.172253E-06  -0.830979E+01   0.655166E+01   0.416142E-07   0.172253E-06   0.416142E-07   0.104288E-08
  2274   0.109279E+03  -0.839295E+01   0.171174E-06  -0.839295E+01   0.652722E+01   0.414303E-07   0.171174E-06   0.414303E-07   0.104183E-08
  2275   0.109221E+03  -0.847453E+01   0.170112E-06  -0.847453E+01   0.650230E+01   0.412430E-07   0.170112E-06   0.412430E-07   0.104078E-08
  2276   0.109186E+03  -0.855378E+01   0.169067E-06  -0.855378E+01   0.647675E+01   0.410523E-07   0.169067E-06   0.410523E-07   0.103974E-08
  2277   0.109151E+03  -0.863218E+01   0.168039E-06  -0.863218E+01   0.645064E+01   0.408583E-07   0.168039E-06   0.408583E-07   0.103869E-08
  2278   0.109109E+03  -0.870973E+01   0.167029E-06  -0.870973E+01   0.642406E+01   0.406610E-07   0.167029E-06   0.406610E-07   0.103765E-08
  2279   0.109083E+03  -0.878495E+01   0.166036E-06  -0.878495E+01   0.639684E+01   0.404604E-07   0.166036E-06   0.404604E-07   0.103661E-08
  2280   0.109057E+03  -0.885930E+01   0.165061E-06  -0.885930E+01   0.636923E+01   0.402565E-07   0.165061E-06   0.402565E-07   0.103557E-08
  2281   0.109039E+03  -0.893132E+01   0.164102E-06  -0.893132E+01   0.634091E+01   0.400495E-07   0.164102E-06   0.400495E-07   0.103453E-08
  2282   0.109021E+03  -0.900173E+01   0.163161E-06  -0.900173E+01   0.631226E+01   0.398394E-07   0.163161E-06   0.398394E-07   0.103349E-08
  2283   0.109003E+03  -0.907054E+01   0.162238E-06  -0.907054E+01   0.628299E+01   0.396261E-07   0.162238E-06   0.396261E-07   0.103245E-08
  2284   0.109001E+03  -0.913699E+01   0.161332E-06  -0.913699E+01   0.625339E+01   0.394098E-07   0.161332E-06   0.394098E-07   0.103142E-08
  2285   0.108999E+03  -0.920259E+01   0.160443E-06  -0.920259E+01   0.622324E+01   0.391904E-07   0.160443E-06   0.391904E-07   0.103038E-08
  2286   0.108983E+03  -0.926657E+01   0.159571E-06  -0.926657E+01   0.619254E+01   0.389680E-07   0.159571E-06   0.389680E-07   0.102935E-08
  2287   0.108974E+03  -0.932819E+01   0.158717E-06  -0.932819E+01   0.616152E+01   0.387426E-07   0.158717E-06   0.387426E-07   0.102832E-08
  2288   0.108995E+03  -0.938820E+01   0.157880E-06  -0.938820E+01   0.612995E+01   0.385144E-07   0.157880E-06   0.385144E-07   0.102729E-08
  2289   0.109002E+03  -0.944659E+01   0.157060E-06  -0.944659E+01   0.609806E+01   0.382832E-07   0.157060E-06   0.382832E-07   0.102626E-08
  2290   0.109017E+03  -0.950262E+01   0.156257E-06  -0.950262E+01   0.606562E+01   0.380492E-07   0.156257E-06   0.380492E-07   0.102524E-08
  2291   0.109046E+03  -0.955776E+01   0.155472E-06  -0.955776E+01   0.603278E+01   0.378124E-07   0.155472E-06   0.378124E-07   0.102421E-08
  2292   0.109091E+03  -0.961054E+01   0.154705E-06  -0.961054E+01   0.599962E+01   0.375728E-07   0.154705E-06   0.375728E-07   0.102318E-08
  2293   0.109114E+03  -0.966170E+01   0.153954E-06  -0.966170E+01   0.596599E+01   0.373304E-07   0.153954E-06   0.373304E-07   0.102216E-08
  2294   0.109144E+03  -0.971048E+01   0.153221E-06  -0.971048E+01   0.593204E+01   0.370854E-07   0.153221E-06   0.370854E-07   0.102114E-08
  2295   0.109182E+03  -0.975763E+01   0.152505E-06  -0.975763E+01   0.589755E+01   0.368377E-07   0.152505E-06   0.368377E-07   0.102012E-08
