#    L    TT             EE             TE             PP             TP          
  3761   0.279631E+01   0.954578E-01  -0.954020E-01   0.132051E+05   0.114627E+01
  3762   0.278725E+01   0.955296E-01  -0.953486E-01   0.131945E+05   0.114607E+01
  3763   0.277827E+01   0.955998E-01  -0.953106E-01   0.131840E+05   0.114586E+01
  3764   0.276935E+01   0.956687E-01  -0.953029E-01   0.131735E+05   0.114564E+01
  3765   0.276050E+01   0.957437E-01  -0.953033E-01   0.131630E+05   0.114541E+01
  3766   0.275178E+01   0.958099E-01  -0.953341E-01   0.131525E+05   0.114518E+01
  3767   0.274299E+01   0.958823E-01  -0.953879E-01   0.131420E+05   0.114493E+01
  3768   0.273434E+01   0.959609E-01  -0.954498E-01   0.131316E+05   0.114467E+01
  3769   0.272575E+01   0.960308E-01  -0.955349E-01   0.131211E+05   0.114441E+01
  3770   0.271723E+01   0.961071E-01  -0.956356E-01   0.131106E+05   0.114414E+01
  3771   0.270877E+01   0.961674E-01  -0.957669E-01   0.131002E+05   0.114386E+01
  3772   0.270038E+01   0.962341E-01  -0.959065E-01   0.130897E+05   0.114356E+01
  3773   0.269205E+01   0.963072E-01  -0.960693E-01   0.130793E+05   0.114326E+01
  3774   0.268379E+01   0.963868E-01  -0.962480E-01   0.130689E+05   0.114295E+01
  3775   0.267559E+01   0.964431E-01  -0.964351E-01   0.130585E+05   0.114263E+01
  3776   0.266745E+01   0.965135E-01  -0.966529E-01   0.130481E+05   0.114230E+01
  3777   0.265945E+01   0.965756E-01  -0.968867E-01   0.130377E+05   0.114197E+01
  3778   0.265159E+01   0.966443E-01  -0.971290E-01   0.130273E+05   0.114162E+01
  3779   0.264364E+01   0.966974E-01  -0.974021E-01   0.130169E+05   0.114126E+01
  3780   0.263582E+01   0.967572E-01  -0.976765E-01   0.130066E+05   0.114089E+01
  3781   0.262807E+01   0.968090E-01  -0.979743E-01   0.129962E+05   0.114051E+01
  3782   0.262031E+01   0.968676E-01  -0.982809E-01   0.129858E+05   0.114013E+01
  3783   0.261253E+01   0.969181E-01  -0.986035E-01   0.129755E+05   0.113973E+01
  3784   0.260504E+01   0.969682E-01  -0.989572E-01   0.129652E+05   0.113932E+01
  3785   0.259753E+01   0.970177E-01  -0.992974E-01   0.129548E+05   0.113891E+01
  3786   0.259001E+01   0.970668E-01  -0.996687E-01   0.129445E+05   0.113848E+01
  3787   0.258269E+01   0.971155E-01  -0.100049E+00   0.129342E+05   0.113804E+01
  3788   0.257544E+01   0.971490E-01  -0.100438E+00   0.129239E+05   0.113759E+01
  3789   0.256825E+01   0.971896E-01  -0.100843E+00   0.129136E+05   0.113714E+01
  3790   0.256111E+01   0.972226E-01  -0.101265E+00   0.129034E+05   0.113667E+01
  3791   0.255403E+01   0.972553E-01  -0.101696E+00   0.128931E+05   0.113619E+01
  3792   0.254708E+01   0.972878E-01  -0.102136E+00   0.128828E+05   0.113570E+01
  3793   0.254012E+01   0.973127E-01  -0.102570E+00   0.128726E+05   0.113520E+01
  3794   0.253329E+01   0.973376E-01  -0.103028E+00   0.128623E+05   0.113470E+01
  3795   0.252652E+01   0.973549E-01  -0.103495E+00   0.128521E+05   0.113418E+01
  3796   0.251980E+01   0.973723E-01  -0.103994E+00   0.128419E+05   0.113365E+01
  3797   0.251314E+01   0.973897E-01  -0.104487E+00   0.128316E+05   0.113310E+01
  3798   0.250661E+01   0.973997E-01  -0.104989E+00   0.128214E+05   0.113255E+01
  3799   0.250014E+01   0.974099E-01  -0.105493E+00   0.128112E+05   0.113199E+01
  3800   0.249364E+01   0.974202E-01  -0.106014E+00   0.128010E+05   0.113142E+01
  3801   0.248728E+01   0.974085E-01  -0.106537E+00   0.127908E+05   0.113083E+01
  3802   0.248097E+01   0.974119E-01  -0.107069E+00   0.127807E+05   0.113024E+01
  3803   0.247471E+01   0.974006E-01  -0.107604E+00   0.127705E+05   0.112963E+01
  3804   0.246866E+01   0.973896E-01  -0.108148E+00   0.127603E+05   0.112902E+01
  3805   0.246252E+01   0.973790E-01  -0.108702E+00   0.127502E+05   0.112839E+01
  3806   0.245651E+01   0.973612E-01  -0.109251E+00   0.127400E+05   0.112776E+01
  3807   0.245062E+01   0.973364E-01  -0.109810E+00   0.127299E+05   0.112711E+01
  3808   0.244472E+01   0.973119E-01  -0.110371E+00   0.127198E+05   0.112645E+01
  3809   0.243894E+01   0.972879E-01  -0.110943E+00   0.127097E+05   0.112578E+01
  3810   0.243330E+01   0.972494E-01  -0.111511E+00   0.126995E+05   0.112511E+01
  3811   0.242763E+01   0.972114E-01  -0.112089E+00   0.126894E+05   0.112442E+01
  3812   0.242210E+01   0.971590E-01  -0.112662E+00   0.126793E+05   0.112372E+01
  3813   0.241655E+01   0.971145E-01  -0.113247E+00   0.126693E+05   0.112301E+01
  3814   0.241105E+01   0.970631E-01  -0.113842E+00   0.126592E+05   0.112230E+01
  3815   0.240568E+01   0.970122E-01  -0.114426E+00   0.126491E+05   0.112157E+01
  3816   0.240037E+01   0.969545E-01  -0.115013E+00   0.126391E+05   0.112083E+01
  3817   0.239511E+01   0.968825E-01  -0.115604E+00   0.126290E+05   0.112009E+01
  3818   0.238991E+01   0.968186E-01  -0.116191E+00   0.126190E+05   0.111933E+01
  3819   0.238483E+01   0.967405E-01  -0.116783E+00   0.126089E+05   0.111857E+01
  3820   0.237974E+01   0.966630E-01  -0.117386E+00   0.125989E+05   0.111779E+01
  3821   0.237478E+01   0.965788E-01  -0.117970E+00   0.125889E+05   0.111701E+01
  3822   0.236980E+01   0.964953E-01  -0.118567E+00   0.125789E+05   0.111622E+01
  3823   0.236495E+01   0.964051E-01  -0.119160E+00   0.125689E+05   0.111541E+01
  3824   0.236008E+01   0.963082E-01  -0.119750E+00   0.125589E+05   0.111460E+01
  3825   0.235534E+01   0.962047E-01  -0.120330E+00   0.125489E+05   0.111378E+01
  3826   0.235073E+01   0.961021E-01  -0.120915E+00   0.125389E+05   0.111295E+01
  3827   0.234602E+01   0.959853E-01  -0.121505E+00   0.125290E+05   0.111212E+01
  3828   0.234145E+01   0.958695E-01  -0.122084E+00   0.125190E+05   0.111127E+01
  3829   0.233693E+01   0.957471E-01  -0.122662E+00   0.125091E+05   0.111042E+01
  3830   0.233254E+01   0.956256E-01  -0.123237E+00   0.124991E+05   0.110955E+01
  3831   0.232814E+01   0.954976E-01  -0.123809E+00   0.124892E+05   0.110868E+01
  3832   0.232378E+01   0.953631E-01  -0.124373E+00   0.124793E+05   0.110780E+01
  3833   0.231949E+01   0.952148E-01  -0.124934E+00   0.124693E+05   0.110691E+01
  3834   0.231532E+01   0.950749E-01  -0.125494E+00   0.124594E+05   0.110601E+01
  3835   0.231114E+01   0.949286E-01  -0.126044E+00   0.124495E+05   0.110511E+01
  3836   0.230701E+01   0.947759E-01  -0.126593E+00   0.124396E+05   0.110419E+01
  3837   0.230294E+01   0.946168E-01  -0.127132E+00   0.124298E+05   0.110327E+01
  3838   0.229892E+01   0.944514E-01  -0.127671E+00   0.124199E+05   0.110234E+01
  3839   0.229496E+01   0.942872E-01  -0.128208E+00   0.124100E+05   0.110141E+01
  3840   0.229105E+01   0.941092E-01  -0.128729E+00   0.124002E+05   0.110046E+01
  3841   0.228720E+01   0.939398E-01  -0.129249E+00   0.123903E+05   0.109951E+01
  3842   0.228341E+01   0.937568E-01  -0.129761E+00   0.123805E+05   0.109855E+01
  3843   0.227959E+01   0.935676E-01  -0.130256E+00   0.123706E+05   0.109758E+01
  3844   0.227584E+01   0.933795E-01  -0.130759E+00   0.123608E+05   0.109661E+01
  3845   0.227221E+01   0.931928E-01  -0.131246E+00   0.123510E+05   0.109562E+01
  3846   0.226849E+01   0.929851E-01  -0.131718E+00   0.123412E+05   0.109463E+01
  3847   0.226483E+01   0.927861E-01  -0.132197E+00   0.123314E+05   0.109364E+01
  3848   0.226129E+01   0.925810E-01  -0.132653E+00   0.123216E+05   0.109263E+01
  3849   0.225774E+01   0.923624E-01  -0.133101E+00   0.123118E+05   0.109162E+01
  3850   0.225425E+01   0.921452E-01  -0.133542E+00   0.123020E+05   0.109060E+01
  3851   0.225081E+01   0.919220E-01  -0.133976E+00   0.122922E+05   0.108958E+01
  3852   0.224735E+01   0.917002E-01  -0.134402E+00   0.122825E+05   0.108854E+01
  3853   0.224402E+01   0.914724E-01  -0.134807E+00   0.122727E+05   0.108750E+01
  3854   0.224068E+01   0.912162E-01  -0.135211E+00   0.122630E+05   0.108646E+01
  3855   0.223731E+01   0.909837E-01  -0.135601E+00   0.122532E+05   0.108541E+01
  3856   0.223401E+01   0.907452E-01  -0.135977E+00   0.122435E+05   0.108435E+01
  3857   0.223084E+01   0.904931E-01  -0.136346E+00   0.122338E+05   0.108328E+01
  3858   0.222757E+01   0.902425E-01  -0.136715E+00   0.122241E+05   0.108220E+01
  3859   0.222437E+01   0.899857E-01  -0.137063E+00   0.122144E+05   0.108112E+01
  3860   0.222122E+01   0.897526E-01  -0.137396E+00   0.122047E+05   0.108004E+01
  3861   0.221806E+01   0.894911E-01  -0.137723E+00   0.121950E+05   0.107894E+01
  3862   0.221503E+01   0.892236E-01  -0.138036E+00   0.121853E+05   0.107784E+01
  3863   0.221191E+01   0.889573E-01  -0.138336E+00   0.121756E+05   0.107673E+01
  3864   0.220885E+01   0.886850E-01  -0.138621E+00   0.121660E+05   0.107562E+01
  3865   0.220578E+01   0.884065E-01  -0.138893E+00   0.121563E+05   0.107450E+01
  3866   0.220276E+01   0.881368E-01  -0.139151E+00   0.121467E+05   0.107337E+01
  3867   0.219973E+01   0.878536E-01  -0.139396E+00   0.121370E+05   0.107223E+01
  3868   0.219677E+01   0.875716E-01  -0.139634E+00   0.121274E+05   0.107109E+01
  3869   0.219379E+01   0.872761E-01  -0.139852E+00   0.121178E+05   0.106994E+01
  3870   0.219087E+01   0.869818E-01  -0.140056E+00   0.121082E+05   0.106879E+01
  3871   0.218801E+01   0.866889E-01  -0.140248E+00   0.120986E+05   0.106762E+01
  3872   0.218506E+01   0.863823E-01  -0.140426E+00   0.120890E+05   0.106646E+01
  3873   0.218211E+01   0.860770E-01  -0.140591E+00   0.120794E+05   0.106528E+01
  3874   0.217921E+01   0.857730E-01  -0.140743E+00   0.120698E+05   0.106410E+01
  3875   0.217638E+01   0.854851E-01  -0.140882E+00   0.120602E+05   0.106291E+01
  3876   0.217346E+01   0.851687E-01  -0.141008E+00   0.120506E+05   0.106171E+01
  3877   0.217068E+01   0.848535E-01  -0.141115E+00   0.120411E+05   0.106051E+01
  3878   0.216782E+01   0.845322E-01  -0.141201E+00   0.120315E+05   0.105930E+01
  3879   0.216501E+01   0.842195E-01  -0.141282E+00   0.120220E+05   0.105808E+01
  3880   0.216220E+01   0.838932E-01  -0.141343E+00   0.120124E+05   0.105686E+01
  3881   0.215938E+01   0.835458E-01  -0.141391E+00   0.120029E+05   0.105563E+01
  3882   0.215647E+01   0.832219E-01  -0.141427E+00   0.119934E+05   0.105440E+01
  3883   0.215370E+01   0.828769E-01  -0.141444E+00   0.119839E+05   0.105315E+01
  3884   0.215093E+01   0.825479E-01  -0.141448E+00   0.119744E+05   0.105190E+01
  3885   0.214814E+01   0.822053E-01  -0.141448E+00   0.119649E+05   0.105065E+01
  3886   0.214535E+01   0.818713E-01  -0.141421E+00   0.119554E+05   0.104938E+01
  3887   0.214254E+01   0.815310E-01  -0.141374E+00   0.119459E+05   0.104812E+01
  3888   0.213973E+01   0.811919E-01  -0.141323E+00   0.119364E+05   0.104684E+01
  3889   0.213699E+01   0.808243E-01  -0.141261E+00   0.119270E+05   0.104556E+01
  3890   0.213423E+01   0.804949E-01  -0.141171E+00   0.119175E+05   0.104427E+01
  3891   0.213140E+01   0.801444E-01  -0.141078E+00   0.119080E+05   0.104297E+01
  3892   0.212856E+01   0.797951E-01  -0.140965E+00   0.118986E+05   0.104167E+01
  3893   0.212578E+01   0.794469E-01  -0.140842E+00   0.118892E+05   0.104036E+01
  3894   0.212293E+01   0.790924E-01  -0.140699E+00   0.118797E+05   0.103905E+01
  3895   0.211999E+01   0.787390E-01  -0.140537E+00   0.118703E+05   0.103772E+01
  3896   0.211720E+01   0.783792E-01  -0.140372E+00   0.118609E+05   0.103640E+01
  3897   0.211433E+01   0.780281E-01  -0.140174E+00   0.118515E+05   0.103506E+01
  3898   0.211152E+01   0.776706E-01  -0.139971E+00   0.118421E+05   0.103372E+01
  3899   0.210857E+01   0.773067E-01  -0.139758E+00   0.118327E+05   0.103237E+01
  3900   0.210575E+01   0.769440E-01  -0.139526E+00   0.118233E+05   0.103102E+01
  3901   0.210286E+01   0.765823E-01  -0.139284E+00   0.118140E+05   0.102966E+01
  3902   0.209989E+01   0.762142E-01  -0.139023E+00   0.118046E+05   0.102829E+01
  3903   0.209699E+01   0.758472E-01  -0.138752E+00   0.117952E+05   0.102691E+01
  3904   0.209401E+01   0.754887E-01  -0.138484E+00   0.117859E+05   0.102553E+01
  3905   0.209117E+01   0.751014E-01  -0.138184E+00   0.117766E+05   0.102415E+01
  3906   0.208819E+01   0.747373E-01  -0.137872E+00   0.117672E+05   0.102276E+01
  3907   0.208520E+01   0.743891E-01  -0.137535E+00   0.117579E+05   0.102136E+01
  3908   0.208221E+01   0.740194E-01  -0.137172E+00   0.117486E+05   0.101996E+01
  3909   0.207914E+01   0.736581E-01  -0.136821E+00   0.117393E+05   0.101855E+01
  3910   0.207629E+01   0.732903E-01  -0.136451E+00   0.117300E+05   0.101714E+01
  3911   0.207321E+01   0.729233E-01  -0.136055E+00   0.117207E+05   0.101572E+01
  3912   0.207014E+01   0.725571E-01  -0.135664E+00   0.117114E+05   0.101429E+01
  3913   0.206691E+01   0.721843E-01  -0.135254E+00   0.117021E+05   0.101287E+01
  3914   0.206376E+01   0.718197E-01  -0.134833E+00   0.116928E+05   0.101143E+01
  3915   0.206061E+01   0.714484E-01  -0.134379E+00   0.116836E+05   0.101000E+01
  3916   0.205730E+01   0.710853E-01  -0.133937E+00   0.116743E+05   0.100855E+01
  3917   0.205415E+01   0.707229E-01  -0.133468E+00   0.116650E+05   0.100711E+01
  3918   0.205084E+01   0.703537E-01  -0.132989E+00   0.116558E+05   0.100566E+01
  3919   0.204761E+01   0.699926E-01  -0.132499E+00   0.116466E+05   0.100420E+01
  3920   0.204431E+01   0.696248E-01  -0.131998E+00   0.116373E+05   0.100274E+01
  3921   0.204101E+01   0.692575E-01  -0.131486E+00   0.116281E+05   0.100128E+01
  3922   0.203763E+01   0.688983E-01  -0.130956E+00   0.116189E+05   0.999817E+00
  3923   0.203433E+01   0.685322E-01  -0.130414E+00   0.116097E+05   0.998348E+00
  3924   0.203095E+01   0.681667E-01  -0.129862E+00   0.116005E+05   0.996875E+00
  3925   0.202743E+01   0.678165E-01  -0.129299E+00   0.115913E+05   0.995400E+00
  3926   0.202406E+01   0.674520E-01  -0.128717E+00   0.115821E+05   0.993921E+00
  3927   0.202054E+01   0.670953E-01  -0.128125E+00   0.115730E+05   0.992440E+00
  3928   0.201695E+01   0.667317E-01  -0.127528E+00   0.115638E+05   0.990955E+00
  3929   0.201351E+01   0.663760E-01  -0.126914E+00   0.115546E+05   0.989469E+00
  3930   0.200992E+01   0.660206E-01  -0.126296E+00   0.115455E+05   0.987979E+00
  3931   0.200626E+01   0.656656E-01  -0.125659E+00   0.115363E+05   0.986488E+00
  3932   0.200268E+01   0.653110E-01  -0.125012E+00   0.115272E+05   0.984994E+00
  3933   0.199896E+01   0.649567E-01  -0.124361E+00   0.115181E+05   0.983498E+00
  3934   0.199524E+01   0.646102E-01  -0.123699E+00   0.115090E+05   0.982000E+00
  3935   0.199160E+01   0.642565E-01  -0.123018E+00   0.114998E+05   0.980500E+00
  3936   0.198788E+01   0.639105E-01  -0.122341E+00   0.114907E+05   0.978999E+00
  3937   0.198395E+01   0.635722E-01  -0.121654E+00   0.114816E+05   0.977496E+00
  3938   0.198017E+01   0.632266E-01  -0.120925E+00   0.114725E+05   0.975992E+00
  3939   0.197625E+01   0.628813E-01  -0.120216E+00   0.114635E+05   0.974486E+00
  3940   0.197233E+01   0.625435E-01  -0.119510E+00   0.114544E+05   0.972980E+00
  3941   0.196842E+01   0.622134E-01  -0.118785E+00   0.114453E+05   0.971472E+00
  3942   0.196452E+01   0.618759E-01  -0.118050E+00   0.114362E+05   0.969964E+00
  3943   0.196047E+01   0.615459E-01  -0.117303E+00   0.114272E+05   0.968455E+00
  3944   0.195635E+01   0.612086E-01  -0.116553E+00   0.114181E+05   0.966946E+00
  3945   0.195232E+01   0.608788E-01  -0.115792E+00   0.114091E+05   0.965436E+00
  3946   0.194814E+01   0.605564E-01  -0.115027E+00   0.114001E+05   0.963925E+00
  3947   0.194405E+01   0.602341E-01  -0.114251E+00   0.113910E+05   0.962415E+00
  3948   0.193988E+01   0.599117E-01  -0.113464E+00   0.113820E+05   0.960905E+00
  3949   0.193558E+01   0.595892E-01  -0.112681E+00   0.113730E+05   0.959394E+00
  3950   0.193136E+01   0.592816E-01  -0.111879E+00   0.113640E+05   0.957885E+00
  3951   0.192707E+01   0.589590E-01  -0.111081E+00   0.113550E+05   0.956375E+00
  3952   0.192279E+01   0.586438E-01  -0.110279E+00   0.113460E+05   0.954866E+00
  3953   0.191837E+01   0.583433E-01  -0.109458E+00   0.113371E+05   0.953357E+00
  3954   0.191403E+01   0.580203E-01  -0.108642E+00   0.113281E+05   0.951849E+00
  3955   0.190962E+01   0.577195E-01  -0.107821E+00   0.113191E+05   0.950342E+00
  3956   0.190515E+01   0.574185E-01  -0.106996E+00   0.113102E+05   0.948835E+00
  3957   0.190069E+01   0.571247E-01  -0.106167E+00   0.113012E+05   0.947329E+00
  3958   0.189608E+01   0.568308E-01  -0.105319E+00   0.112923E+05   0.945823E+00
  3959   0.189149E+01   0.565328E-01  -0.104474E+00   0.112833E+05   0.944318E+00
  3960   0.188690E+01   0.562428E-01  -0.103640E+00   0.112744E+05   0.942813E+00
  3961   0.188225E+01   0.559585E-01  -0.102794E+00   0.112655E+05   0.941309E+00
  3962   0.187760E+01   0.556768E-01  -0.101929E+00   0.112566E+05   0.939806E+00
  3963   0.187289E+01   0.554016E-01  -0.101067E+00   0.112476E+05   0.938304E+00
  3964   0.186819E+01   0.551268E-01  -0.100215E+00   0.112387E+05   0.936803E+00
  3965   0.186342E+01   0.548508E-01  -0.993590E-01   0.112298E+05   0.935302E+00
  3966   0.185859E+01   0.545820E-01  -0.984979E-01   0.112210E+05   0.933802E+00
  3967   0.185376E+01   0.543202E-01  -0.976247E-01   0.112121E+05   0.932303E+00
  3968   0.184887E+01   0.540506E-01  -0.967616E-01   0.112032E+05   0.930805E+00
  3969   0.184392E+01   0.537887E-01  -0.958936E-01   0.111943E+05   0.929308E+00
  3970   0.183904E+01   0.535324E-01  -0.950206E-01   0.111855E+05   0.927812E+00
  3971   0.183403E+01   0.532778E-01  -0.941501E-01   0.111766E+05   0.926317E+00
  3972   0.182902E+01   0.530265E-01  -0.932746E-01   0.111678E+05   0.924822E+00
  3973   0.182395E+01   0.527784E-01  -0.924014E-01   0.111590E+05   0.923329E+00
  3974   0.181889E+01   0.525343E-01  -0.915229E-01   0.111501E+05   0.921837E+00
  3975   0.181376E+01   0.522941E-01  -0.906467E-01   0.111413E+05   0.920346E+00
  3976   0.180872E+01   0.520563E-01  -0.897726E-01   0.111325E+05   0.918856E+00
  3977   0.180346E+01   0.518232E-01  -0.889005E-01   0.111237E+05   0.917367E+00
  3978   0.179836E+01   0.515933E-01  -0.880155E-01   0.111149E+05   0.915880E+00
  3979   0.179305E+01   0.513664E-01  -0.871473E-01   0.111061E+05   0.914393E+00
  3980   0.178781E+01   0.511442E-01  -0.862661E-01   0.110973E+05   0.912908E+00
  3981   0.178252E+01   0.509243E-01  -0.854016E-01   0.110885E+05   0.911424E+00
  3982   0.177716E+01   0.507082E-01  -0.845313E-01   0.110798E+05   0.909942E+00
  3983   0.177188E+01   0.504952E-01  -0.836553E-01   0.110710E+05   0.908460E+00
  3984   0.176646E+01   0.502859E-01  -0.827882E-01   0.110622E+05   0.906980E+00
  3985   0.176105E+01   0.500804E-01  -0.819227E-01   0.110535E+05   0.905502E+00
  3986   0.175565E+01   0.498779E-01  -0.810587E-01   0.110448E+05   0.904024E+00
  3987   0.175018E+01   0.496791E-01  -0.801960E-01   0.110360E+05   0.902548E+00
  3988   0.174465E+01   0.494848E-01  -0.793421E-01   0.110273E+05   0.901074E+00
  3989   0.173921E+01   0.492926E-01  -0.784820E-01   0.110186E+05   0.899601E+00
  3990   0.173370E+01   0.491042E-01  -0.776305E-01   0.110099E+05   0.898130E+00
  3991   0.172812E+01   0.489194E-01  -0.767727E-01   0.110011E+05   0.896660E+00
  3992   0.172255E+01   0.487382E-01  -0.759309E-01   0.109924E+05   0.895191E+00
  3993   0.171692E+01   0.485614E-01  -0.750900E-01   0.109838E+05   0.893724E+00
  3994   0.171137E+01   0.483867E-01  -0.742575E-01   0.109751E+05   0.892259E+00
  3995   0.170568E+01   0.482163E-01  -0.734259E-01   0.109664E+05   0.890796E+00
  3996   0.170001E+01   0.480494E-01  -0.725876E-01   0.109577E+05   0.889334E+00
  3997   0.169434E+01   0.478847E-01  -0.717575E-01   0.109491E+05   0.887874E+00
  3998   0.168853E+01   0.477249E-01  -0.709578E-01   0.109404E+05   0.886415E+00
  3999   0.168281E+01   0.475679E-01  -0.701438E-01   0.109317E+05   0.884958E+00
  4000   0.167709E+01   0.474144E-01  -0.693155E-01   0.109231E+05   0.883503E+00
  4001   0.167131E+01   0.472637E-01  -0.685173E-01   0.109145E+05   0.882050E+00
  4002   0.166562E+01   0.471179E-01  -0.677122E-01   0.109058E+05   0.880599E+00
  4003   0.165978E+01   0.469748E-01  -0.669223E-01   0.108972E+05   0.879150E+00
  4004   0.165396E+01   0.468337E-01  -0.661326E-01   0.108886E+05   0.877703E+00
  4005   0.164822E+01   0.466968E-01  -0.653506E-01   0.108800E+05   0.876258E+00
  4006   0.164241E+01   0.465634E-01  -0.645688E-01   0.108714E+05   0.874815E+00
  4007   0.163646E+01   0.464328E-01  -0.638094E-01   0.108628E+05   0.873375E+00
  4008   0.163060E+01   0.463056E-01  -0.630277E-01   0.108542E+05   0.871937E+00
  4009   0.162467E+01   0.461819E-01  -0.622758E-01   0.108456E+05   0.870502E+00
  4010   0.161882E+01   0.460617E-01  -0.615238E-01   0.108371E+05   0.869070E+00
  4011   0.161284E+01   0.459443E-01  -0.608014E-01   0.108285E+05   0.867640E+00
  4012   0.160693E+01   0.458310E-01  -0.600714E-01   0.108199E+05   0.866213E+00
  4013   0.160103E+01   0.457198E-01  -0.593485E-01   0.108114E+05   0.864790E+00
  4014   0.159514E+01   0.456120E-01  -0.586328E-01   0.108028E+05   0.863369E+00
  4015   0.158918E+01   0.455078E-01  -0.579242E-01   0.107943E+05   0.861952E+00
  4016   0.158323E+01   0.454063E-01  -0.572226E-01   0.107858E+05   0.860538E+00
  4017   0.157729E+01   0.453075E-01  -0.565279E-01   0.107772E+05   0.859127E+00
  4018   0.157136E+01   0.452122E-01  -0.558475E-01   0.107687E+05   0.857720E+00
  4019   0.156535E+01   0.451197E-01  -0.551740E-01   0.107602E+05   0.856317E+00
  4020   0.155936E+01   0.450307E-01  -0.544998E-01   0.107517E+05   0.854917E+00
  4021   0.155337E+01   0.449444E-01  -0.538397E-01   0.107432E+05   0.853521E+00
  4022   0.154746E+01   0.448594E-01  -0.531938E-01   0.107347E+05   0.852129E+00
  4023   0.154140E+01   0.447786E-01  -0.525544E-01   0.107262E+05   0.850741E+00
  4024   0.153543E+01   0.447013E-01  -0.519067E-01   0.107177E+05   0.849357E+00
  4025   0.152947E+01   0.446261E-01  -0.512937E-01   0.107093E+05   0.847978E+00
  4026   0.152343E+01   0.445566E-01  -0.506812E-01   0.107008E+05   0.846602E+00
  4027   0.151733E+01   0.444861E-01  -0.500691E-01   0.106924E+05   0.845231E+00
  4028   0.151138E+01   0.444206E-01  -0.494737E-01   0.106839E+05   0.843865E+00
  4029   0.150536E+01   0.443564E-01  -0.488934E-01   0.106755E+05   0.842503E+00
  4030   0.149935E+01   0.442964E-01  -0.483127E-01   0.106670E+05   0.841146E+00
  4031   0.149341E+01   0.442370E-01  -0.477477E-01   0.106586E+05   0.839794E+00
  4032   0.148733E+01   0.441818E-01  -0.471903E-01   0.106502E+05   0.838447E+00
  4033   0.148141E+01   0.441279E-01  -0.466403E-01   0.106418E+05   0.837105E+00
  4034   0.147541E+01   0.440776E-01  -0.461053E-01   0.106333E+05   0.835768E+00
  4035   0.146950E+01   0.440285E-01  -0.455760E-01   0.106249E+05   0.834436E+00
  4036   0.146351E+01   0.439829E-01  -0.450586E-01   0.106166E+05   0.833110E+00
  4037   0.145753E+01   0.439386E-01  -0.445514E-01   0.106082E+05   0.831789E+00
  4038   0.145155E+01   0.438971E-01  -0.440543E-01   0.105998E+05   0.830473E+00
  4039   0.144565E+01   0.438583E-01  -0.435681E-01   0.105914E+05   0.829163E+00
  4040   0.143967E+01   0.438209E-01  -0.430920E-01   0.105830E+05   0.827859E+00
  4041   0.143378E+01   0.437854E-01  -0.426251E-01   0.105747E+05   0.826561E+00
  4042   0.142789E+01   0.437528E-01  -0.421688E-01   0.105663E+05   0.825269E+00
  4043   0.142200E+01   0.437222E-01  -0.417232E-01   0.105580E+05   0.823982E+00
  4044   0.141611E+01   0.436929E-01  -0.412881E-01   0.105496E+05   0.822702E+00
  4045   0.141015E+01   0.436656E-01  -0.408628E-01   0.105413E+05   0.821428E+00
  4046   0.140435E+01   0.436404E-01  -0.404478E-01   0.105330E+05   0.820161E+00
  4047   0.139847E+01   0.436172E-01  -0.400433E-01   0.105246E+05   0.818900E+00
  4048   0.139267E+01   0.435960E-01  -0.396491E-01   0.105163E+05   0.817645E+00
  4049   0.138679E+01   0.435762E-01  -0.392651E-01   0.105080E+05   0.816397E+00
  4050   0.138100E+01   0.435584E-01  -0.388921E-01   0.104997E+05   0.815156E+00
  4051   0.137520E+01   0.435411E-01  -0.385285E-01   0.104914E+05   0.813922E+00
  4052   0.136955E+01   0.435259E-01  -0.381765E-01   0.104831E+05   0.812694E+00
  4053   0.136383E+01   0.435121E-01  -0.378331E-01   0.104749E+05   0.811473E+00
  4054   0.135797E+01   0.434996E-01  -0.375013E-01   0.104666E+05   0.810259E+00
  4055   0.135225E+01   0.434884E-01  -0.371796E-01   0.104583E+05   0.809052E+00
  4056   0.134653E+01   0.434794E-01  -0.368680E-01   0.104501E+05   0.807852E+00
  4057   0.134089E+01   0.434710E-01  -0.365672E-01   0.104418E+05   0.806658E+00
  4058   0.133517E+01   0.434647E-01  -0.362750E-01   0.104336E+05   0.805471E+00
  4059   0.132953E+01   0.434591E-01  -0.359958E-01   0.104253E+05   0.804290E+00
  4060   0.132389E+01   0.434542E-01  -0.357281E-01   0.104171E+05   0.803116E+00
  4061   0.131832E+01   0.434508E-01  -0.354683E-01   0.104089E+05   0.801948E+00
  4062   0.131275E+01   0.434488E-01  -0.352192E-01   0.104006E+05   0.800787E+00
  4063   0.130719E+01   0.434475E-01  -0.349808E-01   0.103924E+05   0.799633E+00
  4064   0.130162E+01   0.434469E-01  -0.347525E-01   0.103842E+05   0.798485E+00
  4065   0.129619E+01   0.434471E-01  -0.345349E-01   0.103760E+05   0.797343E+00
  4066   0.129070E+01   0.434489E-01  -0.343266E-01   0.103678E+05   0.796208E+00
  4067   0.128527E+01   0.434513E-01  -0.341297E-01   0.103596E+05   0.795079E+00
  4068   0.127985E+01   0.434539E-01  -0.339420E-01   0.103514E+05   0.793956E+00
  4069   0.127449E+01   0.434572E-01  -0.337651E-01   0.103433E+05   0.792840E+00
  4070   0.126914E+01   0.434622E-01  -0.335973E-01   0.103351E+05   0.791729E+00
