#    L    TT             EE             TE             PP             TP          
  2751   0.495152E+02   0.122889E+01  -0.148745E+01   0.309371E+05   0.322341E+01
  2752   0.493172E+02   0.122929E+01  -0.145533E+01   0.309093E+05   0.321026E+01
  2753   0.491191E+02   0.122992E+01  -0.142371E+01   0.308816E+05   0.319711E+01
  2754   0.489201E+02   0.123072E+01  -0.139251E+01   0.308539E+05   0.318397E+01
  2755   0.487196E+02   0.123168E+01  -0.136195E+01   0.308263E+05   0.317083E+01
  2756   0.485190E+02   0.123287E+01  -0.133189E+01   0.307987E+05   0.315771E+01
  2757   0.483175E+02   0.123408E+01  -0.130240E+01   0.307711E+05   0.314460E+01
  2758   0.481159E+02   0.123560E+01  -0.127333E+01   0.307435E+05   0.313150E+01
  2759   0.479136E+02   0.123720E+01  -0.124490E+01   0.307160E+05   0.311841E+01
  2760   0.477104E+02   0.123897E+01  -0.121704E+01   0.306885E+05   0.310534E+01
  2761   0.475063E+02   0.124089E+01  -0.118961E+01   0.306610E+05   0.309228E+01
  2762   0.473030E+02   0.124290E+01  -0.116289E+01   0.306336E+05   0.307924E+01
  2763   0.470981E+02   0.124522E+01  -0.113660E+01   0.306062E+05   0.306621E+01
  2764   0.468931E+02   0.124756E+01  -0.111095E+01   0.305788E+05   0.305320E+01
  2765   0.466881E+02   0.124997E+01  -0.108595E+01   0.305514E+05   0.304020E+01
  2766   0.464822E+02   0.125255E+01  -0.106144E+01   0.305241E+05   0.302722E+01
  2767   0.462764E+02   0.125536E+01  -0.103751E+01   0.304968E+05   0.301426E+01
  2768   0.460697E+02   0.125825E+01  -0.101422E+01   0.304695E+05   0.300133E+01
  2769   0.458630E+02   0.126130E+01  -0.991426E+00   0.304423E+05   0.298841E+01
  2770   0.456562E+02   0.126436E+01  -0.969429E+00   0.304151E+05   0.297551E+01
  2771   0.454502E+02   0.126765E+01  -0.947930E+00   0.303879E+05   0.296264E+01
  2772   0.452433E+02   0.127095E+01  -0.927004E+00   0.303608E+05   0.294979E+01
  2773   0.450365E+02   0.127440E+01  -0.906501E+00   0.303337E+05   0.293696E+01
  2774   0.448296E+02   0.127802E+01  -0.886794E+00   0.303066E+05   0.292416E+01
  2775   0.446234E+02   0.128164E+01  -0.867510E+00   0.302795E+05   0.291138E+01
  2776   0.444165E+02   0.128549E+01  -0.849023E+00   0.302525E+05   0.289863E+01
  2777   0.442095E+02   0.128934E+01  -0.831183E+00   0.302255E+05   0.288590E+01
  2778   0.440033E+02   0.129328E+01  -0.813841E+00   0.301985E+05   0.287321E+01
  2779   0.437964E+02   0.129737E+01  -0.797073E+00   0.301716E+05   0.286054E+01
  2780   0.435909E+02   0.130147E+01  -0.780953E+00   0.301447E+05   0.284790E+01
  2781   0.433854E+02   0.130572E+01  -0.765481E+00   0.301178E+05   0.283529E+01
  2782   0.431807E+02   0.131005E+01  -0.750583E+00   0.300909E+05   0.282271E+01
  2783   0.429767E+02   0.131446E+01  -0.736333E+00   0.300641E+05   0.281017E+01
  2784   0.427720E+02   0.131888E+01  -0.722732E+00   0.300373E+05   0.279765E+01
  2785   0.425681E+02   0.132352E+01  -0.709675E+00   0.300105E+05   0.278517E+01
  2786   0.423649E+02   0.132809E+01  -0.697215E+00   0.299838E+05   0.277273E+01
  2787   0.421617E+02   0.133274E+01  -0.685411E+00   0.299571E+05   0.276032E+01
  2788   0.419586E+02   0.133747E+01  -0.674198E+00   0.299304E+05   0.274794E+01
  2789   0.417563E+02   0.134227E+01  -0.663655E+00   0.299037E+05   0.273560E+01
  2790   0.415562E+02   0.134716E+01  -0.653673E+00   0.298771E+05   0.272330E+01
  2791   0.413539E+02   0.135196E+01  -0.644304E+00   0.298505E+05   0.271104E+01
  2792   0.411547E+02   0.135692E+01  -0.635547E+00   0.298239E+05   0.269882E+01
  2793   0.409555E+02   0.136196E+01  -0.627396E+00   0.297974E+05   0.268663E+01
  2794   0.407563E+02   0.136692E+01  -0.619835E+00   0.297709E+05   0.267449E+01
  2795   0.405579E+02   0.137196E+01  -0.612888E+00   0.297444E+05   0.266239E+01
  2796   0.403611E+02   0.137708E+01  -0.606524E+00   0.297179E+05   0.265033E+01
  2797   0.401651E+02   0.138219E+01  -0.600773E+00   0.296915E+05   0.263831E+01
  2798   0.399699E+02   0.138738E+01  -0.595607E+00   0.296651E+05   0.262634E+01
  2799   0.397763E+02   0.139249E+01  -0.591032E+00   0.296388E+05   0.261441E+01
  2800   0.395820E+02   0.139768E+01  -0.587033E+00   0.296124E+05   0.260253E+01
  2801   0.393900E+02   0.140286E+01  -0.583634E+00   0.295861E+05   0.259069E+01
  2802   0.391981E+02   0.140812E+01  -0.580812E+00   0.295598E+05   0.257891E+01
  2803   0.390085E+02   0.141331E+01  -0.578564E+00   0.295336E+05   0.256716E+01
  2804   0.388189E+02   0.141849E+01  -0.576877E+00   0.295073E+05   0.255547E+01
  2805   0.386317E+02   0.142374E+01  -0.575763E+00   0.294811E+05   0.254383E+01
  2806   0.384439E+02   0.142892E+01  -0.575207E+00   0.294549E+05   0.253223E+01
  2807   0.382583E+02   0.143417E+01  -0.575217E+00   0.294288E+05   0.252069E+01
  2808   0.380736E+02   0.143934E+01  -0.575761E+00   0.294027E+05   0.250920E+01
  2809   0.378905E+02   0.144451E+01  -0.576860E+00   0.293766E+05   0.249776E+01
  2810   0.377082E+02   0.144975E+01  -0.578486E+00   0.293505E+05   0.248637E+01
  2811   0.375275E+02   0.145492E+01  -0.580650E+00   0.293245E+05   0.247504E+01
  2812   0.373477E+02   0.146000E+01  -0.583346E+00   0.292985E+05   0.246376E+01
  2813   0.371701E+02   0.146509E+01  -0.586566E+00   0.292725E+05   0.245254E+01
  2814   0.369920E+02   0.147024E+01  -0.590300E+00   0.292466E+05   0.244137E+01
  2815   0.368162E+02   0.147531E+01  -0.594525E+00   0.292206E+05   0.243026E+01
  2816   0.366419E+02   0.148023E+01  -0.599265E+00   0.291948E+05   0.241920E+01
  2817   0.364693E+02   0.148529E+01  -0.604487E+00   0.291689E+05   0.240821E+01
  2818   0.362983E+02   0.149020E+01  -0.610198E+00   0.291430E+05   0.239727E+01
  2819   0.361281E+02   0.149511E+01  -0.616399E+00   0.291172E+05   0.238639E+01
  2820   0.359595E+02   0.150001E+01  -0.623057E+00   0.290914E+05   0.237557E+01
  2821   0.357926E+02   0.150475E+01  -0.630173E+00   0.290657E+05   0.236481E+01
  2822   0.356272E+02   0.150957E+01  -0.637768E+00   0.290400E+05   0.235411E+01
  2823   0.354642E+02   0.151430E+01  -0.645797E+00   0.290143E+05   0.234348E+01
  2824   0.353013E+02   0.151903E+01  -0.654281E+00   0.289886E+05   0.233291E+01
  2825   0.351408E+02   0.152352E+01  -0.663196E+00   0.289629E+05   0.232240E+01
  2826   0.349819E+02   0.152816E+01  -0.672536E+00   0.289373E+05   0.231196E+01
  2827   0.348238E+02   0.153257E+01  -0.682299E+00   0.289117E+05   0.230158E+01
  2828   0.346674E+02   0.153697E+01  -0.692476E+00   0.288862E+05   0.229127E+01
  2829   0.345134E+02   0.154129E+01  -0.703053E+00   0.288606E+05   0.228102E+01
  2830   0.343602E+02   0.154560E+01  -0.714029E+00   0.288351E+05   0.227084E+01
  2831   0.342086E+02   0.154975E+01  -0.725387E+00   0.288096E+05   0.226073E+01
  2832   0.340595E+02   0.155389E+01  -0.737120E+00   0.287842E+05   0.225069E+01
  2833   0.339119E+02   0.155781E+01  -0.749197E+00   0.287587E+05   0.224072E+01
  2834   0.337652E+02   0.156178E+01  -0.761684E+00   0.287333E+05   0.223081E+01
  2835   0.336217E+02   0.156560E+01  -0.774573E+00   0.287080E+05   0.222098E+01
  2836   0.334783E+02   0.156942E+01  -0.787715E+00   0.286826E+05   0.221122E+01
  2837   0.333373E+02   0.157299E+01  -0.801183E+00   0.286573E+05   0.220153E+01
  2838   0.331987E+02   0.157664E+01  -0.814977E+00   0.286320E+05   0.219192E+01
  2839   0.330609E+02   0.158019E+01  -0.829095E+00   0.286067E+05   0.218238E+01
  2840   0.329256E+02   0.158352E+01  -0.843537E+00   0.285815E+05   0.217291E+01
  2841   0.327919E+02   0.158683E+01  -0.858302E+00   0.285563E+05   0.216352E+01
  2842   0.326598E+02   0.159006E+01  -0.873389E+00   0.285311E+05   0.215421E+01
  2843   0.325294E+02   0.159313E+01  -0.888650E+00   0.285059E+05   0.214497E+01
  2844   0.324014E+02   0.159611E+01  -0.904231E+00   0.284808E+05   0.213581E+01
  2845   0.322743E+02   0.159901E+01  -0.920057E+00   0.284557E+05   0.212673E+01
  2846   0.321496E+02   0.160182E+01  -0.936203E+00   0.284306E+05   0.211772E+01
  2847   0.320265E+02   0.160447E+01  -0.952519E+00   0.284055E+05   0.210880E+01
  2848   0.319051E+02   0.160704E+01  -0.969078E+00   0.283805E+05   0.209995E+01
  2849   0.317854E+02   0.160951E+01  -0.985954E+00   0.283555E+05   0.209119E+01
  2850   0.316688E+02   0.161175E+01  -0.100285E+01   0.283305E+05   0.208251E+01
  2851   0.315524E+02   0.161398E+01  -0.102013E+01   0.283056E+05   0.207391E+01
  2852   0.314384E+02   0.161605E+01  -0.103751E+01   0.282806E+05   0.206539E+01
  2853   0.313268E+02   0.161802E+01  -0.105520E+01   0.282557E+05   0.205696E+01
  2854   0.312169E+02   0.161991E+01  -0.107290E+01   0.282309E+05   0.204861E+01
  2855   0.311079E+02   0.162164E+01  -0.109085E+01   0.282060E+05   0.204034E+01
  2856   0.310013E+02   0.162321E+01  -0.110895E+01   0.281812E+05   0.203215E+01
  2857   0.308971E+02   0.162462E+01  -0.112722E+01   0.281564E+05   0.202405E+01
  2858   0.307938E+02   0.162601E+01  -0.114557E+01   0.281317E+05   0.201603E+01
  2859   0.306922E+02   0.162724E+01  -0.116401E+01   0.281069E+05   0.200809E+01
  2860   0.305929E+02   0.162839E+01  -0.118261E+01   0.280822E+05   0.200023E+01
  2861   0.304953E+02   0.162929E+01  -0.120151E+01   0.280575E+05   0.199246E+01
  2862   0.304001E+02   0.163019E+01  -0.122027E+01   0.280329E+05   0.198476E+01
  2863   0.303051E+02   0.163100E+01  -0.123919E+01   0.280082E+05   0.197715E+01
  2864   0.302132E+02   0.163150E+01  -0.125819E+01   0.279836E+05   0.196962E+01
  2865   0.301222E+02   0.163206E+01  -0.127727E+01   0.279590E+05   0.196218E+01
  2866   0.300329E+02   0.163230E+01  -0.129643E+01   0.279345E+05   0.195482E+01
  2867   0.299459E+02   0.163254E+01  -0.131567E+01   0.279099E+05   0.194753E+01
  2868   0.298606E+02   0.163262E+01  -0.133484E+01   0.278854E+05   0.194033E+01
  2869   0.297769E+02   0.163253E+01  -0.135408E+01   0.278609E+05   0.193322E+01
  2870   0.296957E+02   0.163236E+01  -0.137347E+01   0.278365E+05   0.192618E+01
  2871   0.296145E+02   0.163202E+01  -0.139279E+01   0.278121E+05   0.191923E+01
  2872   0.295365E+02   0.163160E+01  -0.141211E+01   0.277877E+05   0.191236E+01
  2873   0.294602E+02   0.163095E+01  -0.143135E+01   0.277633E+05   0.190557E+01
  2874   0.293854E+02   0.163028E+01  -0.145074E+01   0.277389E+05   0.189886E+01
  2875   0.293116E+02   0.162930E+01  -0.146998E+01   0.277146E+05   0.189224E+01
  2876   0.292402E+02   0.162823E+01  -0.148929E+01   0.276903E+05   0.188570E+01
  2877   0.291696E+02   0.162715E+01  -0.150844E+01   0.276660E+05   0.187924E+01
  2878   0.291007E+02   0.162591E+01  -0.152759E+01   0.276418E+05   0.187286E+01
  2879   0.290341E+02   0.162444E+01  -0.154666E+01   0.276175E+05   0.186656E+01
  2880   0.289684E+02   0.162295E+01  -0.156572E+01   0.275933E+05   0.186035E+01
  2881   0.289044E+02   0.162123E+01  -0.158470E+01   0.275692E+05   0.185422E+01
  2882   0.288427E+02   0.161942E+01  -0.160359E+01   0.275450E+05   0.184816E+01
  2883   0.287819E+02   0.161752E+01  -0.162240E+01   0.275209E+05   0.184220E+01
  2884   0.287228E+02   0.161554E+01  -0.164106E+01   0.274968E+05   0.183631E+01
  2885   0.286652E+02   0.161340E+01  -0.165969E+01   0.274727E+05   0.183050E+01
  2886   0.286093E+02   0.161109E+01  -0.167817E+01   0.274487E+05   0.182478E+01
  2887   0.285543E+02   0.160855E+01  -0.169649E+01   0.274247E+05   0.181914E+01
  2888   0.285009E+02   0.160600E+01  -0.171471E+01   0.274007E+05   0.181358E+01
  2889   0.284491E+02   0.160321E+01  -0.173270E+01   0.273767E+05   0.180810E+01
  2890   0.283989E+02   0.160034E+01  -0.175067E+01   0.273527E+05   0.180271E+01
  2891   0.283496E+02   0.159738E+01  -0.176825E+01   0.273288E+05   0.179739E+01
  2892   0.283019E+02   0.159426E+01  -0.178582E+01   0.273049E+05   0.179216E+01
  2893   0.282551E+02   0.159105E+01  -0.180329E+01   0.272810E+05   0.178701E+01
  2894   0.282106E+02   0.158768E+01  -0.182074E+01   0.272572E+05   0.178194E+01
  2895   0.281670E+02   0.158415E+01  -0.183773E+01   0.272334E+05   0.177696E+01
  2896   0.281243E+02   0.158054E+01  -0.185462E+01   0.272096E+05   0.177205E+01
  2897   0.280839E+02   0.157676E+01  -0.187141E+01   0.271858E+05   0.176723E+01
  2898   0.280437E+02   0.157290E+01  -0.188795E+01   0.271621E+05   0.176249E+01
  2899   0.280050E+02   0.156895E+01  -0.190418E+01   0.271383E+05   0.175783E+01
  2900   0.279680E+02   0.156484E+01  -0.192016E+01   0.271146E+05   0.175325E+01
  2901   0.279318E+02   0.156064E+01  -0.193596E+01   0.270910E+05   0.174875E+01
  2902   0.278972E+02   0.155629E+01  -0.195158E+01   0.270673E+05   0.174433E+01
  2903   0.278635E+02   0.155177E+01  -0.196696E+01   0.270437E+05   0.174000E+01
  2904   0.278306E+02   0.154725E+01  -0.198202E+01   0.270201E+05   0.173575E+01
  2905   0.277986E+02   0.154256E+01  -0.199682E+01   0.269965E+05   0.173157E+01
  2906   0.277682E+02   0.153764E+01  -0.201137E+01   0.269730E+05   0.172748E+01
  2907   0.277393E+02   0.153271E+01  -0.202575E+01   0.269494E+05   0.172347E+01
  2908   0.277106E+02   0.152776E+01  -0.203980E+01   0.269259E+05   0.171954E+01
  2909   0.276827E+02   0.152266E+01  -0.205353E+01   0.269025E+05   0.171569E+01
  2910   0.276571E+02   0.151733E+01  -0.206708E+01   0.268790E+05   0.171192E+01
  2911   0.276317E+02   0.151199E+01  -0.208023E+01   0.268556E+05   0.170823E+01
  2912   0.276078E+02   0.150656E+01  -0.209328E+01   0.268322E+05   0.170462E+01
  2913   0.275832E+02   0.150097E+01  -0.210592E+01   0.268088E+05   0.170108E+01
  2914   0.275610E+02   0.149545E+01  -0.211824E+01   0.267854E+05   0.169763E+01
  2915   0.275388E+02   0.148963E+01  -0.213038E+01   0.267621E+05   0.169426E+01
  2916   0.275182E+02   0.148379E+01  -0.214212E+01   0.267388E+05   0.169096E+01
  2917   0.274977E+02   0.147780E+01  -0.215354E+01   0.267155E+05   0.168775E+01
  2918   0.274780E+02   0.147180E+01  -0.216485E+01   0.266923E+05   0.168461E+01
  2919   0.274591E+02   0.146556E+01  -0.217560E+01   0.266690E+05   0.168155E+01
  2920   0.274403E+02   0.145940E+01  -0.218618E+01   0.266458E+05   0.167857E+01
  2921   0.274238E+02   0.145308E+01  -0.219636E+01   0.266226E+05   0.167567E+01
  2922   0.274073E+02   0.144667E+01  -0.220620E+01   0.265995E+05   0.167284E+01
  2923   0.273909E+02   0.144011E+01  -0.221579E+01   0.265763E+05   0.167009E+01
  2924   0.273761E+02   0.143355E+01  -0.222498E+01   0.265532E+05   0.166742E+01
  2925   0.273613E+02   0.142697E+01  -0.223384E+01   0.265301E+05   0.166483E+01
  2926   0.273473E+02   0.142025E+01  -0.224237E+01   0.265071E+05   0.166231E+01
  2927   0.273334E+02   0.141329E+01  -0.225057E+01   0.264840E+05   0.165988E+01
  2928   0.273202E+02   0.140625E+01  -0.225844E+01   0.264610E+05   0.165751E+01
  2929   0.273079E+02   0.139958E+01  -0.226598E+01   0.264380E+05   0.165523E+01
  2930   0.272963E+02   0.139253E+01  -0.227319E+01   0.264150E+05   0.165302E+01
  2931   0.272848E+02   0.138547E+01  -0.227999E+01   0.263921E+05   0.165089E+01
  2932   0.272740E+02   0.137834E+01  -0.228647E+01   0.263692E+05   0.164883E+01
  2933   0.272626E+02   0.137112E+01  -0.229275E+01   0.263463E+05   0.164685E+01
  2934   0.272519E+02   0.136383E+01  -0.229856E+01   0.263234E+05   0.164494E+01
  2935   0.272420E+02   0.135653E+01  -0.230397E+01   0.263005E+05   0.164311E+01
  2936   0.272321E+02   0.134908E+01  -0.230889E+01   0.262777E+05   0.164136E+01
  2937   0.272222E+02   0.134170E+01  -0.231370E+01   0.262549E+05   0.163968E+01
  2938   0.272131E+02   0.133409E+01  -0.231796E+01   0.262321E+05   0.163807E+01
  2939   0.272048E+02   0.132655E+01  -0.232188E+01   0.262094E+05   0.163654E+01
  2940   0.271965E+02   0.131901E+01  -0.232562E+01   0.261866E+05   0.163508E+01
  2941   0.271875E+02   0.131131E+01  -0.232888E+01   0.261639E+05   0.163370E+01
  2942   0.271792E+02   0.130369E+01  -0.233173E+01   0.261412E+05   0.163240E+01
  2943   0.271709E+02   0.129592E+01  -0.233432E+01   0.261186E+05   0.163116E+01
  2944   0.271627E+02   0.128814E+01  -0.233650E+01   0.260959E+05   0.163000E+01
  2945   0.271552E+02   0.128028E+01  -0.233835E+01   0.260733E+05   0.162892E+01
  2946   0.271469E+02   0.127243E+01  -0.233979E+01   0.260507E+05   0.162791E+01
  2947   0.271394E+02   0.126457E+01  -0.234096E+01   0.260281E+05   0.162697E+01
  2948   0.271319E+02   0.125663E+01  -0.234166E+01   0.260056E+05   0.162610E+01
  2949   0.271236E+02   0.124870E+01  -0.234201E+01   0.259831E+05   0.162531E+01
  2950   0.271161E+02   0.124069E+01  -0.234211E+01   0.259606E+05   0.162459E+01
  2951   0.271085E+02   0.123267E+01  -0.234180E+01   0.259381E+05   0.162394E+01
  2952   0.271010E+02   0.122466E+01  -0.234115E+01   0.259156E+05   0.162336E+01
  2953   0.270927E+02   0.121672E+01  -0.234001E+01   0.258932E+05   0.162286E+01
  2954   0.270844E+02   0.120863E+01  -0.233869E+01   0.258708E+05   0.162242E+01
  2955   0.270768E+02   0.120054E+01  -0.233689E+01   0.258484E+05   0.162206E+01
  2956   0.270684E+02   0.119244E+01  -0.233475E+01   0.258260E+05   0.162176E+01
  2957   0.270600E+02   0.118435E+01  -0.233236E+01   0.258037E+05   0.162153E+01
  2958   0.270516E+02   0.117626E+01  -0.232956E+01   0.257814E+05   0.162137E+01
  2959   0.270425E+02   0.116810E+01  -0.232650E+01   0.257591E+05   0.162128E+01
  2960   0.270333E+02   0.116008E+01  -0.232295E+01   0.257368E+05   0.162125E+01
  2961   0.270248E+02   0.115191E+01  -0.231916E+01   0.257146E+05   0.162129E+01
  2962   0.270148E+02   0.114375E+01  -0.231510E+01   0.256923E+05   0.162139E+01
  2963   0.270055E+02   0.113574E+01  -0.231057E+01   0.256701E+05   0.162155E+01
  2964   0.269948E+02   0.112758E+01  -0.230570E+01   0.256479E+05   0.162178E+01
  2965   0.269847E+02   0.111949E+01  -0.230058E+01   0.256258E+05   0.162207E+01
  2966   0.269738E+02   0.111141E+01  -0.229513E+01   0.256037E+05   0.162242E+01
  2967   0.269622E+02   0.110332E+01  -0.228935E+01   0.255815E+05   0.162283E+01
  2968   0.269505E+02   0.109524E+01  -0.228324E+01   0.255595E+05   0.162330E+01
  2969   0.269380E+02   0.108716E+01  -0.227673E+01   0.255374E+05   0.162383E+01
  2970   0.269255E+02   0.107909E+01  -0.226997E+01   0.255153E+05   0.162442E+01
  2971   0.269137E+02   0.107109E+01  -0.226303E+01   0.254933E+05   0.162507E+01
  2972   0.269004E+02   0.106309E+01  -0.225561E+01   0.254713E+05   0.162577E+01
  2973   0.268863E+02   0.105510E+01  -0.224802E+01   0.254493E+05   0.162653E+01
  2974   0.268736E+02   0.104711E+01  -0.224002E+01   0.254274E+05   0.162735E+01
  2975   0.268593E+02   0.103920E+01  -0.223185E+01   0.254055E+05   0.162821E+01
  2976   0.268436E+02   0.103122E+01  -0.222328E+01   0.253835E+05   0.162914E+01
  2977   0.268293E+02   0.102339E+01  -0.221453E+01   0.253617E+05   0.163011E+01
  2978   0.268127E+02   0.101556E+01  -0.220546E+01   0.253398E+05   0.163114E+01
  2979   0.267960E+02   0.100781E+01  -0.219614E+01   0.253179E+05   0.163222E+01
  2980   0.267793E+02   0.999991E+00  -0.218649E+01   0.252961E+05   0.163335E+01
  2981   0.267617E+02   0.992326E+00  -0.217660E+01   0.252743E+05   0.163454E+01
  2982   0.267427E+02   0.984591E+00  -0.216646E+01   0.252526E+05   0.163577E+01
  2983   0.267235E+02   0.976935E+00  -0.215607E+01   0.252308E+05   0.163704E+01
  2984   0.267043E+02   0.969359E+00  -0.214543E+01   0.252091E+05   0.163837E+01
  2985   0.266843E+02   0.961788E+00  -0.213448E+01   0.251874E+05   0.163975E+01
  2986   0.266635E+02   0.954296E+00  -0.212335E+01   0.251657E+05   0.164117E+01
  2987   0.266426E+02   0.946811E+00  -0.211205E+01   0.251440E+05   0.164263E+01
  2988   0.266209E+02   0.939331E+00  -0.210028E+01   0.251224E+05   0.164414E+01
  2989   0.265984E+02   0.932080E+00  -0.208841E+01   0.251007E+05   0.164570E+01
  2990   0.265758E+02   0.924761E+00  -0.207638E+01   0.250791E+05   0.164730E+01
  2991   0.265517E+02   0.917448E+00  -0.206410E+01   0.250576E+05   0.164894E+01
  2992   0.265267E+02   0.910365E+00  -0.205158E+01   0.250360E+05   0.165062E+01
  2993   0.265017E+02   0.903215E+00  -0.203888E+01   0.250145E+05   0.165235E+01
  2994   0.264750E+02   0.896071E+00  -0.202602E+01   0.249930E+05   0.165411E+01
  2995   0.264484E+02   0.889158E+00  -0.201277E+01   0.249715E+05   0.165592E+01
  2996   0.264216E+02   0.882252E+00  -0.199957E+01   0.249500E+05   0.165776E+01
  2997   0.263932E+02   0.875353E+00  -0.198599E+01   0.249286E+05   0.165964E+01
  2998   0.263640E+02   0.868537E+00  -0.197246E+01   0.249071E+05   0.166156E+01
  2999   0.263340E+02   0.861803E+00  -0.195854E+01   0.248857E+05   0.166352E+01
  3000   0.263039E+02   0.855151E+00  -0.194453E+01   0.248644E+05   0.166551E+01
  3001   0.262730E+02   0.848508E+00  -0.193035E+01   0.248430E+05   0.166753E+01
  3002   0.262412E+02   0.842022E+00  -0.191601E+01   0.248217E+05   0.166960E+01
  3003   0.262079E+02   0.835544E+00  -0.190158E+01   0.248003E+05   0.167169E+01
  3004   0.261744E+02   0.829149E+00  -0.188691E+01   0.247790E+05   0.167382E+01
  3005   0.261401E+02   0.822910E+00  -0.187208E+01   0.247578E+05   0.167598E+01
  3006   0.261058E+02   0.816681E+00  -0.185716E+01   0.247365E+05   0.167818E+01
  3007   0.260698E+02   0.810534E+00  -0.184215E+01   0.247153E+05   0.168041E+01
  3008   0.260338E+02   0.804396E+00  -0.182698E+01   0.246941E+05   0.168267E+01
  3009   0.259962E+02   0.798451E+00  -0.181173E+01   0.246729E+05   0.168496E+01
  3010   0.259585E+02   0.792605E+00  -0.179631E+01   0.246517E+05   0.168728E+01
  3011   0.259200E+02   0.786760E+00  -0.178081E+01   0.246306E+05   0.168963E+01
  3012   0.258807E+02   0.781020E+00  -0.176523E+01   0.246095E+05   0.169201E+01
  3013   0.258398E+02   0.775355E+00  -0.174949E+01   0.245884E+05   0.169442E+01
  3014   0.257995E+02   0.769804E+00  -0.173374E+01   0.245673E+05   0.169686E+01
  3015   0.257569E+02   0.764305E+00  -0.171783E+01   0.245462E+05   0.169932E+01
  3016   0.257150E+02   0.758897E+00  -0.170199E+01   0.245252E+05   0.170182E+01
  3017   0.256708E+02   0.753579E+00  -0.168592E+01   0.245042E+05   0.170434E+01
  3018   0.256272E+02   0.748337E+00  -0.166992E+01   0.244832E+05   0.170689E+01
  3019   0.255821E+02   0.743171E+00  -0.165376E+01   0.244622E+05   0.170946E+01
  3020   0.255369E+02   0.738110E+00  -0.163760E+01   0.244413E+05   0.171206E+01
  3021   0.254893E+02   0.733139E+00  -0.162143E+01   0.244203E+05   0.171469E+01
  3022   0.254425E+02   0.728252E+00  -0.160519E+01   0.243994E+05   0.171734E+01
  3023   0.253933E+02   0.723463E+00  -0.158887E+01   0.243785E+05   0.172001E+01
  3024   0.253448E+02   0.718756E+00  -0.157247E+01   0.243577E+05   0.172271E+01
  3025   0.252962E+02   0.714141E+00  -0.155614E+01   0.243368E+05   0.172543E+01
  3026   0.252475E+02   0.709623E+00  -0.153974E+01   0.243160E+05   0.172818E+01
  3027   0.251965E+02   0.705189E+00  -0.152334E+01   0.242952E+05   0.173094E+01
  3028   0.251447E+02   0.700853E+00  -0.150694E+01   0.242744E+05   0.173373E+01
  3029   0.250921E+02   0.696608E+00  -0.149061E+01   0.242536E+05   0.173654E+01
  3030   0.250394E+02   0.692461E+00  -0.147421E+01   0.242329E+05   0.173937E+01
  3031   0.249859E+02   0.688390E+00  -0.145788E+01   0.242122E+05   0.174222E+01
  3032   0.249315E+02   0.684424E+00  -0.144156E+01   0.241915E+05   0.174509E+01
  3033   0.248764E+02   0.680535E+00  -0.142524E+01   0.241708E+05   0.174798E+01
  3034   0.248204E+02   0.676758E+00  -0.140893E+01   0.241501E+05   0.175089E+01
  3035   0.247643E+02   0.673073E+00  -0.139269E+01   0.241295E+05   0.175382E+01
  3036   0.247075E+02   0.669471E+00  -0.137638E+01   0.241089E+05   0.175676E+01
  3037   0.246490E+02   0.665967E+00  -0.136023E+01   0.240883E+05   0.175972E+01
  3038   0.245913E+02   0.662554E+00  -0.134408E+01   0.240677E+05   0.176270E+01
  3039   0.245319E+02   0.659225E+00  -0.132809E+01   0.240471E+05   0.176569E+01
  3040   0.244725E+02   0.656001E+00  -0.131211E+01   0.240266E+05   0.176870E+01
  3041   0.244116E+02   0.652869E+00  -0.129613E+01   0.240061E+05   0.177173E+01
  3042   0.243513E+02   0.649828E+00  -0.128031E+01   0.239856E+05   0.177477E+01
  3043   0.242887E+02   0.646877E+00  -0.126451E+01   0.239651E+05   0.177782E+01
  3044   0.242261E+02   0.644033E+00  -0.124878E+01   0.239447E+05   0.178089E+01
  3045   0.241634E+02   0.641265E+00  -0.123321E+01   0.239242E+05   0.178397E+01
  3046   0.240998E+02   0.638602E+00  -0.121766E+01   0.239038E+05   0.178706E+01
  3047   0.240362E+02   0.636024E+00  -0.120226E+01   0.238834E+05   0.179017E+01
  3048   0.239718E+02   0.633529E+00  -0.118688E+01   0.238631E+05   0.179329E+01
  3049   0.239066E+02   0.631141E+00  -0.117166E+01   0.238427E+05   0.179641E+01
  3050   0.238413E+02   0.628843E+00  -0.115660E+01   0.238224E+05   0.179955E+01
  3051   0.237737E+02   0.626630E+00  -0.114156E+01   0.238021E+05   0.180270E+01
  3052   0.237075E+02   0.624500E+00  -0.112668E+01   0.237818E+05   0.180586E+01
  3053   0.236398E+02   0.622476E+00  -0.111188E+01   0.237615E+05   0.180903E+01
  3054   0.235728E+02   0.620527E+00  -0.109733E+01   0.237413E+05   0.181221E+01
  3055   0.235049E+02   0.618670E+00  -0.108286E+01   0.237210E+05   0.181539E+01
  3056   0.234363E+02   0.616903E+00  -0.106849E+01   0.237008E+05   0.181858E+01
  3057   0.233669E+02   0.615219E+00  -0.105428E+01   0.236806E+05   0.182178E+01
  3058   0.232974E+02   0.613626E+00  -0.104031E+01   0.236605E+05   0.182498E+01
  3059   0.232271E+02   0.612115E+00  -0.102635E+01   0.236403E+05   0.182819E+01
  3060   0.231567E+02   0.610687E+00  -0.101256E+01   0.236202E+05   0.183140E+01
