#    L    TT             EE             TE             PP             TP          
  1020   0.102126E+04   0.416252E+02  -0.522786E+02   0.250428E+06   0.254120E+02
  1021   0.102186E+04   0.414470E+02  -0.535111E+02   0.249972E+06   0.248769E+02
  1022   0.102254E+04   0.412644E+02  -0.547261E+02   0.249518E+06   0.243471E+02
  1023   0.102337E+04   0.410756E+02  -0.559207E+02   0.249064E+06   0.238224E+02
  1024   0.102428E+04   0.408816E+02  -0.570986E+02   0.248612E+06   0.233030E+02
  1025   0.102527E+04   0.406837E+02  -0.582546E+02   0.248161E+06   0.227889E+02
  1026   0.102664E+04   0.404798E+02  -0.593930E+02   0.247711E+06   0.222801E+02
  1027   0.102786E+04   0.402728E+02  -0.605117E+02   0.247262E+06   0.217765E+02
  1028   0.102917E+04   0.400605E+02  -0.616091E+02   0.246815E+06   0.212783E+02
  1029   0.103062E+04   0.398430E+02  -0.626875E+02   0.246368E+06   0.207854E+02
  1030   0.103215E+04   0.396216E+02  -0.637446E+02   0.245923E+06   0.202978E+02
  1031   0.103362E+04   0.393956E+02  -0.647789E+02   0.245478E+06   0.198157E+02
  1032   0.103538E+04   0.391636E+02  -0.657956E+02   0.245035E+06   0.193388E+02
  1033   0.103715E+04   0.389285E+02  -0.667896E+02   0.244593E+06   0.188674E+02
  1034   0.103915E+04   0.386904E+02  -0.677606E+02   0.244152E+06   0.184014E+02
  1035   0.104115E+04   0.384470E+02  -0.687104E+02   0.243712E+06   0.179408E+02
  1036   0.104323E+04   0.381990E+02  -0.696380E+02   0.243273E+06   0.174856E+02
  1037   0.104539E+04   0.379480E+02  -0.705427E+02   0.242835E+06   0.170359E+02
  1038   0.104770E+04   0.376939E+02  -0.714245E+02   0.242399E+06   0.165916E+02
  1039   0.105008E+04   0.374352E+02  -0.722797E+02   0.241963E+06   0.161528E+02
  1040   0.105240E+04   0.371728E+02  -0.731135E+02   0.241529E+06   0.157195E+02
  1041   0.105495E+04   0.369081E+02  -0.739206E+02   0.241095E+06   0.152918E+02
  1042   0.105749E+04   0.366388E+02  -0.747055E+02   0.240663E+06   0.148695E+02
  1043   0.106012E+04   0.363664E+02  -0.754638E+02   0.240232E+06   0.144528E+02
  1044   0.106290E+04   0.360903E+02  -0.761990E+02   0.239801E+06   0.140416E+02
  1045   0.106560E+04   0.358133E+02  -0.769112E+02   0.239372E+06   0.136361E+02
  1046   0.106846E+04   0.355318E+02  -0.775930E+02   0.238944E+06   0.132361E+02
  1047   0.107140E+04   0.352472E+02  -0.782592E+02   0.238517E+06   0.128417E+02
  1048   0.107426E+04   0.349604E+02  -0.788949E+02   0.238091E+06   0.124529E+02
  1049   0.107728E+04   0.346712E+02  -0.795001E+02   0.237666E+06   0.120697E+02
  1050   0.108030E+04   0.343790E+02  -0.800823E+02   0.237242E+06   0.116922E+02
  1051   0.108340E+04   0.340845E+02  -0.806413E+02   0.236820E+06   0.113203E+02
  1052   0.108657E+04   0.337877E+02  -0.811698E+02   0.236398E+06   0.109541E+02
  1053   0.108968E+04   0.334886E+02  -0.816753E+02   0.235977E+06   0.105936E+02
  1054   0.109286E+04   0.331879E+02  -0.821576E+02   0.235557E+06   0.102386E+02
  1055   0.109604E+04   0.328857E+02  -0.826094E+02   0.235139E+06   0.988923E+01
  1056   0.109930E+04   0.325812E+02  -0.830381E+02   0.234721E+06   0.954546E+01
  1057   0.110264E+04   0.322752E+02  -0.834363E+02   0.234305E+06   0.920727E+01
  1058   0.110613E+04   0.319684E+02  -0.838114E+02   0.233889E+06   0.887463E+01
  1059   0.110954E+04   0.316593E+02  -0.841560E+02   0.233474E+06   0.854754E+01
  1060   0.111296E+04   0.313487E+02  -0.844776E+02   0.233061E+06   0.822597E+01
  1061   0.111638E+04   0.310380E+02  -0.847686E+02   0.232648E+06   0.790993E+01
  1062   0.111988E+04   0.307258E+02  -0.850365E+02   0.232237E+06   0.759938E+01
  1063   0.112323E+04   0.304128E+02  -0.852739E+02   0.231827E+06   0.729432E+01
  1064   0.112673E+04   0.300991E+02  -0.854956E+02   0.231417E+06   0.699474E+01
  1065   0.113023E+04   0.297838E+02  -0.856868E+02   0.231009E+06   0.670061E+01
  1066   0.113366E+04   0.294685E+02  -0.858476E+02   0.230601E+06   0.641193E+01
  1067   0.113723E+04   0.291532E+02  -0.859778E+02   0.230195E+06   0.612867E+01
  1068   0.114074E+04   0.288371E+02  -0.860849E+02   0.229789E+06   0.585083E+01
  1069   0.114425E+04   0.285217E+02  -0.861764E+02   0.229385E+06   0.557839E+01
  1070   0.114783E+04   0.282049E+02  -0.862374E+02   0.228981E+06   0.531134E+01
  1071   0.115126E+04   0.278895E+02  -0.862679E+02   0.228579E+06   0.504966E+01
  1072   0.115477E+04   0.275733E+02  -0.862679E+02   0.228178E+06   0.479333E+01
  1073   0.115836E+04   0.272579E+02  -0.862448E+02   0.227777E+06   0.454235E+01
  1074   0.116179E+04   0.269433E+02  -0.861986E+02   0.227378E+06   0.429669E+01
  1075   0.116531E+04   0.266279E+02  -0.861293E+02   0.226979E+06   0.405635E+01
  1076   0.116874E+04   0.263139E+02  -0.860296E+02   0.226582E+06   0.382130E+01
  1077   0.117226E+04   0.260008E+02  -0.859142E+02   0.226185E+06   0.359154E+01
  1078   0.117562E+04   0.256891E+02  -0.857535E+02   0.225789E+06   0.336706E+01
  1079   0.117898E+04   0.253774E+02  -0.855845E+02   0.225395E+06   0.314782E+01
  1080   0.118242E+04   0.250665E+02  -0.853925E+02   0.225001E+06   0.293383E+01
  1081   0.118571E+04   0.247586E+02  -0.851700E+02   0.224608E+06   0.272506E+01
  1082   0.118900E+04   0.244514E+02  -0.849244E+02   0.224217E+06   0.252151E+01
  1083   0.119229E+04   0.241450E+02  -0.846558E+02   0.223826E+06   0.232315E+01
  1084   0.119558E+04   0.238409E+02  -0.843641E+02   0.223436E+06   0.212998E+01
  1085   0.119879E+04   0.235382E+02  -0.840419E+02   0.223047E+06   0.194198E+01
  1086   0.120200E+04   0.232379E+02  -0.837115E+02   0.222659E+06   0.175913E+01
  1087   0.120514E+04   0.229398E+02  -0.833358E+02   0.222272E+06   0.158142E+01
  1088   0.120820E+04   0.226417E+02  -0.829518E+02   0.221886E+06   0.140883E+01
  1089   0.121127E+04   0.223474E+02  -0.825374E+02   0.221501E+06   0.124136E+01
  1090   0.121425E+04   0.220554E+02  -0.821148E+02   0.221117E+06   0.107898E+01
  1091   0.121724E+04   0.217649E+02  -0.816542E+02   0.220734E+06   0.921686E+00
  1092   0.122022E+04   0.214766E+02  -0.811781E+02   0.220352E+06   0.769459E+00
  1093   0.122305E+04   0.211922E+02  -0.806788E+02   0.219971E+06   0.622284E+00
  1094   0.122574E+04   0.209093E+02  -0.801640E+02   0.219590E+06   0.480148E+00
  1095   0.122857E+04   0.206309E+02  -0.796335E+02   0.219211E+06   0.343036E+00
  1096   0.123125E+04   0.203533E+02  -0.790726E+02   0.218832E+06   0.210934E+00
  1097   0.123385E+04   0.200795E+02  -0.784886E+02   0.218455E+06   0.838275E-01
  1098   0.123646E+04   0.198094E+02  -0.778890E+02   0.218078E+06  -0.382986E-01
  1099   0.123898E+04   0.195424E+02  -0.772737E+02   0.217702E+06  -0.155458E+00
  1100   0.124143E+04   0.192792E+02  -0.766354E+02   0.217327E+06  -0.267666E+00
  1101   0.124380E+04   0.190183E+02  -0.759793E+02   0.216953E+06  -0.374940E+00
  1102   0.124625E+04   0.187612E+02  -0.753031E+02   0.216580E+06  -0.477309E+00
  1103   0.124847E+04   0.185079E+02  -0.746098E+02   0.216208E+06  -0.574807E+00
  1104   0.125069E+04   0.182592E+02  -0.738980E+02   0.215837E+06  -0.667466E+00
  1105   0.125275E+04   0.180134E+02  -0.731699E+02   0.215467E+06  -0.755319E+00
  1106   0.125482E+04   0.177708E+02  -0.724241E+02   0.215097E+06  -0.838399E+00
  1107   0.125680E+04   0.175327E+02  -0.716619E+02   0.214729E+06  -0.916739E+00
  1108   0.125871E+04   0.172976E+02  -0.708843E+02   0.214361E+06  -0.990372E+00
  1109   0.126047E+04   0.170649E+02  -0.700904E+02   0.213994E+06  -0.105933E+01
  1110   0.126223E+04   0.168389E+02  -0.692818E+02   0.213628E+06  -0.112365E+01
  1111   0.126384E+04   0.166167E+02  -0.684577E+02   0.213264E+06  -0.118336E+01
  1112   0.126551E+04   0.163984E+02  -0.676203E+02   0.212899E+06  -0.123849E+01
  1113   0.126696E+04   0.161853E+02  -0.667676E+02   0.212536E+06  -0.128908E+01
  1114   0.126834E+04   0.159753E+02  -0.659024E+02   0.212174E+06  -0.133516E+01
  1115   0.126971E+04   0.157706E+02  -0.650248E+02   0.211812E+06  -0.137676E+01
  1116   0.127100E+04   0.155705E+02  -0.641340E+02   0.211452E+06  -0.141392E+01
  1117   0.127215E+04   0.153749E+02  -0.632316E+02   0.211092E+06  -0.144667E+01
  1118   0.127321E+04   0.151846E+02  -0.623160E+02   0.210733E+06  -0.147504E+01
  1119   0.127427E+04   0.149981E+02  -0.613903E+02   0.210375E+06  -0.149907E+01
  1120   0.127519E+04   0.148170E+02  -0.604537E+02   0.210018E+06  -0.151878E+01
  1121   0.127602E+04   0.146404E+02  -0.595055E+02   0.209662E+06  -0.153421E+01
  1122   0.127678E+04   0.144683E+02  -0.585487E+02   0.209307E+06  -0.154540E+01
  1123   0.127738E+04   0.143023E+02  -0.575826E+02   0.208952E+06  -0.155237E+01
  1124   0.127798E+04   0.141402E+02  -0.566071E+02   0.208598E+06  -0.155516E+01
  1125   0.127843E+04   0.139833E+02  -0.556224E+02   0.208246E+06  -0.155381E+01
  1126   0.127880E+04   0.138318E+02  -0.546306E+02   0.207894E+06  -0.154833E+01
  1127   0.127910E+04   0.136848E+02  -0.536309E+02   0.207543E+06  -0.153878E+01
  1128   0.127931E+04   0.135439E+02  -0.526250E+02   0.207192E+06  -0.152518E+01
  1129   0.127945E+04   0.134083E+02  -0.516114E+02   0.206843E+06  -0.150756E+01
  1130   0.127937E+04   0.132773E+02  -0.505922E+02   0.206494E+06  -0.148595E+01
  1131   0.127935E+04   0.131516E+02  -0.495683E+02   0.206147E+06  -0.146040E+01
  1132   0.127918E+04   0.130312E+02  -0.485381E+02   0.205800E+06  -0.143093E+01
  1133   0.127886E+04   0.129169E+02  -0.475039E+02   0.205454E+06  -0.139757E+01
  1134   0.127854E+04   0.128072E+02  -0.464651E+02   0.205108E+06  -0.136036E+01
  1135   0.127806E+04   0.127028E+02  -0.454222E+02   0.204764E+06  -0.131933E+01
  1136   0.127751E+04   0.126044E+02  -0.443777E+02   0.204420E+06  -0.127452E+01
  1137   0.127688E+04   0.125107E+02  -0.433285E+02   0.204078E+06  -0.122595E+01
  1138   0.127617E+04   0.124237E+02  -0.422784E+02   0.203736E+06  -0.117366E+01
  1139   0.127538E+04   0.123406E+02  -0.412251E+02   0.203394E+06  -0.111768E+01
  1140   0.127444E+04   0.122644E+02  -0.401717E+02   0.203054E+06  -0.105805E+01
  1141   0.127342E+04   0.121919E+02  -0.391166E+02   0.202715E+06  -0.994801E+00
  1142   0.127232E+04   0.121263E+02  -0.380614E+02   0.202376E+06  -0.927959E+00
  1143   0.127115E+04   0.120653E+02  -0.370068E+02   0.202038E+06  -0.857562E+00
  1144   0.126975E+04   0.120097E+02  -0.359528E+02   0.201701E+06  -0.783641E+00
  1145   0.126842E+04   0.119608E+02  -0.348995E+02   0.201365E+06  -0.706230E+00
  1146   0.126693E+04   0.119166E+02  -0.338476E+02   0.201029E+06  -0.625362E+00
  1147   0.126537E+04   0.118784E+02  -0.327979E+02   0.200695E+06  -0.541069E+00
  1148   0.126366E+04   0.118448E+02  -0.317504E+02   0.200361E+06  -0.453385E+00
  1149   0.126194E+04   0.118174E+02  -0.307066E+02   0.200028E+06  -0.362342E+00
  1150   0.126007E+04   0.117952E+02  -0.296657E+02   0.199695E+06  -0.267973E+00
  1151   0.125819E+04   0.117784E+02  -0.286286E+02   0.199364E+06  -0.170312E+00
  1152   0.125609E+04   0.117670E+02  -0.275959E+02   0.199033E+06  -0.693950E-01
  1153   0.125406E+04   0.117617E+02  -0.265684E+02   0.198703E+06   0.347403E-01
  1154   0.125187E+04   0.117617E+02  -0.255447E+02   0.198374E+06   0.142057E+00
  1155   0.124961E+04   0.117670E+02  -0.245271E+02   0.198046E+06   0.252517E+00
  1156   0.124719E+04   0.117769E+02  -0.235161E+02   0.197718E+06   0.366085E+00
  1157   0.124470E+04   0.117922E+02  -0.225105E+02   0.197391E+06   0.482721E+00
  1158   0.124220E+04   0.118136E+02  -0.215124E+02   0.197065E+06   0.602391E+00
  1159   0.123962E+04   0.118395E+02  -0.205211E+02   0.196740E+06   0.725055E+00
  1160   0.123682E+04   0.118715E+02  -0.195388E+02   0.196416E+06   0.850677E+00
  1161   0.123409E+04   0.119081E+02  -0.185634E+02   0.196092E+06   0.979220E+00
  1162   0.123120E+04   0.119501E+02  -0.175970E+02   0.195769E+06   0.111065E+01
  1163   0.122824E+04   0.119974E+02  -0.166397E+02   0.195447E+06   0.124492E+01
  1164   0.122527E+04   0.120500E+02  -0.156915E+02   0.195125E+06   0.138200E+01
  1165   0.122215E+04   0.121072E+02  -0.147524E+02   0.194805E+06   0.152185E+01
  1166   0.121888E+04   0.121697E+02  -0.138240E+02   0.194485E+06   0.166444E+01
  1167   0.121568E+04   0.122368E+02  -0.129061E+02   0.194166E+06   0.180973E+01
  1168   0.121233E+04   0.123092E+02  -0.119981E+02   0.193847E+06   0.195767E+01
  1169   0.120898E+04   0.123862E+02  -0.111031E+02   0.193530E+06   0.210824E+01
  1170   0.120554E+04   0.124678E+02  -0.102179E+02   0.193213E+06   0.226139E+01
  1171   0.120196E+04   0.125547E+02  -0.934566E+01   0.192897E+06   0.241709E+01
  1172   0.119837E+04   0.126462E+02  -0.848558E+01   0.192581E+06   0.257531E+01
  1173   0.119471E+04   0.127422E+02  -0.763770E+01   0.192266E+06   0.273599E+01
  1174   0.119096E+04   0.128421E+02  -0.680313E+01   0.191953E+06   0.289912E+01
  1175   0.118714E+04   0.129465E+02  -0.598182E+01   0.191639E+06   0.306464E+01
  1176   0.118317E+04   0.130555E+02  -0.517453E+01   0.191327E+06   0.323253E+01
  1177   0.117927E+04   0.131699E+02  -0.438082E+01   0.191015E+06   0.340274E+01
  1178   0.117522E+04   0.132873E+02  -0.360137E+01   0.190704E+06   0.357523E+01
  1179   0.117124E+04   0.134107E+02  -0.283642E+01   0.190394E+06   0.374998E+01
  1180   0.116710E+04   0.135380E+02  -0.208629E+01   0.190084E+06   0.392694E+01
  1181   0.116297E+04   0.136683E+02  -0.135128E+01   0.189776E+06   0.410608E+01
  1182   0.115868E+04   0.138032E+02  -0.631700E+00   0.189467E+06   0.428736E+01
  1183   0.115439E+04   0.139420E+02   0.722832E-01   0.189160E+06   0.447074E+01
  1184   0.115003E+04   0.140838E+02   0.760263E+00   0.188853E+06   0.465618E+01
  1185   0.114566E+04   0.142308E+02   0.143215E+01   0.188547E+06   0.484365E+01
  1186   0.114121E+04   0.143810E+02   0.208748E+01   0.188242E+06   0.503311E+01
  1187   0.113676E+04   0.145350E+02   0.272612E+01   0.187938E+06   0.522452E+01
  1188   0.113224E+04   0.146920E+02   0.334768E+01   0.187634E+06   0.541785E+01
  1189   0.112764E+04   0.148528E+02   0.395224E+01   0.187331E+06   0.561306E+01
  1190   0.112303E+04   0.150167E+02   0.453931E+01   0.187028E+06   0.581011E+01
  1191   0.111835E+04   0.151845E+02   0.510898E+01   0.186727E+06   0.600896E+01
  1192   0.111367E+04   0.153552E+02   0.566077E+01   0.186426E+06   0.620958E+01
  1193   0.110891E+04   0.155290E+02   0.619468E+01   0.186125E+06   0.641192E+01
  1194   0.110414E+04   0.157059E+02   0.671061E+01   0.185826E+06   0.661596E+01
  1195   0.109938E+04   0.158859E+02   0.720825E+01   0.185527E+06   0.682166E+01
  1196   0.109446E+04   0.160696E+02   0.768715E+01   0.185229E+06   0.702897E+01
  1197   0.108962E+04   0.162549E+02   0.814759E+01   0.184931E+06   0.723786E+01
  1198   0.108470E+04   0.164432E+02   0.858815E+01   0.184634E+06   0.744830E+01
  1199   0.107978E+04   0.166339E+02   0.901103E+01   0.184338E+06   0.766024E+01
  1200   0.107478E+04   0.168276E+02   0.941467E+01   0.184043E+06   0.787365E+01
  1201   0.106985E+04   0.170229E+02   0.979831E+01   0.183748E+06   0.808849E+01
  1202   0.106478E+04   0.172219E+02   0.101634E+02   0.183454E+06   0.830473E+01
  1203   0.105977E+04   0.174225E+02   0.105086E+02   0.183160E+06   0.852233E+01
  1204   0.105469E+04   0.176254E+02   0.108344E+02   0.182868E+06   0.874126E+01
  1205   0.104961E+04   0.178291E+02   0.111403E+02   0.182576E+06   0.896148E+01
  1206   0.104453E+04   0.180358E+02   0.114269E+02   0.182284E+06   0.918295E+01
  1207   0.103952E+04   0.182441E+02   0.116928E+02   0.181993E+06   0.940564E+01
  1208   0.103443E+04   0.184547E+02   0.119402E+02   0.181703E+06   0.962953E+01
  1209   0.102927E+04   0.186660E+02   0.121675E+02   0.181414E+06   0.985456E+01
  1210   0.102419E+04   0.188789E+02   0.123742E+02   0.181125E+06   0.100807E+02
  1211   0.101902E+04   0.190941E+02   0.125608E+02   0.180837E+06   0.103079E+02
  1212   0.101393E+04   0.193101E+02   0.127282E+02   0.180550E+06   0.105362E+02
  1213   0.100877E+04   0.195268E+02   0.128763E+02   0.180263E+06   0.107655E+02
  1214   0.100367E+04   0.197458E+02   0.130037E+02   0.179977E+06   0.109958E+02
  1215   0.998580E+03   0.199648E+02   0.131111E+02   0.179691E+06   0.112270E+02
  1216   0.993486E+03   0.201854E+02   0.131985E+02   0.179407E+06   0.114591E+02
  1217   0.988243E+03   0.204067E+02   0.132667E+02   0.179122E+06   0.116920E+02
  1218   0.983148E+03   0.206295E+02   0.133141E+02   0.178839E+06   0.119258E+02
  1219   0.977978E+03   0.208517E+02   0.133431E+02   0.178556E+06   0.121605E+02
  1220   0.972882E+03   0.210745E+02   0.133513E+02   0.178274E+06   0.123958E+02
  1221   0.967786E+03   0.212974E+02   0.133402E+02   0.177992E+06   0.126319E+02
  1222   0.962689E+03   0.215218E+02   0.133084E+02   0.177711E+06   0.128687E+02
  1223   0.957593E+03   0.217462E+02   0.132589E+02   0.177431E+06   0.131062E+02
  1224   0.952496E+03   0.219692E+02   0.131879E+02   0.177151E+06   0.133443E+02
  1225   0.947473E+03   0.221936E+02   0.130977E+02   0.176872E+06   0.135830E+02
  1226   0.942451E+03   0.224173E+02   0.129889E+02   0.176594E+06   0.138222E+02
  1227   0.937503E+03   0.226410E+02   0.128602E+02   0.176316E+06   0.140619E+02
  1228   0.932481E+03   0.228646E+02   0.127130E+02   0.176039E+06   0.143022E+02
  1229   0.927533E+03   0.230876E+02   0.125457E+02   0.175762E+06   0.145428E+02
  1230   0.922438E+03   0.233098E+02   0.123608E+02   0.175487E+06   0.147839E+02
  1231   0.917491E+03   0.235319E+02   0.121566E+02   0.175211E+06   0.150254E+02
  1232   0.912545E+03   0.237526E+02   0.119346E+02   0.174937E+06   0.152672E+02
  1233   0.907748E+03   0.239740E+02   0.116927E+02   0.174663E+06   0.155094E+02
  1234   0.902878E+03   0.241931E+02   0.114337E+02   0.174389E+06   0.157518E+02
  1235   0.898306E+03   0.244122E+02   0.111563E+02   0.174116E+06   0.159944E+02
  1236   0.893585E+03   0.246291E+02   0.108611E+02   0.173844E+06   0.162373E+02
  1237   0.888866E+03   0.248452E+02   0.105475E+02   0.173573E+06   0.164803E+02
  1238   0.884223E+03   0.250605E+02   0.102160E+02   0.173302E+06   0.167234E+02
  1239   0.879580E+03   0.252736E+02   0.986685E+01   0.173031E+06   0.169667E+02
  1240   0.874938E+03   0.254859E+02   0.950142E+01   0.172762E+06   0.172100E+02
  1241   0.870447E+03   0.256959E+02   0.911824E+01   0.172492E+06   0.174533E+02
  1242   0.865882E+03   0.259058E+02   0.871954E+01   0.172224E+06   0.176966E+02
  1243   0.861394E+03   0.261120E+02   0.830213E+01   0.171956E+06   0.179399E+02
  1244   0.856981E+03   0.263182E+02   0.786980E+01   0.171689E+06   0.181831E+02
  1245   0.852644E+03   0.265221E+02   0.742092E+01   0.171422E+06   0.184262E+02
  1246   0.848308E+03   0.267229E+02   0.695719E+01   0.171156E+06   0.186692E+02
  1247   0.843975E+03   0.269222E+02   0.647705E+01   0.170890E+06   0.189119E+02
  1248   0.839717E+03   0.271192E+02   0.598118E+01   0.170625E+06   0.191545E+02
