#    L    TT             EE             TE          
  2464   0.870917E+02   0.278322E+01  -0.314677E+01
  2465   0.868333E+02   0.278540E+01  -0.312912E+01
  2466   0.865673E+02   0.278781E+01  -0.311212E+01
  2467   0.863013E+02   0.279023E+01  -0.309578E+01
  2468   0.860350E+02   0.279267E+01  -0.308017E+01
  2469   0.857686E+02   0.279528E+01  -0.306522E+01
  2470   0.855019E+02   0.279798E+01  -0.305099E+01
  2471   0.852424E+02   0.280071E+01  -0.303735E+01
  2472   0.849826E+02   0.280354E+01  -0.302437E+01
  2473   0.847225E+02   0.280648E+01  -0.301198E+01
  2474   0.844621E+02   0.280953E+01  -0.300032E+01
  2475   0.842013E+02   0.281262E+01  -0.298932E+01
  2476   0.839474E+02   0.281575E+01  -0.297906E+01
  2477   0.836858E+02   0.281892E+01  -0.296939E+01
  2478   0.834311E+02   0.282215E+01  -0.296032E+01
  2479   0.831684E+02   0.282542E+01  -0.295199E+01
  2480   0.829202E+02   0.282876E+01  -0.294411E+01
  2481   0.826565E+02   0.283215E+01  -0.293706E+01
  2482   0.824070E+02   0.283552E+01  -0.293054E+01
  2483   0.821496E+02   0.283904E+01  -0.292470E+01
  2484   0.818967E+02   0.284248E+01  -0.291955E+01
  2485   0.816491E+02   0.284606E+01  -0.291487E+01
  2486   0.814016E+02   0.284957E+01  -0.291088E+01
  2487   0.811526E+02   0.285308E+01  -0.290759E+01
  2488   0.809080E+02   0.285660E+01  -0.290479E+01
  2489   0.806612E+02   0.286021E+01  -0.290261E+01
  2490   0.804174E+02   0.286375E+01  -0.290108E+01
  2491   0.801749E+02   0.286731E+01  -0.290004E+01
  2492   0.799317E+02   0.287081E+01  -0.289972E+01
  2493   0.796920E+02   0.287449E+01  -0.289983E+01
  2494   0.794536E+02   0.287797E+01  -0.290061E+01
  2495   0.792159E+02   0.288147E+01  -0.290190E+01
  2496   0.789794E+02   0.288501E+01  -0.290379E+01
  2497   0.787449E+02   0.288851E+01  -0.290621E+01
  2498   0.785109E+02   0.289190E+01  -0.290917E+01
  2499   0.782804E+02   0.289540E+01  -0.291274E+01
  2500   0.780497E+02   0.289872E+01  -0.291679E+01
  2501   0.778215E+02   0.290201E+01  -0.292132E+01
  2502   0.775938E+02   0.290536E+01  -0.292641E+01
  2503   0.773680E+02   0.290860E+01  -0.293192E+01
  2504   0.771441E+02   0.291183E+01  -0.293808E+01
  2505   0.769227E+02   0.291497E+01  -0.294460E+01
  2506   0.767016E+02   0.291816E+01  -0.295171E+01
  2507   0.764816E+02   0.292120E+01  -0.295919E+01
  2508   0.762649E+02   0.292423E+01  -0.296713E+01
  2509   0.760492E+02   0.292710E+01  -0.297567E+01
  2510   0.758352E+02   0.292998E+01  -0.298461E+01
  2511   0.756237E+02   0.293277E+01  -0.299373E+01
  2512   0.754124E+02   0.293542E+01  -0.300347E+01
  2513   0.752043E+02   0.293830E+01  -0.301364E+01
  2514   0.749971E+02   0.294074E+01  -0.302430E+01
  2515   0.747916E+02   0.294319E+01  -0.303524E+01
  2516   0.745884E+02   0.294558E+01  -0.304670E+01
  2517   0.743869E+02   0.294791E+01  -0.305839E+01
  2518   0.741870E+02   0.295018E+01  -0.307045E+01
  2519   0.739887E+02   0.295224E+01  -0.308291E+01
  2520   0.737928E+02   0.295426E+01  -0.309568E+01
  2521   0.735977E+02   0.295622E+01  -0.310880E+01
  2522   0.734056E+02   0.295806E+01  -0.312217E+01
  2523   0.732152E+02   0.295985E+01  -0.313598E+01
  2524   0.730255E+02   0.296144E+01  -0.315006E+01
  2525   0.728389E+02   0.296292E+01  -0.316437E+01
  2526   0.726546E+02   0.296429E+01  -0.317890E+01
  2527   0.724696E+02   0.296554E+01  -0.319389E+01
  2528   0.722884E+02   0.296675E+01  -0.320905E+01
  2529   0.721095E+02   0.296786E+01  -0.322447E+01
  2530   0.719329E+02   0.296885E+01  -0.324007E+01
  2531   0.717570E+02   0.296966E+01  -0.325588E+01
  2532   0.715834E+02   0.297044E+01  -0.327196E+01
  2533   0.714129E+02   0.297097E+01  -0.328826E+01
  2534   0.712432E+02   0.297147E+01  -0.330471E+01
  2535   0.710750E+02   0.297172E+01  -0.332147E+01
  2536   0.709083E+02   0.297195E+01  -0.333825E+01
  2537   0.707440E+02   0.297207E+01  -0.335521E+01
  2538   0.705819E+02   0.297203E+01  -0.337229E+01
  2539   0.704221E+02   0.297188E+01  -0.338956E+01
  2540   0.702632E+02   0.297150E+01  -0.340711E+01
  2541   0.701066E+02   0.297109E+01  -0.342451E+01
  2542   0.699508E+02   0.297051E+01  -0.344213E+01
  2543   0.697981E+02   0.296977E+01  -0.345984E+01
  2544   0.696469E+02   0.296886E+01  -0.347772E+01
  2545   0.694981E+02   0.296786E+01  -0.349563E+01
  2546   0.693510E+02   0.296669E+01  -0.351358E+01
  2547   0.692062E+02   0.296543E+01  -0.353150E+01
  2548   0.690622E+02   0.296401E+01  -0.354955E+01
  2549   0.689207E+02   0.296243E+01  -0.356760E+01
  2550   0.687816E+02   0.296061E+01  -0.358580E+01
  2551   0.686434E+02   0.295877E+01  -0.360379E+01
  2552   0.685076E+02   0.295678E+01  -0.362202E+01
  2553   0.683742E+02   0.295462E+01  -0.364013E+01
  2554   0.682411E+02   0.295230E+01  -0.365814E+01
  2555   0.681103E+02   0.294982E+01  -0.367619E+01
  2556   0.679813E+02   0.294725E+01  -0.369422E+01
  2557   0.678548E+02   0.294445E+01  -0.371217E+01
  2558   0.677293E+02   0.294157E+01  -0.372989E+01
  2559   0.676055E+02   0.293852E+01  -0.374763E+01
  2560   0.674842E+02   0.293539E+01  -0.376538E+01
  2561   0.673632E+02   0.293195E+01  -0.378308E+01
  2562   0.672454E+02   0.292850E+01  -0.380060E+01
  2563   0.671287E+02   0.292482E+01  -0.381801E+01
  2564   0.670131E+02   0.292105E+01  -0.383532E+01
  2565   0.669000E+02   0.291713E+01  -0.385254E+01
  2566   0.667873E+02   0.291319E+01  -0.386953E+01
  2567   0.666779E+02   0.290909E+01  -0.388646E+01
  2568   0.665689E+02   0.290468E+01  -0.390316E+01
  2569   0.664611E+02   0.290019E+01  -0.391981E+01
  2570   0.663558E+02   0.289553E+01  -0.393619E+01
  2571   0.662518E+02   0.289064E+01  -0.395246E+01
  2572   0.661489E+02   0.288566E+01  -0.396846E+01
  2573   0.660472E+02   0.288059E+01  -0.398422E+01
  2574   0.659475E+02   0.287543E+01  -0.400003E+01
  2575   0.658490E+02   0.287011E+01  -0.401554E+01
  2576   0.657525E+02   0.286462E+01  -0.403052E+01
  2577   0.656565E+02   0.285903E+01  -0.404550E+01
  2578   0.655611E+02   0.285328E+01  -0.406019E+01
  2579   0.654685E+02   0.284737E+01  -0.407468E+01
  2580   0.653764E+02   0.284135E+01  -0.408889E+01
  2581   0.652857E+02   0.283517E+01  -0.410276E+01
  2582   0.651956E+02   0.282889E+01  -0.411644E+01
  2583   0.651069E+02   0.282251E+01  -0.412987E+01
  2584   0.650196E+02   0.281596E+01  -0.414305E+01
  2585   0.649330E+02   0.280937E+01  -0.415583E+01
  2586   0.648486E+02   0.280254E+01  -0.416845E+01
  2587   0.647649E+02   0.279561E+01  -0.418062E+01
  2588   0.646820E+02   0.278864E+01  -0.419255E+01
  2589   0.645999E+02   0.278142E+01  -0.420420E+01
  2590   0.645193E+02   0.277416E+01  -0.421555E+01
  2591   0.644395E+02   0.276680E+01  -0.422654E+01
  2592   0.643606E+02   0.275924E+01  -0.423717E+01
  2593   0.642818E+02   0.275165E+01  -0.424738E+01
  2594   0.642046E+02   0.274395E+01  -0.425740E+01
  2595   0.641277E+02   0.273612E+01  -0.426699E+01
  2596   0.640524E+02   0.272818E+01  -0.427625E+01
  2597   0.639781E+02   0.272012E+01  -0.428518E+01
  2598   0.639041E+02   0.271194E+01  -0.429362E+01
  2599   0.638304E+02   0.270370E+01  -0.430174E+01
  2600   0.637584E+02   0.269527E+01  -0.430954E+01
  2601   0.636861E+02   0.268693E+01  -0.431687E+01
  2602   0.636149E+02   0.267832E+01  -0.432395E+01
  2603   0.635448E+02   0.266964E+01  -0.433058E+01
  2604   0.634759E+02   0.266091E+01  -0.433682E+01
  2605   0.634067E+02   0.265204E+01  -0.434269E+01
  2606   0.633380E+02   0.264311E+01  -0.434810E+01
  2607   0.632691E+02   0.263411E+01  -0.435322E+01
  2608   0.632021E+02   0.262497E+01  -0.435789E+01
  2609   0.631343E+02   0.261577E+01  -0.436220E+01
  2610   0.630678E+02   0.260656E+01  -0.436599E+01
  2611   0.630019E+02   0.259721E+01  -0.436949E+01
  2612   0.629359E+02   0.258778E+01  -0.437256E+01
  2613   0.628698E+02   0.257828E+01  -0.437513E+01
  2614   0.628052E+02   0.256877E+01  -0.437748E+01
  2615   0.627398E+02   0.255911E+01  -0.437926E+01
  2616   0.626759E+02   0.254951E+01  -0.438061E+01
  2617   0.626113E+02   0.253967E+01  -0.438161E+01
  2618   0.625482E+02   0.252982E+01  -0.438219E+01
  2619   0.624845E+02   0.252003E+01  -0.438234E+01
  2620   0.624209E+02   0.251008E+01  -0.438215E+01
  2621   0.623574E+02   0.250010E+01  -0.438153E+01
  2622   0.622949E+02   0.249010E+01  -0.438041E+01
  2623   0.622318E+02   0.248000E+01  -0.437895E+01
  2624   0.621689E+02   0.246987E+01  -0.437707E+01
  2625   0.621054E+02   0.245971E+01  -0.437469E+01
  2626   0.620430E+02   0.244952E+01  -0.437196E+01
  2627   0.619802E+02   0.243930E+01  -0.436889E+01
  2628   0.619169E+02   0.242904E+01  -0.436532E+01
  2629   0.618539E+02   0.241867E+01  -0.436132E+01
  2630   0.617913E+02   0.240840E+01  -0.435691E+01
  2631   0.617283E+02   0.239802E+01  -0.435214E+01
  2632   0.616657E+02   0.238758E+01  -0.434694E+01
  2633   0.616013E+02   0.237718E+01  -0.434124E+01
  2634   0.615381E+02   0.236680E+01  -0.433511E+01
  2635   0.614738E+02   0.235629E+01  -0.432877E+01
  2636   0.614100E+02   0.234580E+01  -0.432192E+01
  2637   0.613460E+02   0.233533E+01  -0.431464E+01
  2638   0.612810E+02   0.232480E+01  -0.430699E+01
  2639   0.612165E+02   0.231435E+01  -0.429898E+01
  2640   0.611519E+02   0.230377E+01  -0.429053E+01
  2641   0.610855E+02   0.229334E+01  -0.428177E+01
  2642   0.610206E+02   0.228284E+01  -0.427257E+01
  2643   0.609539E+02   0.227234E+01  -0.426292E+01
  2644   0.608880E+02   0.226177E+01  -0.425296E+01
  2645   0.608211E+02   0.225127E+01  -0.424262E+01
  2646   0.607527E+02   0.224085E+01  -0.423189E+01
  2647   0.606850E+02   0.223041E+01  -0.422076E+01
  2648   0.606172E+02   0.221982E+01  -0.420925E+01
  2649   0.605479E+02   0.220944E+01  -0.419748E+01
  2650   0.604785E+02   0.219898E+01  -0.418524E+01
  2651   0.604084E+02   0.218865E+01  -0.417266E+01
  2652   0.603376E+02   0.217822E+01  -0.415967E+01
  2653   0.602668E+02   0.216793E+01  -0.414650E+01
  2654   0.601946E+02   0.215761E+01  -0.413283E+01
  2655   0.601224E+02   0.214719E+01  -0.411888E+01
  2656   0.600488E+02   0.213697E+01  -0.410451E+01
  2657   0.599745E+02   0.212672E+01  -0.408986E+01
  2658   0.599003E+02   0.211652E+01  -0.407500E+01
  2659   0.598263E+02   0.210643E+01  -0.405962E+01
  2660   0.597501E+02   0.209631E+01  -0.404403E+01
  2661   0.596734E+02   0.208622E+01  -0.402813E+01
  2662   0.595953E+02   0.207625E+01  -0.401185E+01
  2663   0.595167E+02   0.206623E+01  -0.399535E+01
  2664   0.594382E+02   0.205624E+01  -0.397852E+01
  2665   0.593585E+02   0.204636E+01  -0.396138E+01
  2666   0.592775E+02   0.203651E+01  -0.394406E+01
  2667   0.591959E+02   0.202675E+01  -0.392634E+01
  2668   0.591139E+02   0.201702E+01  -0.390843E+01
  2669   0.590306E+02   0.200731E+01  -0.389018E+01
  2670   0.589476E+02   0.199777E+01  -0.387174E+01
  2671   0.588627E+02   0.198817E+01  -0.385301E+01
  2672   0.587772E+02   0.197867E+01  -0.383408E+01
  2673   0.586914E+02   0.196925E+01  -0.381478E+01
  2674   0.586043E+02   0.196000E+01  -0.379542E+01
  2675   0.585168E+02   0.195068E+01  -0.377567E+01
  2676   0.584281E+02   0.194145E+01  -0.375585E+01
  2677   0.583383E+02   0.193230E+01  -0.373571E+01
  2678   0.582474E+02   0.192330E+01  -0.371533E+01
  2679   0.581560E+02   0.191424E+01  -0.369484E+01
  2680   0.580635E+02   0.190533E+01  -0.367417E+01
  2681   0.579706E+02   0.189650E+01  -0.365331E+01
  2682   0.578766E+02   0.188774E+01  -0.363218E+01
  2683   0.577815E+02   0.187905E+01  -0.361093E+01
  2684   0.576860E+02   0.187044E+01  -0.358953E+01
  2685   0.575887E+02   0.186198E+01  -0.356785E+01
  2686   0.574917E+02   0.185343E+01  -0.354617E+01
  2687   0.573936E+02   0.184503E+01  -0.352427E+01
  2688   0.572937E+02   0.183685E+01  -0.350220E+01
  2689   0.571934E+02   0.182866E+01  -0.348003E+01
  2690   0.570928E+02   0.182053E+01  -0.345777E+01
  2691   0.569903E+02   0.181255E+01  -0.343526E+01
  2692   0.568875E+02   0.180463E+01  -0.341270E+01
  2693   0.567828E+02   0.179677E+01  -0.339002E+01
  2694   0.566785E+02   0.178912E+01  -0.336722E+01
  2695   0.565724E+02   0.178146E+01  -0.334435E+01
  2696   0.564666E+02   0.177394E+01  -0.332142E+01
  2697   0.563590E+02   0.176647E+01  -0.329835E+01
  2698   0.562495E+02   0.175914E+01  -0.327526E+01
  2699   0.561404E+02   0.175194E+01  -0.325209E+01
  2700   0.560301E+02   0.174487E+01  -0.322883E+01
  2701   0.559187E+02   0.173779E+01  -0.320561E+01
  2702   0.558069E+02   0.173084E+01  -0.318229E+01
  2703   0.556940E+02   0.172401E+01  -0.315885E+01
  2704   0.555799E+02   0.171725E+01  -0.313544E+01
  2705   0.554653E+02   0.171053E+01  -0.311190E+01
  2706   0.553497E+02   0.170402E+01  -0.308853E+01
  2707   0.552328E+02   0.169757E+01  -0.306494E+01
  2708   0.551163E+02   0.169124E+01  -0.304143E+01
  2709   0.549971E+02   0.168503E+01  -0.301798E+01
  2710   0.548782E+02   0.167888E+01  -0.299437E+01
  2711   0.547580E+02   0.167278E+01  -0.297090E+01
  2712   0.546375E+02   0.166689E+01  -0.294740E+01
  2713   0.545164E+02   0.166104E+01  -0.292394E+01
  2714   0.543933E+02   0.165532E+01  -0.290052E+01
  2715   0.542705E+02   0.164964E+01  -0.287720E+01
  2716   0.541465E+02   0.164417E+01  -0.285383E+01
  2717   0.540212E+02   0.163875E+01  -0.283048E+01
  2718   0.538961E+02   0.163345E+01  -0.280729E+01
  2719   0.537689E+02   0.162828E+01  -0.278410E+01
  2720   0.536420E+02   0.162316E+01  -0.276092E+01
  2721   0.535137E+02   0.161816E+01  -0.273787E+01
  2722   0.533849E+02   0.161321E+01  -0.271496E+01
  2723   0.532548E+02   0.160847E+01  -0.269211E+01
  2724   0.531247E+02   0.160384E+01  -0.266923E+01
  2725   0.529941E+02   0.159920E+01  -0.264654E+01
  2726   0.528621E+02   0.159468E+01  -0.262396E+01
  2727   0.527302E+02   0.159029E+01  -0.260149E+01
  2728   0.525961E+02   0.158602E+01  -0.257913E+01
  2729   0.524629E+02   0.158181E+01  -0.255685E+01
  2730   0.523290E+02   0.157772E+01  -0.253474E+01
  2731   0.521936E+02   0.157376E+01  -0.251272E+01
  2732   0.520583E+02   0.156986E+01  -0.249092E+01
  2733   0.519216E+02   0.156608E+01  -0.246920E+01
  2734   0.517848E+02   0.156236E+01  -0.244762E+01
  2735   0.516473E+02   0.155877E+01  -0.242625E+01
  2736   0.515097E+02   0.155531E+01  -0.240495E+01
  2737   0.513707E+02   0.155183E+01  -0.238392E+01
  2738   0.512316E+02   0.154856E+01  -0.236294E+01
  2739   0.510909E+02   0.154535E+01  -0.234222E+01
  2740   0.509516E+02   0.154220E+01  -0.232155E+01
  2741   0.508108E+02   0.153918E+01  -0.230114E+01
  2742   0.506698E+02   0.153623E+01  -0.228098E+01
  2743   0.505280E+02   0.153334E+01  -0.226092E+01
  2744   0.503868E+02   0.153051E+01  -0.224104E+01
  2745   0.502439E+02   0.152796E+01  -0.222140E+01
  2746   0.501009E+02   0.152534E+01  -0.220199E+01
  2747   0.499584E+02   0.152285E+01  -0.218267E+01
  2748   0.498142E+02   0.152043E+01  -0.216366E+01
  2749   0.496705E+02   0.151808E+01  -0.214480E+01
  2750   0.495266E+02   0.151588E+01  -0.212616E+01
  2751   0.493817E+02   0.151382E+01  -0.210782E+01
  2752   0.492365E+02   0.151168E+01  -0.208970E+01
  2753   0.490918E+02   0.150969E+01  -0.207179E+01
  2754   0.489468E+02   0.150778E+01  -0.205401E+01
  2755   0.488006E+02   0.150594E+01  -0.203659E+01
  2756   0.486549E+02   0.150425E+01  -0.201937E+01
  2757   0.485088E+02   0.150249E+01  -0.200243E+01
  2758   0.483631E+02   0.150095E+01  -0.198561E+01
  2759   0.482170E+02   0.149943E+01  -0.196913E+01
  2760   0.480705E+02   0.149798E+01  -0.195291E+01
  2761   0.479235E+02   0.149662E+01  -0.193681E+01
  2762   0.477776E+02   0.149527E+01  -0.192112E+01
  2763   0.476304E+02   0.149415E+01  -0.190554E+01
  2764   0.474835E+02   0.149297E+01  -0.189028E+01
  2765   0.473369E+02   0.149180E+01  -0.187536E+01
  2766   0.471897E+02   0.149073E+01  -0.186061E+01
  2767   0.470427E+02   0.148982E+01  -0.184611E+01
  2768   0.468951E+02   0.148893E+01  -0.183193E+01
  2769   0.467477E+02   0.148813E+01  -0.181792E+01
  2770   0.466004E+02   0.148728E+01  -0.180438E+01
  2771   0.464540E+02   0.148660E+01  -0.179101E+01
  2772   0.463070E+02   0.148587E+01  -0.177787E+01
  2773   0.461600E+02   0.148524E+01  -0.176483E+01
  2774   0.460131E+02   0.148471E+01  -0.175226E+01
  2775   0.458669E+02   0.148414E+01  -0.173977E+01
  2776   0.457200E+02   0.148374E+01  -0.172774E+01
  2777   0.455732E+02   0.148331E+01  -0.171602E+01
  2778   0.454270E+02   0.148290E+01  -0.170446E+01
  2779   0.452801E+02   0.148261E+01  -0.169314E+01
  2780   0.451345E+02   0.148228E+01  -0.168213E+01
  2781   0.449890E+02   0.148206E+01  -0.167143E+01
  2782   0.448440E+02   0.148188E+01  -0.166096E+01
  2783   0.446997E+02   0.148175E+01  -0.165080E+01
  2784   0.445545E+02   0.148158E+01  -0.164095E+01
  2785   0.444099E+02   0.148161E+01  -0.163131E+01
  2786   0.442658E+02   0.148153E+01  -0.162193E+01
  2787   0.441216E+02   0.148151E+01  -0.161286E+01
  2788   0.439771E+02   0.148153E+01  -0.160405E+01
  2789   0.438332E+02   0.148161E+01  -0.159557E+01
  2790   0.436913E+02   0.148174E+01  -0.158732E+01
  2791   0.435468E+02   0.148177E+01  -0.157934E+01
  2792   0.434051E+02   0.148194E+01  -0.157164E+01
  2793   0.432631E+02   0.148216E+01  -0.156421E+01
  2794   0.431208E+02   0.148230E+01  -0.155704E+01
  2795   0.429789E+02   0.148250E+01  -0.155016E+01
  2796   0.428381E+02   0.148276E+01  -0.154353E+01
  2797   0.426977E+02   0.148301E+01  -0.153718E+01
  2798   0.425577E+02   0.148333E+01  -0.153110E+01
  2799   0.424189E+02   0.148357E+01  -0.152528E+01
  2800   0.422788E+02   0.148388E+01  -0.151971E+01
  2801   0.421406E+02   0.148419E+01  -0.151442E+01
  2802   0.420020E+02   0.148456E+01  -0.150940E+01
  2803   0.418652E+02   0.148487E+01  -0.150463E+01
  2804   0.417279E+02   0.148518E+01  -0.150011E+01
  2805   0.415924E+02   0.148556E+01  -0.149585E+01
  2806   0.414556E+02   0.148588E+01  -0.149184E+01
  2807   0.413206E+02   0.148628E+01  -0.148810E+01
  2808   0.411859E+02   0.148661E+01  -0.148459E+01
  2809   0.410521E+02   0.148695E+01  -0.148134E+01
  2810   0.409186E+02   0.148738E+01  -0.147831E+01
  2811   0.407860E+02   0.148775E+01  -0.147554E+01
  2812   0.406536E+02   0.148806E+01  -0.147301E+01
  2813   0.405228E+02   0.148838E+01  -0.147072E+01
  2814   0.403908E+02   0.148880E+01  -0.146866E+01
  2815   0.402604E+02   0.148916E+01  -0.146682E+01
  2816   0.401309E+02   0.148939E+01  -0.146521E+01
  2817   0.400023E+02   0.148980E+01  -0.146382E+01
  2818   0.398746E+02   0.149008E+01  -0.146266E+01
  2819   0.397470E+02   0.149038E+01  -0.146172E+01
  2820   0.396203E+02   0.149072E+01  -0.146098E+01
  2821   0.394944E+02   0.149093E+01  -0.146045E+01
  2822   0.393693E+02   0.149124E+01  -0.146015E+01
  2823   0.392459E+02   0.149151E+01  -0.146003E+01
  2824   0.391218E+02   0.149182E+01  -0.146013E+01
  2825   0.389992E+02   0.149193E+01  -0.146043E+01
  2826   0.388775E+02   0.149223E+01  -0.146092E+01
  2827   0.387558E+02   0.149234E+01  -0.146161E+01
  2828   0.386349E+02   0.149248E+01  -0.146249E+01
  2829   0.385156E+02   0.149260E+01  -0.146355E+01
  2830   0.383963E+02   0.149275E+01  -0.146480E+01
  2831   0.382777E+02   0.149279E+01  -0.146623E+01
  2832   0.381607E+02   0.149288E+01  -0.146783E+01
  2833   0.380445E+02   0.149278E+01  -0.146957E+01
  2834   0.379282E+02   0.149281E+01  -0.147153E+01
  2835   0.378142E+02   0.149273E+01  -0.147371E+01
  2836   0.376995E+02   0.149270E+01  -0.147595E+01
  2837   0.375862E+02   0.149249E+01  -0.147835E+01
  2838   0.374745E+02   0.149240E+01  -0.148090E+01
  2839   0.373627E+02   0.149229E+01  -0.148361E+01
  2840   0.372524E+02   0.149201E+01  -0.148648E+01
  2841   0.371428E+02   0.149178E+01  -0.148951E+01
  2842   0.370340E+02   0.149153E+01  -0.149272E+01
  2843   0.369258E+02   0.149118E+01  -0.149596E+01
  2844   0.368191E+02   0.149082E+01  -0.149937E+01
  2845   0.367124E+02   0.149043E+01  -0.150290E+01
  2846   0.366072E+02   0.149002E+01  -0.150662E+01
  2847   0.365027E+02   0.148953E+01  -0.151038E+01
  2848   0.363988E+02   0.148901E+01  -0.151427E+01
  2849   0.362957E+02   0.148848E+01  -0.151837E+01
  2850   0.361948E+02   0.148779E+01  -0.152238E+01
  2851   0.360931E+02   0.148715E+01  -0.152667E+01
  2852   0.359929E+02   0.148643E+01  -0.153096E+01
  2853   0.358941E+02   0.148569E+01  -0.153548E+01
  2854   0.357960E+02   0.148494E+01  -0.153992E+01
  2855   0.356978E+02   0.148411E+01  -0.154453E+01
  2856   0.356012E+02   0.148319E+01  -0.154922E+01
  2857   0.355059E+02   0.148218E+01  -0.155400E+01
  2858   0.354107E+02   0.148124E+01  -0.155881E+01
  2859   0.353161E+02   0.148021E+01  -0.156365E+01
  2860   0.352230E+02   0.147918E+01  -0.156859E+01
  2861   0.351306E+02   0.147799E+01  -0.157380E+01
  2862   0.350397E+02   0.147686E+01  -0.157883E+01
  2863   0.349480E+02   0.147573E+01  -0.158397E+01
  2864   0.348585E+02   0.147437E+01  -0.158917E+01
  2865   0.347690E+02   0.147315E+01  -0.159442E+01
  2866   0.346802E+02   0.147170E+01  -0.159974E+01
  2867   0.345929E+02   0.147032E+01  -0.160512E+01
  2868   0.345063E+02   0.146885E+01  -0.161042E+01
  2869   0.344205E+02   0.146731E+01  -0.161580E+01
  2870   0.343362E+02   0.146577E+01  -0.162133E+01
  2871   0.342511E+02   0.146414E+01  -0.162679E+01
  2872   0.341683E+02   0.146251E+01  -0.163227E+01
  2873   0.340862E+02   0.146073E+01  -0.163769E+01
  2874   0.340050E+02   0.145901E+01  -0.164328E+01
  2875   0.339237E+02   0.145707E+01  -0.164876E+01
  2876   0.338441E+02   0.145512E+01  -0.165433E+01
  2877   0.337644E+02   0.145325E+01  -0.165980E+01
  2878   0.336856E+02   0.145129E+01  -0.166530E+01
  2879   0.336083E+02   0.144918E+01  -0.167077E+01
  2880   0.335311E+02   0.144714E+01  -0.167629E+01
  2881   0.334547E+02   0.144495E+01  -0.168179E+01
  2882   0.333799E+02   0.144275E+01  -0.168727E+01
  2883   0.333053E+02   0.144055E+01  -0.169274E+01
  2884   0.332314E+02   0.143834E+01  -0.169812E+01
  2885   0.331585E+02   0.143605E+01  -0.170357E+01
  2886   0.330864E+02   0.143368E+01  -0.170894E+01
  2887   0.330145E+02   0.143116E+01  -0.171424E+01
  2888   0.329434E+02   0.142870E+01  -0.171955E+01
  2889   0.328733E+02   0.142609E+01  -0.172472E+01
  2890   0.328041E+02   0.142347E+01  -0.172997E+01
  2891   0.327350E+02   0.142085E+01  -0.173495E+01
  2892   0.326669E+02   0.141814E+01  -0.174001E+01
  2893   0.325990E+02   0.141542E+01  -0.174510E+01
  2894   0.325329E+02   0.141262E+01  -0.175030E+01
  2895   0.324669E+02   0.140974E+01  -0.175515E+01
  2896   0.324012E+02   0.140684E+01  -0.176003E+01
  2897   0.323372E+02   0.140386E+01  -0.176496E+01
  2898   0.322727E+02   0.140087E+01  -0.176977E+01
  2899   0.322092E+02   0.139787E+01  -0.177440E+01
  2900   0.321468E+02   0.139478E+01  -0.177893E+01
  2901   0.320846E+02   0.139168E+01  -0.178344E+01
  2902   0.320235E+02   0.138849E+01  -0.178793E+01
  2903   0.319627E+02   0.138521E+01  -0.179232E+01
  2904   0.319023E+02   0.138199E+01  -0.179654E+01
  2905   0.318421E+02   0.137868E+01  -0.180068E+01
  2906   0.317831E+02   0.137521E+01  -0.180474E+01
  2907   0.317251E+02   0.137179E+01  -0.180879E+01
  2908   0.316668E+02   0.136843E+01  -0.181269E+01
  2909   0.316089E+02   0.136498E+01  -0.181643E+01
  2910   0.315528E+02   0.136136E+01  -0.182018E+01
  2911   0.314964E+02   0.135780E+01  -0.182371E+01
  2912   0.314412E+02   0.135421E+01  -0.182732E+01
  2913   0.313849E+02   0.135053E+01  -0.183072E+01
  2914   0.313305E+02   0.134698E+01  -0.183397E+01
  2915   0.312758E+02   0.134318E+01  -0.183724E+01
  2916   0.312223E+02   0.133943E+01  -0.184031E+01
  2917   0.311686E+02   0.133558E+01  -0.184324E+01
  2918   0.311153E+02   0.133178E+01  -0.184626E+01
  2919   0.310626E+02   0.132781E+01  -0.184894E+01
  2920   0.310096E+02   0.132395E+01  -0.185163E+01
  2921   0.309586E+02   0.132000E+01  -0.185413E+01
  2922   0.309074E+02   0.131601E+01  -0.185651E+01
  2923   0.308560E+02   0.131193E+01  -0.185884E+01
  2924   0.308059E+02   0.130788E+01  -0.186098E+01
  2925   0.307556E+02   0.130388E+01  -0.186299E+01
  2926   0.307059E+02   0.129977E+01  -0.186490E+01
  2927   0.306561E+02   0.129548E+01  -0.186668E+01
  2928   0.306069E+02   0.129115E+01  -0.186835E+01
  2929   0.305583E+02   0.128723E+01  -0.186991E+01
  2930   0.305103E+02   0.128298E+01  -0.187136E+01
  2931   0.304623E+02   0.127877E+01  -0.187262E+01
  2932   0.304149E+02   0.127451E+01  -0.187376E+01
  2933   0.303666E+02   0.127022E+01  -0.187495E+01
  2934   0.303191E+02   0.126588E+01  -0.187588E+01
  2935   0.302723E+02   0.126158E+01  -0.187662E+01
  2936   0.302254E+02   0.125716E+01  -0.187711E+01
  2937   0.301785E+02   0.125284E+01  -0.187771E+01
  2938   0.301323E+02   0.124833E+01  -0.187798E+01
  2939   0.300869E+02   0.124392E+01  -0.187815E+01
  2940   0.300415E+02   0.123954E+01  -0.187835E+01
  2941   0.299954E+02   0.123503E+01  -0.187829E+01
  2942   0.299501E+02   0.123063E+01  -0.187806E+01
  2943   0.299048E+02   0.122609E+01  -0.187779E+01
  2944   0.298596E+02   0.122158E+01  -0.187733E+01
  2945   0.298152E+02   0.121702E+01  -0.187677E+01
