#    L    TT             EE             TE          
  1014   0.104372E+04   0.408618E+02  -0.419459E+02
  1015   0.104324E+04   0.407276E+02  -0.431306E+02
  1016   0.104298E+04   0.405872E+02  -0.443022E+02
  1017   0.104285E+04   0.404429E+02  -0.454599E+02
  1018   0.104279E+04   0.402923E+02  -0.466029E+02
  1019   0.104280E+04   0.401386E+02  -0.477314E+02
  1020   0.104302E+04   0.399779E+02  -0.488446E+02
  1021   0.104331E+04   0.398133E+02  -0.499426E+02
  1022   0.104367E+04   0.396447E+02  -0.510246E+02
  1023   0.104416E+04   0.394706E+02  -0.520878E+02
  1024   0.104472E+04   0.392919E+02  -0.531359E+02
  1025   0.104535E+04   0.391098E+02  -0.541637E+02
  1026   0.104634E+04   0.389224E+02  -0.551758E+02
  1027   0.104717E+04   0.387324E+02  -0.561699E+02
  1028   0.104807E+04   0.385377E+02  -0.571446E+02
  1029   0.104912E+04   0.383382E+02  -0.581021E+02
  1030   0.105022E+04   0.381355E+02  -0.590403E+02
  1031   0.105125E+04   0.379288E+02  -0.599578E+02
  1032   0.105257E+04   0.377165E+02  -0.608596E+02
  1033   0.105388E+04   0.375018E+02  -0.617408E+02
  1034   0.105541E+04   0.372845E+02  -0.626012E+02
  1035   0.105693E+04   0.370624E+02  -0.634425E+02
  1036   0.105852E+04   0.368363E+02  -0.642639E+02
  1037   0.106017E+04   0.366076E+02  -0.650647E+02
  1038   0.106197E+04   0.363764E+02  -0.658449E+02
  1039   0.106384E+04   0.361411E+02  -0.666008E+02
  1040   0.106562E+04   0.359025E+02  -0.673378E+02
  1041   0.106763E+04   0.356620E+02  -0.680505E+02
  1042   0.106963E+04   0.354174E+02  -0.687435E+02
  1043   0.107169E+04   0.351703E+02  -0.694123E+02
  1044   0.107391E+04   0.349198E+02  -0.700608E+02
  1045   0.107604E+04   0.346689E+02  -0.706888E+02
  1046   0.107832E+04   0.344138E+02  -0.712890E+02
  1047   0.108066E+04   0.341562E+02  -0.718763E+02
  1048   0.108293E+04   0.338966E+02  -0.724358E+02
  1049   0.108534E+04   0.336351E+02  -0.729675E+02
  1050   0.108775E+04   0.333710E+02  -0.734790E+02
  1051   0.109023E+04   0.331049E+02  -0.739702E+02
  1052   0.109278E+04   0.328369E+02  -0.744336E+02
  1053   0.109526E+04   0.325669E+02  -0.748768E+02
  1054   0.109780E+04   0.322957E+02  -0.752999E+02
  1055   0.110034E+04   0.320233E+02  -0.756952E+02
  1056   0.110296E+04   0.317488E+02  -0.760705E+02
  1057   0.110564E+04   0.314732E+02  -0.764181E+02
  1058   0.110847E+04   0.311970E+02  -0.767456E+02
  1059   0.111123E+04   0.309189E+02  -0.770456E+02
  1060   0.111399E+04   0.306394E+02  -0.773255E+02
  1061   0.111674E+04   0.303602E+02  -0.775779E+02
  1062   0.111956E+04   0.300796E+02  -0.778102E+02
  1063   0.112224E+04   0.297985E+02  -0.780151E+02
  1064   0.112506E+04   0.295168E+02  -0.782074E+02
  1065   0.112789E+04   0.292338E+02  -0.783722E+02
  1066   0.113063E+04   0.289510E+02  -0.785096E+02
  1067   0.113353E+04   0.286682E+02  -0.786195E+02
  1068   0.113635E+04   0.283849E+02  -0.787095E+02
  1069   0.113918E+04   0.281024E+02  -0.787869E+02
  1070   0.114207E+04   0.278186E+02  -0.788369E+02
  1071   0.114482E+04   0.275363E+02  -0.788595E+02
  1072   0.114764E+04   0.272534E+02  -0.788546E+02
  1073   0.115054E+04   0.269712E+02  -0.788299E+02
  1074   0.115330E+04   0.266899E+02  -0.787851E+02
  1075   0.115612E+04   0.264079E+02  -0.787204E+02
  1076   0.115888E+04   0.261274E+02  -0.786283E+02
  1077   0.116171E+04   0.258477E+02  -0.785236E+02
  1078   0.116439E+04   0.255695E+02  -0.783767E+02
  1079   0.116708E+04   0.252913E+02  -0.782246E+02
  1080   0.116984E+04   0.250139E+02  -0.780526E+02
  1081   0.117246E+04   0.247394E+02  -0.778531E+02
  1082   0.117508E+04   0.244656E+02  -0.776335E+02
  1083   0.117770E+04   0.241925E+02  -0.773940E+02
  1084   0.118033E+04   0.239216E+02  -0.771344E+02
  1085   0.118288E+04   0.236521E+02  -0.768474E+02
  1086   0.118544E+04   0.233847E+02  -0.765551E+02
  1087   0.118793E+04   0.231196E+02  -0.762205E+02
  1088   0.119034E+04   0.228543E+02  -0.758806E+02
  1089   0.119277E+04   0.225926E+02  -0.755132E+02
  1090   0.119512E+04   0.223330E+02  -0.751405E+02
  1091   0.119747E+04   0.220748E+02  -0.747328E+02
  1092   0.119983E+04   0.218187E+02  -0.743123E+02
  1093   0.120205E+04   0.215662E+02  -0.738717E+02
  1094   0.120412E+04   0.213150E+02  -0.734182E+02
  1095   0.120635E+04   0.210680E+02  -0.729519E+02
  1096   0.120843E+04   0.208216E+02  -0.724579E+02
  1097   0.121044E+04   0.205788E+02  -0.719436E+02
  1098   0.121246E+04   0.203394E+02  -0.714164E+02
  1099   0.121441E+04   0.201029E+02  -0.708762E+02
  1100   0.121629E+04   0.198698E+02  -0.703156E+02
  1101   0.121811E+04   0.196387E+02  -0.697398E+02
  1102   0.122000E+04   0.194110E+02  -0.691465E+02
  1103   0.122168E+04   0.191869E+02  -0.685387E+02
  1104   0.122336E+04   0.189669E+02  -0.679149E+02
  1105   0.122490E+04   0.187496E+02  -0.672772E+02
  1106   0.122645E+04   0.185350E+02  -0.666241E+02
  1107   0.122793E+04   0.183245E+02  -0.659571E+02
  1108   0.122934E+04   0.181167E+02  -0.652770E+02
  1109   0.123061E+04   0.179108E+02  -0.645829E+02
  1110   0.123189E+04   0.177113E+02  -0.638763E+02
  1111   0.123303E+04   0.175151E+02  -0.631564E+02
  1112   0.123425E+04   0.173223E+02  -0.624255E+02
  1113   0.123526E+04   0.171343E+02  -0.616812E+02
  1114   0.123619E+04   0.169490E+02  -0.609265E+02
  1115   0.123714E+04   0.167684E+02  -0.601613E+02
  1116   0.123802E+04   0.165919E+02  -0.593850E+02
  1117   0.123876E+04   0.164195E+02  -0.585989E+02
  1118   0.123943E+04   0.162518E+02  -0.578015E+02
  1119   0.124012E+04   0.160875E+02  -0.569957E+02
  1120   0.124066E+04   0.159279E+02  -0.561808E+02
  1121   0.124114E+04   0.157723E+02  -0.553560E+02
  1122   0.124155E+04   0.156208E+02  -0.545241E+02
  1123   0.124182E+04   0.154747E+02  -0.536846E+02
  1124   0.124210E+04   0.153319E+02  -0.528372E+02
  1125   0.124224E+04   0.151938E+02  -0.519819E+02
  1126   0.124232E+04   0.150605E+02  -0.511210E+02
  1127   0.124233E+04   0.149311E+02  -0.502536E+02
  1128   0.124228E+04   0.148072E+02  -0.493812E+02
  1129   0.124216E+04   0.146879E+02  -0.485023E+02
  1130   0.124183E+04   0.145727E+02  -0.476190E+02
  1131   0.124158E+04   0.144621E+02  -0.467320E+02
  1132   0.124119E+04   0.143562E+02  -0.458398E+02
  1133   0.124067E+04   0.142557E+02  -0.449447E+02
  1134   0.124015E+04   0.141592E+02  -0.440457E+02
  1135   0.123950E+04   0.140673E+02  -0.431436E+02
  1136   0.123878E+04   0.139808E+02  -0.422406E+02
  1137   0.123799E+04   0.138983E+02  -0.413337E+02
  1138   0.123714E+04   0.138219E+02  -0.404265E+02
  1139   0.123623E+04   0.137486E+02  -0.395167E+02
  1140   0.123518E+04   0.136815E+02  -0.386073E+02
  1141   0.123406E+04   0.136176E+02  -0.376968E+02
  1142   0.123288E+04   0.135597E+02  -0.367865E+02
  1143   0.123164E+04   0.135058E+02  -0.358772E+02
  1144   0.123018E+04   0.134565E+02  -0.349688E+02
  1145   0.122880E+04   0.134133E+02  -0.340613E+02
  1146   0.122729E+04   0.133740E+02  -0.331553E+02
  1147   0.122571E+04   0.133401E+02  -0.322516E+02
  1148   0.122400E+04   0.133101E+02  -0.313502E+02
  1149   0.122229E+04   0.132854E+02  -0.304523E+02
  1150   0.122044E+04   0.132654E+02  -0.295573E+02
  1151   0.121861E+04   0.132500E+02  -0.286659E+02
  1152   0.121656E+04   0.132392E+02  -0.277787E+02
  1153   0.121459E+04   0.132338E+02  -0.268965E+02
  1154   0.121249E+04   0.132330E+02  -0.260176E+02
  1155   0.121032E+04   0.132368E+02  -0.251443E+02
  1156   0.120801E+04   0.132445E+02  -0.242773E+02
  1157   0.120563E+04   0.132568E+02  -0.234150E+02
  1158   0.120327E+04   0.132744E+02  -0.225596E+02
  1159   0.120084E+04   0.132959E+02  -0.217104E+02
  1160   0.119820E+04   0.133228E+02  -0.208694E+02
  1161   0.119564E+04   0.133536E+02  -0.200345E+02
  1162   0.119294E+04   0.133889E+02  -0.192077E+02
  1163   0.119017E+04   0.134289E+02  -0.183892E+02
  1164   0.118742E+04   0.134735E+02  -0.175787E+02
  1165   0.118452E+04   0.135220E+02  -0.167763E+02
  1166   0.118149E+04   0.135750E+02  -0.159833E+02
  1167   0.117854E+04   0.136320E+02  -0.151999E+02
  1168   0.117544E+04   0.136936E+02  -0.144251E+02
  1169   0.117236E+04   0.137590E+02  -0.136619E+02
  1170   0.116921E+04   0.138284E+02  -0.129072E+02
  1171   0.116592E+04   0.139023E+02  -0.121641E+02
  1172   0.116264E+04   0.139802E+02  -0.114316E+02
  1173   0.115929E+04   0.140619E+02  -0.107099E+02
  1174   0.115588E+04   0.141469E+02  -0.999984E+01
  1175   0.115240E+04   0.142357E+02  -0.930145E+01
  1176   0.114878E+04   0.143284E+02  -0.861538E+01
  1177   0.114524E+04   0.144258E+02  -0.794115E+01
  1178   0.114156E+04   0.145256E+02  -0.727939E+01
  1179   0.113796E+04   0.146308E+02  -0.663029E+01
  1180   0.113422E+04   0.147392E+02  -0.599411E+01
  1181   0.113049E+04   0.148500E+02  -0.537109E+01
  1182   0.112661E+04   0.149648E+02  -0.476151E+01
  1183   0.112275E+04   0.150828E+02  -0.416548E+01
  1184   0.111881E+04   0.152032E+02  -0.358335E+01
  1185   0.111488E+04   0.153284E+02  -0.301518E+01
  1186   0.111088E+04   0.154560E+02  -0.246137E+01
  1187   0.110689E+04   0.155868E+02  -0.192201E+01
  1188   0.110283E+04   0.157202E+02  -0.139744E+01
  1189   0.109870E+04   0.158568E+02  -0.887569E+00
  1190   0.109458E+04   0.159959E+02  -0.392799E+00
  1191   0.109039E+04   0.161383E+02   0.869676E-01
  1192   0.108620E+04   0.162832E+02   0.551312E+00
  1193   0.108195E+04   0.164306E+02   0.100026E+01
  1194   0.107770E+04   0.165806E+02   0.143377E+01
  1195   0.107345E+04   0.167332E+02   0.185155E+01
  1196   0.106906E+04   0.168890E+02   0.225320E+01
  1197   0.106475E+04   0.170460E+02   0.263903E+01
  1198   0.106037E+04   0.172055E+02   0.300764E+01
  1199   0.105599E+04   0.173669E+02   0.336129E+01
  1200   0.105154E+04   0.175308E+02   0.369843E+01
  1201   0.104717E+04   0.176960E+02   0.401835E+01
  1202   0.104265E+04   0.178644E+02   0.432255E+01
  1203   0.103821E+04   0.180341E+02   0.460958E+01
  1204   0.103370E+04   0.182056E+02   0.488019E+01
  1205   0.102920E+04   0.183775E+02   0.513368E+01
  1206   0.102469E+04   0.185522E+02   0.537081E+01
  1207   0.102026E+04   0.187280E+02   0.559011E+01
  1208   0.101576E+04   0.189057E+02   0.579383E+01
  1209   0.101119E+04   0.190839E+02   0.598052E+01
  1210   0.100669E+04   0.192634E+02   0.614943E+01
  1211   0.100212E+04   0.194448E+02   0.630133E+01
  1212   0.997632E+03   0.196267E+02   0.643698E+01
  1213   0.993065E+03   0.198091E+02   0.655640E+01
  1214   0.988575E+03   0.199936E+02   0.665811E+01
  1215   0.984085E+03   0.201778E+02   0.674286E+01
  1216   0.979595E+03   0.203633E+02   0.681067E+01
  1217   0.974958E+03   0.205494E+02   0.686229E+01
  1218   0.970470E+03   0.207368E+02   0.689623E+01
  1219   0.965907E+03   0.209233E+02   0.691475E+01
  1220   0.961419E+03   0.211103E+02   0.691560E+01
  1221   0.956930E+03   0.212973E+02   0.690029E+01
  1222   0.952441E+03   0.214856E+02   0.686733E+01
  1223   0.947952E+03   0.216738E+02   0.681969E+01
  1224   0.943461E+03   0.218604E+02   0.675366E+01
  1225   0.939044E+03   0.220484E+02   0.667147E+01
  1226   0.934625E+03   0.222355E+02   0.657385E+01
  1227   0.930279E+03   0.224226E+02   0.645932E+01
  1228   0.925857E+03   0.226097E+02   0.632937E+01
  1229   0.921508E+03   0.227960E+02   0.618249E+01
  1230   0.917008E+03   0.229815E+02   0.602091E+01
  1231   0.912655E+03   0.231670E+02   0.584313E+01
  1232   0.908299E+03   0.233510E+02   0.565064E+01
  1233   0.904089E+03   0.235358E+02   0.544119E+01
  1234   0.899802E+03   0.237183E+02   0.521774E+01
  1235   0.895809E+03   0.239009E+02   0.497879E+01
  1236   0.891664E+03   0.240813E+02   0.472508E+01
  1237   0.887516E+03   0.242610E+02   0.445584E+01
  1238   0.883438E+03   0.244401E+02   0.417179E+01
  1239   0.879357E+03   0.246170E+02   0.387293E+01
  1240   0.875272E+03   0.247933E+02   0.356071E+01
  1241   0.871332E+03   0.249674E+02   0.323363E+01
  1242   0.867313E+03   0.251417E+02   0.289390E+01
  1243   0.863364E+03   0.253124E+02   0.253831E+01
  1244   0.859484E+03   0.254832E+02   0.217060E+01
  1245   0.855674E+03   0.256520E+02   0.178913E+01
  1246   0.851860E+03   0.258179E+02   0.139558E+01
  1247   0.848040E+03   0.259826E+02   0.988366E+00
  1248   0.844289E+03   0.261452E+02   0.568117E+00
  1249   0.840607E+03   0.263073E+02   0.135702E+00
  1250   0.836994E+03   0.264659E+02  -0.309059E+00
  1251   0.833375E+03   0.266217E+02  -0.766049E+00
  1252   0.829899E+03   0.267771E+02  -0.123507E+01
  1253   0.826342E+03   0.269290E+02  -0.171547E+01
  1254   0.822854E+03   0.270781E+02  -0.220721E+01
  1255   0.819434E+03   0.272261E+02  -0.271017E+01
  1256   0.816155E+03   0.273706E+02  -0.322375E+01
  1257   0.812870E+03   0.275132E+02  -0.374794E+01
  1258   0.809579E+03   0.276525E+02  -0.428235E+01
  1259   0.806354E+03   0.277898E+02  -0.482675E+01
  1260   0.803197E+03   0.279237E+02  -0.538078E+01
  1261   0.800107E+03   0.280557E+02  -0.594427E+01
  1262   0.797083E+03   0.281852E+02  -0.651674E+01
  1263   0.794127E+03   0.283112E+02  -0.709821E+01
  1264   0.791163E+03   0.284347E+02  -0.768843E+01
  1265   0.788340E+03   0.285549E+02  -0.828691E+01
  1266   0.785508E+03   0.286725E+02  -0.889325E+01
  1267   0.782744E+03   0.287860E+02  -0.950746E+01
  1268   0.780053E+03   0.288985E+02  -0.101292E+02
  1269   0.777435E+03   0.290055E+02  -0.107578E+02
  1270   0.774854E+03   0.291099E+02  -0.113940E+02
  1271   0.772346E+03   0.292118E+02  -0.120364E+02
  1272   0.769882E+03   0.293105E+02  -0.126849E+02
  1273   0.767461E+03   0.294051E+02  -0.133396E+02
  1274   0.765113E+03   0.294958E+02  -0.139999E+02
  1275   0.762824E+03   0.295840E+02  -0.146649E+02
  1276   0.760585E+03   0.296689E+02  -0.153354E+02
  1277   0.758411E+03   0.297507E+02  -0.160102E+02
  1278   0.756296E+03   0.298285E+02  -0.166898E+02
  1279   0.754246E+03   0.299023E+02  -0.173729E+02
  1280   0.752261E+03   0.299737E+02  -0.180611E+02
  1281   0.750335E+03   0.300412E+02  -0.187513E+02
  1282   0.748473E+03   0.301047E+02  -0.194451E+02
  1283   0.746669E+03   0.301651E+02  -0.201419E+02
  1284   0.744931E+03   0.302215E+02  -0.208417E+02
  1285   0.743242E+03   0.302748E+02  -0.215429E+02
  1286   0.741619E+03   0.303234E+02  -0.222465E+02
  1287   0.740061E+03   0.303689E+02  -0.229510E+02
  1288   0.738568E+03   0.304105E+02  -0.236579E+02
  1289   0.737132E+03   0.304489E+02  -0.243643E+02
  1290   0.735754E+03   0.304827E+02  -0.250725E+02
  1291   0.734442E+03   0.305134E+02  -0.257810E+02
  1292   0.733187E+03   0.305387E+02  -0.264899E+02
  1293   0.731989E+03   0.305624E+02  -0.271993E+02
  1294   0.730864E+03   0.305814E+02  -0.279054E+02
  1295   0.729789E+03   0.305966E+02  -0.286128E+02
  1296   0.728772E+03   0.306087E+02  -0.293171E+02
  1297   0.727820E+03   0.306169E+02  -0.300212E+02
  1298   0.726926E+03   0.306213E+02  -0.307231E+02
  1299   0.726082E+03   0.306217E+02  -0.314235E+02
  1300   0.725311E+03   0.306176E+02  -0.321210E+02
  1301   0.724598E+03   0.306111E+02  -0.328155E+02
  1302   0.723935E+03   0.306001E+02  -0.335065E+02
  1303   0.723330E+03   0.305851E+02  -0.341955E+02
  1304   0.722783E+03   0.305671E+02  -0.348803E+02
  1305   0.722293E+03   0.305445E+02  -0.355624E+02
  1306   0.721847E+03   0.305195E+02  -0.362389E+02
  1307   0.721474E+03   0.304899E+02  -0.369106E+02
  1308   0.721151E+03   0.304565E+02  -0.375797E+02
  1309   0.720871E+03   0.304185E+02  -0.382420E+02
  1310   0.720657E+03   0.303782E+02  -0.389003E+02
  1311   0.720486E+03   0.303340E+02  -0.395525E+02
  1312   0.720395E+03   0.302867E+02  -0.401987E+02
  1313   0.720333E+03   0.302348E+02  -0.408396E+02
  1314   0.720329E+03   0.301799E+02  -0.414731E+02
  1315   0.720369E+03   0.301218E+02  -0.421007E+02
  1316   0.720466E+03   0.300592E+02  -0.427210E+02
  1317   0.720615E+03   0.299949E+02  -0.433347E+02
  1318   0.720800E+03   0.299253E+02  -0.439404E+02
  1319   0.721037E+03   0.298526E+02  -0.445397E+02
  1320   0.721317E+03   0.297768E+02  -0.451304E+02
  1321   0.721641E+03   0.296987E+02  -0.457139E+02
  1322   0.722017E+03   0.296152E+02  -0.462881E+02
  1323   0.722436E+03   0.295293E+02  -0.468539E+02
  1324   0.722900E+03   0.294403E+02  -0.474119E+02
  1325   0.723401E+03   0.293482E+02  -0.479600E+02
  1326   0.723954E+03   0.292529E+02  -0.484997E+02
  1327   0.724529E+03   0.291553E+02  -0.490303E+02
  1328   0.725164E+03   0.290545E+02  -0.495497E+02
  1329   0.725828E+03   0.289498E+02  -0.500608E+02
  1330   0.726531E+03   0.288420E+02  -0.505615E+02
  1331   0.727278E+03   0.287318E+02  -0.510518E+02
  1332   0.728048E+03   0.286184E+02  -0.515324E+02
  1333   0.728864E+03   0.285019E+02  -0.520013E+02
  1334   0.729710E+03   0.283837E+02  -0.524605E+02
  1335   0.730588E+03   0.282616E+02  -0.529088E+02
  1336   0.731503E+03   0.281377E+02  -0.533446E+02
  1337   0.732450E+03   0.280100E+02  -0.537702E+02
  1338   0.733421E+03   0.278805E+02  -0.541842E+02
  1339   0.734431E+03   0.277478E+02  -0.545873E+02
  1340   0.735464E+03   0.276134E+02  -0.549796E+02
  1341   0.736523E+03   0.274772E+02  -0.553588E+02
  1342   0.737606E+03   0.273378E+02  -0.557265E+02
  1343   0.738721E+03   0.271960E+02  -0.560819E+02
  1344   0.739861E+03   0.270516E+02  -0.564252E+02
  1345   0.741011E+03   0.269062E+02  -0.567555E+02
  1346   0.742194E+03   0.267575E+02  -0.570752E+02
  1347   0.743403E+03   0.266070E+02  -0.573812E+02
  1348   0.744622E+03   0.264548E+02  -0.576743E+02
  1349   0.745875E+03   0.262992E+02  -0.579547E+02
  1350   0.747131E+03   0.261433E+02  -0.582222E+02
  1351   0.748414E+03   0.259848E+02  -0.584769E+02
  1352   0.749701E+03   0.258245E+02  -0.587182E+02
  1353   0.751015E+03   0.256639E+02  -0.589467E+02
  1354   0.752333E+03   0.255006E+02  -0.591624E+02
  1355   0.753678E+03   0.253354E+02  -0.593648E+02
  1356   0.755035E+03   0.251699E+02  -0.595552E+02
  1357   0.756397E+03   0.250017E+02  -0.597308E+02
  1358   0.757757E+03   0.248324E+02  -0.598915E+02
  1359   0.759130E+03   0.246619E+02  -0.600411E+02
  1360   0.760494E+03   0.244917E+02  -0.601759E+02
  1361   0.761886E+03   0.243181E+02  -0.602982E+02
  1362   0.763261E+03   0.241441E+02  -0.604056E+02
  1363   0.764650E+03   0.239688E+02  -0.605021E+02
  1364   0.766015E+03   0.237930E+02  -0.605830E+02
  1365   0.767469E+03   0.236160E+02  -0.606500E+02
  1366   0.768848E+03   0.234378E+02  -0.607052E+02
  1367   0.770226E+03   0.232583E+02  -0.607465E+02
  1368   0.771678E+03   0.230798E+02  -0.607738E+02
  1369   0.773055E+03   0.228992E+02  -0.607872E+02
  1370   0.774432E+03   0.227188E+02  -0.607881E+02
  1371   0.775810E+03   0.225379E+02  -0.607751E+02
  1372   0.777187E+03   0.223564E+02  -0.607489E+02
  1373   0.778566E+03   0.221750E+02  -0.607095E+02
  1374   0.779945E+03   0.219931E+02  -0.606563E+02
  1375   0.781324E+03   0.218105E+02  -0.605906E+02
  1376   0.782705E+03   0.216281E+02  -0.605110E+02
  1377   0.784087E+03   0.214465E+02  -0.604189E+02
  1378   0.785471E+03   0.212627E+02  -0.603137E+02
  1379   0.786781E+03   0.210813E+02  -0.601953E+02
  1380   0.788093E+03   0.208977E+02  -0.600645E+02
  1381   0.789408E+03   0.207157E+02  -0.599197E+02
  1382   0.790575E+03   0.205337E+02  -0.597618E+02
  1383   0.791894E+03   0.203517E+02  -0.595921E+02
  1384   0.793066E+03   0.201705E+02  -0.594092E+02
  1385   0.794241E+03   0.199893E+02  -0.592139E+02
  1386   0.795419E+03   0.198088E+02  -0.590060E+02
  1387   0.796525E+03   0.196291E+02  -0.587857E+02
  1388   0.797783E+03   0.194493E+02  -0.585536E+02
  1389   0.798896E+03   0.192702E+02  -0.583082E+02
  1390   0.799938E+03   0.190926E+02  -0.580525E+02
  1391   0.801057E+03   0.189156E+02  -0.577842E+02
  1392   0.802106E+03   0.187393E+02  -0.575041E+02
  1393   0.803159E+03   0.185644E+02  -0.572121E+02
  1394   0.804142E+03   0.183901E+02  -0.569098E+02
  1395   0.805129E+03   0.182164E+02  -0.565948E+02
  1396   0.806120E+03   0.180448E+02  -0.562701E+02
  1397   0.807042E+03   0.178739E+02  -0.559334E+02
  1398   0.807894E+03   0.177035E+02  -0.555856E+02
  1399   0.808750E+03   0.175359E+02  -0.552272E+02
  1400   0.809612E+03   0.173689E+02  -0.548583E+02
  1401   0.810404E+03   0.172024E+02  -0.544788E+02
  1402   0.811202E+03   0.170387E+02  -0.540895E+02
  1403   0.811930E+03   0.168763E+02  -0.536895E+02
  1404   0.812591E+03   0.167159E+02  -0.532797E+02
  1405   0.813331E+03   0.165560E+02  -0.528600E+02
  1406   0.813928E+03   0.163988E+02  -0.524318E+02
  1407   0.814457E+03   0.162428E+02  -0.519936E+02
  1408   0.815141E+03   0.160880E+02  -0.515462E+02
  1409   0.815609E+03   0.159360E+02  -0.510895E+02
  1410   0.816157E+03   0.157851E+02  -0.506251E+02
  1411   0.816638E+03   0.156361E+02  -0.501512E+02
  1412   0.817051E+03   0.154897E+02  -0.496688E+02
  1413   0.817322E+03   0.153453E+02  -0.491784E+02
  1414   0.817675E+03   0.152027E+02  -0.486794E+02
  1415   0.817961E+03   0.150621E+02  -0.481731E+02
  1416   0.818254E+03   0.149240E+02  -0.476596E+02
  1417   0.818406E+03   0.147870E+02  -0.471395E+02
  1418   0.818566E+03   0.146526E+02  -0.466106E+02
  1419   0.818659E+03   0.145208E+02  -0.460758E+02
  1420   0.818759E+03   0.143915E+02  -0.455343E+02
  1421   0.818794E+03   0.142641E+02  -0.449862E+02
  1422   0.818836E+03   0.141392E+02  -0.444320E+02
  1423   0.818738E+03   0.140169E+02  -0.438719E+02
  1424   0.818722E+03   0.138970E+02  -0.433056E+02
  1425   0.818566E+03   0.137797E+02  -0.427340E+02
  1426   0.818344E+03   0.136649E+02  -0.421569E+02
  1427   0.818205E+03   0.135526E+02  -0.415745E+02
  1428   0.817925E+03   0.134420E+02  -0.409880E+02
  1429   0.817580E+03   0.133355E+02  -0.403952E+02
  1430   0.817244E+03   0.132306E+02  -0.397998E+02
  1431   0.816842E+03   0.131282E+02  -0.391988E+02
  1432   0.816375E+03   0.130291E+02  -0.385944E+02
  1433   0.815990E+03   0.129323E+02  -0.379857E+02
  1434   0.815466E+03   0.128388E+02  -0.373735E+02
  1435   0.814876E+03   0.127470E+02  -0.367585E+02
  1436   0.814296E+03   0.126583E+02  -0.361414E+02
  1437   0.813576E+03   0.125729E+02  -0.355198E+02
  1438   0.812864E+03   0.124891E+02  -0.348975E+02
  1439   0.812088E+03   0.124092E+02  -0.342708E+02
  1440   0.811320E+03   0.123317E+02  -0.336431E+02
  1441   0.810488E+03   0.122566E+02  -0.330147E+02
  1442   0.809590E+03   0.121847E+02  -0.323838E+02
  1443   0.808626E+03   0.121167E+02  -0.317504E+02
  1444   0.807672E+03   0.120503E+02  -0.311168E+02
  1445   0.806578E+03   0.119878E+02  -0.304829E+02
  1446   0.805568E+03   0.119270E+02  -0.298471E+02
  1447   0.804344E+03   0.118700E+02  -0.292094E+02
  1448   0.803203E+03   0.118161E+02  -0.285742E+02
  1449   0.801996E+03   0.117639E+02  -0.279377E+02
  1450   0.800725E+03   0.117156E+02  -0.273015E+02
  1451   0.799462E+03   0.116703E+02  -0.266668E+02
  1452   0.798059E+03   0.116275E+02  -0.260337E+02
  1453   0.796665E+03   0.115877E+02  -0.253999E+02
  1454   0.795281E+03   0.115511E+02  -0.247669E+02
  1455   0.793830E+03   0.115168E+02  -0.241360E+02
  1456   0.792315E+03   0.114864E+02  -0.235080E+02
  1457   0.790659E+03   0.114576E+02  -0.228805E+02
  1458   0.789087E+03   0.114327E+02  -0.222551E+02
  1459   0.787449E+03   0.114101E+02  -0.216310E+02
  1460   0.785745E+03   0.113913E+02  -0.210102E+02
  1461   0.784050E+03   0.113734E+02  -0.203928E+02
  1462   0.782290E+03   0.113594E+02  -0.197780E+02
  1463   0.780389E+03   0.113484E+02  -0.191658E+02
  1464   0.778571E+03   0.113398E+02  -0.185567E+02
  1465   0.776613E+03   0.113343E+02  -0.179516E+02
  1466   0.774738E+03   0.113319E+02  -0.173497E+02
  1467   0.772722E+03   0.113318E+02  -0.167523E+02
  1468   0.770715E+03   0.113349E+02  -0.161587E+02
  1469   0.768716E+03   0.113403E+02  -0.155696E+02
  1470   0.766502E+03   0.113481E+02  -0.149842E+02
  1471   0.764445E+03   0.113597E+02  -0.144047E+02
  1472   0.762322E+03   0.113736E+02  -0.138295E+02
  1473   0.760132E+03   0.113900E+02  -0.132602E+02
  1474   0.757801E+03   0.114087E+02  -0.126951E+02
  1475   0.755553E+03   0.114298E+02  -0.121358E+02
  1476   0.753237E+03   0.114540E+02  -0.115828E+02
  1477   0.750930E+03   0.114805E+02  -0.110348E+02
  1478   0.748555E+03   0.115095E+02  -0.104931E+02
  1479   0.746188E+03   0.115416E+02  -0.995794E+01
  1480   0.743753E+03   0.115761E+02  -0.942881E+01
  1481   0.741259E+03   0.116122E+02  -0.890612E+01
  1482   0.738779E+03   0.116515E+02  -0.839006E+01
  1483   0.736247E+03   0.116932E+02  -0.788089E+01
  1484   0.733714E+03   0.117365E+02  -0.737866E+01
  1485   0.731128E+03   0.117823E+02  -0.688361E+01
  1486   0.728512E+03   0.118312E+02  -0.639564E+01
  1487   0.725865E+03   0.118811E+02  -0.591516E+01
  1488   0.723209E+03   0.119342E+02  -0.544214E+01
  1489   0.720500E+03   0.119897E+02  -0.497692E+01
  1490   0.717775E+03   0.120461E+02  -0.451943E+01
  1491   0.715026E+03   0.121051E+02  -0.406998E+01
  1492   0.712260E+03   0.121665E+02  -0.362855E+01
  1493   0.709463E+03   0.122289E+02  -0.319537E+01
  1494   0.706642E+03   0.122937E+02  -0.277052E+01
  1495   0.703803E+03   0.123611E+02  -0.235410E+01
  1496   0.700940E+03   0.124302E+02  -0.194617E+01
  1497   0.698052E+03   0.125003E+02  -0.154691E+01
